Actual Date,Ghetto Date,Price - Close - Monthly,Trading Volume - Monthly,Twitter Publication Count,Twitter Positive Sentiment Count,Twitter Negative Sentiment Count,News Publication Count,News Positive Sentiment Count,News Negative Sentiment Count,SI,SI Ratio,IV Midpoint
11/9/2012,11/15/2012,16.592,11161216,,,,,,,106535680,2.601440007,
11/16/2012,1/0/1900,16.195,9954106,,,,,,,113014386.7,2.8866366,
11/23/2012,1/0/1900,16.715,7489822,,,,,,,113014386.7,2.8866366,
11/30/2012,11/30/2012,17.476,13690188,,,,,,,87099560,1.745850227,
12/7/2012,1/0/1900,17.122,9425105,,,,,,,84614550,1.792484645,
12/14/2012,12/14/2012,17.566,12053007,,,,,,,82129540,1.839119063,
12/21/2012,1/0/1900,17.908,13139881,,,,,,,78784850,1.77393967,
12/28/2012,12/31/2012,17.517,5072367,,,,,,,75440160,1.708760277,
1/4/2013,1/0/1900,18.467,9619821,,,,,,,73840360,1.581754579,
1/11/2013,1/15/2013,18.518,8475553,,,,,,,72240560,1.454748881,
1/18/2013,1/0/1900,17.63,14249170,,,,,,,68907450,1.292846356,
1/25/2013,1/31/2013,18.86,15248432,,,,,,,65574340,1.130943831,
2/1/2013,1/0/1900,19.409,10478957,,,,,,,60631740,0.989125646,
2/8/2013,1/0/1900,19.653,12840499,,,,,,,60631740,0.989125646,
2/15/2013,2/15/2013,19.841,9688307,,,,,,,80402140,1.556398389,
2/22/2013,2/28/2013,20.012,11252587,,,,,,,87838440,1.614422578,
3/1/2013,1/0/1900,20.174,10971471,,,,,,,84339700,1.53831418,
3/8/2013,1/0/1900,20.808,14645171,,,,,,,84339700,1.53831418,
3/15/2013,3/15/2013,20.377,9977118,,,,,,,98334660,1.842747773,
3/22/2013,3/28/2013,20.277,8352883,,,,,,,94470860,2.483562943,
3/29/2013,1/0/1900,19.874,7348031,,,,,,,102226406.7,2.820701978,
4/5/2013,1/0/1900,19.595,11466604,,,,,,,102226406.7,2.820701978,
4/12/2013,4/15/2013,19.77,10632813,,,,,,,71204220,1.47214584,
4/19/2013,1/0/1900,20.016,15318412,,,,,,,76851650,1.455228474,
4/26/2013,4/30/2013,20.055,11481930,,,,,,,82499080,1.438311108,
5/3/2013,1/0/1900,21.164,10588360,,,,,,,89649480,1.757498785,
5/10/2013,5/15/2013,22.027,10663115,,,,,,,96799880,2.076686462,
5/17/2013,1/0/1900,22.752,13005637,,,,,,,104017693.3,2.276948503,
5/24/2013,1/0/1900,21.854,11384295,,,,,,,104017693.3,2.276948503,
5/31/2013,5/31/2013,21.802,8359734,,,,,,,75146440,1.475900342,
6/7/2013,1/0/1900,22.015,11701206,,,,,,,80211250,1.620233744,
6/14/2013,6/14/2013,21.897,10614169,,,,,,,85276060,1.764567146,
6/21/2013,1/0/1900,22.045,14565911,,,,,,,83968000,1.617720558,
6/28/2013,6/28/2013,22.031,11675242,,,,,,,82659940,1.47087397,
7/5/2013,1/0/1900,22.359,6364558,,,,,,,85121120,1.807209075,
7/12/2013,7/15/2013,23.097,10789096,,,,,,,87582300,2.143544181,
7/19/2013,1/0/1900,22.437,16385025,,,,,,,84411460,1.778210053,
7/26/2013,7/31/2013,22.155,11789100,,,,,,,81240620,1.412875925,
8/2/2013,1/0/1900,22.686,9567609,,,,,,,79557560,1.828600009,
8/9/2013,8/15/2013,22.282,7004821,,,,,,,77874500,2.244324093,
8/16/2013,1/0/1900,21.443,8423148,,,,,,,78793273.33,2.20610249,
8/23/2013,1/0/1900,21.776,6750821,,,,,,,78793273.33,2.20610249,
8/30/2013,8/30/2013,21.193,7350861,,,,,,,75118180,2.358988901,
9/6/2013,1/0/1900,22.011,6941164,,,,,,,81208170,2.504861447,
9/13/2013,9/13/2013,22.248,6541468,,,,,,,87298160,2.650733992,
9/20/2013,1/0/1900,22.6,10475407,,,,,,,97574730,2.714895348,
9/27/2013,9/30/2013,21.931,7412185,,,,,,,107851300,2.779056704,
10/4/2013,1/0/1900,21.83,8374324,,,,,,,105424730,2.746484206,
10/11/2013,10/15/2013,21.821,9550568,,,,,,,102998160,2.713911707,
10/18/2013,1/0/1900,25.31,20567394,,,,,,,101174340,2.10893817,
10/25/2013,10/31/2013,25.405,12622589,,,,,,,99350520,1.503964633,
11/1/2013,1/0/1900,25.701,6987087,,,,,,,100785160,0.884726106,
11/8/2013,1/0/1900,25.425,6204635,,,,,,,100785160,0.884726106,
11/15/2013,11/15/2013,25.864,6352118,,,,,,,95046600,3.361680214,
11/22/2013,1/0/1900,25.822,6198132,,,,,,,94649970,3.23016152,
11/29/2013,11/29/2013,26.515,6213534,,,,,,,94253340,3.098642826,
12/6/2013,1/0/1900,26.773,6802755,,,,,,,97384250,3.093719305,
12/13/2013,12/13/2013,26.545,8801170,,,,,,,100515160,3.088795785,
12/20/2013,1/0/1900,27.542,10274624,,,,,,,99325510,3.034198687,
12/27/2013,12/31/2013,27.987,5363215,,,,,,,98135860,2.97960159,
1/3/2014,1/0/1900,27.652,6078958,,,,,,,88381670,2.427283715,
1/10/2014,1/15/2014,28.282,10790033,,,,,,,78627480,1.87496584,
1/17/2014,1/0/1900,28.791,11233866,,,,,,,86634113.33,2.20091508,
1/24/2014,1/0/1900,28.123,9418337,,,,,,,86634113.33,2.20091508,
1/31/2014,1/31/2014,29.553,19566762,,,,,,,54607580,0.897118121,
2/7/2014,1/0/1900,29.465,14406467,,,,,,,54520090,1.011250405,
2/14/2014,2/14/2014,30.099,9748121,,,,,,,54432600,1.12538269,
2/21/2014,1/0/1900,30.124,7775187,,,,,,,51811500,1.235083023,
2/28/2014,2/28/2014,30.421,8667650,,,,,,,49190400,1.344783355,
3/7/2014,1/0/1900,30.399,7590208,,,,,,,49006740,1.383802618,
3/14/2014,3/14/2014,29.348,9524487,,,,,,,48823080,1.422821882,
3/21/2014,1/0/1900,29.605,10481037,,,,,,,48397510,1.897095843,
3/28/2014,3/31/2014,28.031,14072899,,,,,,,47971940,1.605241123,
4/4/2014,1/0/1900,27.263,15581981,,,,,,,53568560,-0.29185472,
4/11/2014,4/15/2014,26.888,16929158,,,,,,,59165180,0.875564161,
4/18/2014,1/0/1900,27.167,16670747,,,,,,,60017340,0.950313307,
4/25/2014,4/30/2014,26.155,11138816,,,,,,,60869500,1.025062452,
5/2/2014,1/0/1900,26.694,12101602,,,,,,,61312270,1.294652444,
5/9/2014,5/15/2014,26.331,10846346,,,,,,,61755040,1.564242437,
5/16/2014,1/0/1900,26.415,8972959,,,,,,,56009173.33,1.419668107,
5/23/2014,1/0/1900,28.19,10782940,,,,,,,56009173.33,1.419668107,
5/30/2014,5/30/2014,28.583,7047099,,,,,,,78992640,1.997965426,
6/6/2014,1/0/1900,28.302,8949464,,,,,,,73380390,2.057228921,
6/13/2014,6/13/2014,28.017,7029260,,,,,,,67768140,2.116492416,
6/20/2014,1/0/1900,28.326,11257174,,,,,,,67169260,1.835841636,
6/27/2014,6/30/2014,29.285,10693959,,,,,,,66570380,1.555190855,
7/4/2014,1/0/1900,29.654,5216168,,,,,,,65608670,1.843608572,
7/11/2014,7/15/2014,29.333,7777033,,,,,,,64646960,2.132026289,
7/18/2014,1/0/1900,30.256,12839757,,,,,,,61554400,1.813309617,
7/25/2014,7/31/2014,29.904,7875495,,,,,,,58461840,1.494592945,
8/1/2014,1/0/1900,28.68,8454040,,,,,,,58504373.33,1.35895577,
8/8/2014,1/0/1900,28.897,7142835,,,,,,,58504373.33,1.35895577,
8/15/2014,8/15/2014,29.185,7456043,,,,,,,58334240,1.901504469,
8/22/2014,1/0/1900,29.627,5479718,,,,,,,61032250,2.25021565,
8/29/2014,8/29/2014,29.118,6740329,,,,,,,63730260,2.598926831,
9/5/2014,1/0/1900,29.889,6588640,,,,,,,61938770,2.248723448,
9/12/2014,9/15/2014,29.245,7674692,,,,,,,60147280,1.898520066,
9/19/2014,1/0/1900,30.27,10511975,,,,,,,55478080,1.661219193,
9/26/2014,9/30/2014,29.395,7896442,,,,,,,50808880,1.423918319,
10/3/2014,1/0/1900,29.312,6914581,,,,,,,52185800,1.329808231,
10/10/2014,10/15/2014,27.76,10422569,,,,,,,53562720,1.235698143,
10/17/2014,1/0/1900,26.149,18945206,,,,,,,51832993.33,1.276564825,
10/24/2014,1/0/1900,27.445,12503821,,,,,,,51832993.33,1.276564825,
10/31/2014,10/31/2014,28.393,9331033,,,,,,,58751900,1.113098098,
11/7/2014,1/0/1900,27.591,7803101,,,,,,,56334060,1.50221604,
11/14/2014,11/14/2014,27.76,6419635,,,,,,,53916220,1.891333982,
11/21/2014,1/0/1900,27.295,9253808,,,,,,,50705830,1.633881027,
11/28/2014,11/28/2014,27.454,6243328,,,,,,,47495440,1.376428073,
12/5/2014,1/0/1900,26.404,10387285,,,,,,,47385200,1.202626297,
12/12/2014,12/15/2014,26.076,12154297,,,,,,,47274960,1.028824521,
12/19/2014,1/0/1900,26.002,19275130,,,,,,,53745150,1.079739562,
12/26/2014,12/31/2014,27.076,8044098,,,,,,,60215340,1.130654602,
1/2/2015,1/0/1900,26.478,5825674,,,,387,2,-4,63026750,1.214935039,
1/9/2015,1/15/2015,25.036,12886032,,,,6084,56,-58,65838160,1.299215476,
1/16/2015,1/0/1900,25.523,13575803,,,,8894,116,-172,68994246.67,1.391248919,
1/23/2015,1/0/1900,27.097,9752675,,,,6608,60,-23,68994246.67,1.391248919,
1/30/2015,1/30/2015,26.878,15230365,4599,815,-706,8345,157,-100,56369900,1.023115147,
2/6/2015,1/0/1900,26.694,11613585,7196,312,-221,7180,66,-26,56731750,1.153812372,
2/13/2015,2/13/2015,27.558,10521390,6056,243,-236,7098,44,-17,57093600,1.284509598,
2/20/2015,1/0/1900,27.09,6872856,5520,173,-524,5409,39,-13,56643360,1.336822613,
2/27/2015,2/27/2015,28.132,11220548,16362,754,-419,8045,63,-32,56193120,1.389135629,
3/6/2015,1/0/1900,28.645,10612243,14141,507,-560,8691,101,-62,58964700,1.491058092,
3/13/2015,3/13/2015,27.65,8751591,9673,182,-205,7359,64,-23,61736280,1.592980555,
3/20/2015,1/0/1900,28.247,8490203,7547,150,-380,6707,32,-20,69386980,1.766263265,
3/27/2015,3/31/2015,27.878,12321629,11331,543,-869,7278,91,-35,77037680,1.939545975,
