Date,Type,Ticker Symbol,Volume,Total OI
2/3/2017,P,AAPL,143861,1896499
2/6/2017,,AAPL,505423,3756276
2/6/2017,C,AAPL,335220,2133224
2/6/2017,P,AAPL,170203,1623052
2/7/2017,,AAPL,758824,3904161
2/7/2017,C,AAPL,510731,2223499
2/7/2017,P,AAPL,248093,1680662
2/8/2017,,AAPL,2107261,4032579
2/8/2017,C,AAPL,1867136,2283160
2/8/2017,P,AAPL,240125,1749419
2/9/2017,,AAPL,552733,3766971
2/9/2017,C,AAPL,326183,1906200
2/9/2017,P,AAPL,226550,1860771
2/10/2017,,AAPL,501536,3884864
2/10/2017,C,AAPL,340022,1951982
2/10/2017,P,AAPL,161514,1932882
2/13/2017,,AAPL,483634,3759632
2/13/2017,C,AAPL,332501,1950290
2/13/2017,P,AAPL,151133,1809342
2/14/2017,,AAPL,565934,3854391
2/14/2017,C,AAPL,366441,1995727
2/14/2017,P,AAPL,199493,1858664
2/15/2017,,AAPL,660027,3976760
2/15/2017,C,AAPL,431922,2041432
2/15/2017,P,AAPL,228105,1935328
2/16/2017,,AAPL,391059,4145810
2/16/2017,C,AAPL,262300,2131514
2/16/2017,P,AAPL,128759,2014296
2/17/2017,,AAPL,446273,4232470
2/17/2017,C,AAPL,300044,2186298
2/17/2017,P,AAPL,146229,2046172
2/21/2017,,AAPL,388766,3594677
2/21/2017,C,AAPL,260781,1984108
2/21/2017,P,AAPL,127985,1610569
2/22/2017,,AAPL,285941,3674593
2/22/2017,C,AAPL,185558,2027342
2/22/2017,P,AAPL,100383,1647251
2/23/2017,,AAPL,309130,3736352
2/23/2017,C,AAPL,222242,2058734
2/23/2017,P,AAPL,86888,1677618
2/24/2017,,AAPL,361963,3781715
2/24/2017,C,AAPL,203447,2086441
2/24/2017,P,AAPL,158516,1695274
2/27/2017,,AAPL,286152,3648492
2/27/2017,C,AAPL,174865,2008791
2/27/2017,P,AAPL,111287,1639701
2/28/2017,,AAPL,303527,3721555
2/28/2017,C,AAPL,201166,2039839
2/28/2017,P,AAPL,102361,1681716
3/1/2017,,AAPL,790901,3794642
3/1/2017,C,AAPL,496387,2074018
3/1/2017,P,AAPL,294514,1720624
3/2/2017,,AAPL,500900,3949133
3/2/2017,C,AAPL,328010,2146108
3/2/2017,P,AAPL,172890,1803025
3/3/2017,,AAPL,407840,4060320
3/3/2017,C,AAPL,257638,2212162
3/3/2017,P,AAPL,150202,1848158
3/6/2017,,AAPL,417049,3902144
3/6/2017,C,AAPL,294100,2141320
3/6/2017,P,AAPL,122949,1760824
3/7/2017,,AAPL,275528,4029469
3/7/2017,C,AAPL,182845,2225411
3/7/2017,P,AAPL,92683,1804058
3/8/2017,,AAPL,251855,4066520
3/8/2017,C,AAPL,165493,2250207
3/8/2017,P,AAPL,86362,1816313
3/9/2017,,AAPL,349329,4118870
3/9/2017,C,AAPL,207025,2279134
3/9/2017,P,AAPL,142304,1839736
3/10/2017,,AAPL,404479,4166945
3/10/2017,C,AAPL,270028,2309049
3/10/2017,P,AAPL,134451,1857896
3/13/2017,,AAPL,237677,4012840
3/13/2017,C,AAPL,127192,2228858
3/13/2017,P,AAPL,110485,1783982
3/14/2017,,AAPL,217174,4085014
3/14/2017,C,AAPL,135177,2265695
3/14/2017,P,AAPL,81997,1819319
3/15/2017,,AAPL,441558,4140294
3/15/2017,C,AAPL,286205,2297417
3/15/2017,P,AAPL,155353,1842877
3/16/2017,,AAPL,354096,4217794
3/16/2017,C,AAPL,229115,2332040
3/16/2017,P,AAPL,124981,1885754
3/17/2017,,AAPL,409073,4297556
3/17/2017,C,AAPL,248050,2370538
3/17/2017,P,AAPL,161023,1927018
3/20/2017,,AAPL,352984,3652425
3/20/2017,C,AAPL,228271,2112106
3/20/2017,P,AAPL,124713,1540319
3/21/2017,,AAPL,724441,3732470
3/21/2017,C,AAPL,439761,2152381
3/21/2017,P,AAPL,284680,1580089
3/22/2017,,AAPL,392921,3922756
3/22/2017,C,AAPL,225437,2263044
3/22/2017,P,AAPL,167484,1659712
3/23/2017,,AAPL,321449,3976769
3/23/2017,C,AAPL,178224,2271386
3/23/2017,P,AAPL,143225,1705383
3/24/2017,,AAPL,445036,4044912
3/24/2017,C,AAPL,246235,2294224
3/24/2017,P,AAPL,198801,1750688
3/27/2017,,AAPL,356861,3920929
3/27/2017,C,AAPL,193226,2218067
3/27/2017,P,AAPL,163635,1702862
3/28/2017,,AAPL,705896,4004234
3/28/2017,C,AAPL,428434,2260281
3/28/2017,P,AAPL,277462,1743953
3/29/2017,,AAPL,637314,4144899
3/29/2017,C,AAPL,440563,2307023
3/29/2017,P,AAPL,196751,1837876
3/30/2017,,AAPL,352226,4284740
3/30/2017,C,AAPL,217509,2393557
3/30/2017,P,AAPL,134717,1891183
3/31/2017,,AAPL,432370,4374920
3/31/2017,C,AAPL,275980,2433705
3/31/2017,P,AAPL,156390,1941215
4/3/2017,,AAPL,304993,4164296
4/3/2017,C,AAPL,186043,2316264
4/3/2017,P,AAPL,118950,1848032
4/4/2017,,AAPL,417497,4247617
4/4/2017,C,AAPL,290227,2359930
4/4/2017,P,AAPL,127270,1887687
4/5/2017,,AAPL,466802,4336127
4/5/2017,C,AAPL,285589,2409483
4/5/2017,P,AAPL,181213,1926644
4/6/2017,,AAPL,312471,4393013
4/6/2017,C,AAPL,189976,2437106
4/6/2017,P,AAPL,122495,1955907
4/7/2017,,AAPL,354835,4434933
4/7/2017,C,AAPL,177451,2459023
4/7/2017,P,AAPL,177384,1975910
4/10/2017,,AAPL,268822,4252318
4/10/2017,C,AAPL,155862,2370891
4/10/2017,P,AAPL,112960,1881427
4/11/2017,,AAPL,615667,4308456
4/11/2017,C,AAPL,367256,2401497
4/11/2017,P,AAPL,248411,1906959
4/12/2017,,AAPL,281729,4429573
4/12/2017,C,AAPL,190974,2462014
4/12/2017,P,AAPL,90755,1967559
4/13/2017,,AAPL,339164,4444491
4/13/2017,C,AAPL,192954,2464935
4/13/2017,P,AAPL,146210,1979556
4/17/2017,,AAPL,230457,4250020
4/17/2017,C,AAPL,153220,2345580
4/17/2017,P,AAPL,77237,1904440
4/18/2017,,AAPL,180298,4295847
4/18/2017,C,AAPL,112422,2372558
4/18/2017,P,AAPL,67876,1923289
4/19/2017,,AAPL,230949,4330840
4/19/2017,C,AAPL,144847,2391172
4/19/2017,P,AAPL,86102,1939668
4/20/2017,,AAPL,477766,4354243
4/20/2017,C,AAPL,311348,2400630
4/20/2017,P,AAPL,166418,1953613
4/21/2017,,AAPL,345854,4443333
4/21/2017,C,AAPL,203705,2447617
4/21/2017,P,AAPL,142149,1995716
4/24/2017,,AAPL,376665,3608503
4/24/2017,C,AAPL,249911,2023152
4/24/2017,P,AAPL,126754,1585351
4/25/2017,,AAPL,366642,3685549
4/25/2017,C,AAPL,213523,2060529
4/25/2017,P,AAPL,153119,1625020
4/26/2017,,AAPL,282744,3780407
4/26/2017,C,AAPL,179239,2103325
4/26/2017,P,AAPL,103505,1677082
4/27/2017,,AAPL,210833,3842218
4/27/2017,C,AAPL,142794,2136025
4/27/2017,P,AAPL,68039,1706193
4/28/2017,,AAPL,346944,3883754
4/28/2017,C,AAPL,224613,2158509
4/28/2017,P,AAPL,122331,1725245
5/1/2017,,AAPL,668661,3693076
5/1/2017,C,AAPL,420796,2057949
5/1/2017,P,AAPL,247865,1635127
5/2/2017,,AAPL,1024022,3872768
5/2/2017,C,AAPL,648978,2129711
5/2/2017,P,AAPL,375044,1743057
5/3/2017,,AAPL,1083757,4255385
5/3/2017,C,AAPL,692009,2348714
5/3/2017,P,AAPL,391748,1906671
5/4/2017,,AAPL,413235,4433185
5/4/2017,C,AAPL,288869,2451868
5/4/2017,P,AAPL,124366,1981317
5/5/2017,,AAPL,773955,4463133
5/5/2017,C,AAPL,520027,2467727
5/5/2017,P,AAPL,253928,1995406
5/8/2017,,AAPL,1276361,4140297
5/8/2017,C,AAPL,922667,2328035
5/8/2017,P,AAPL,353694,1812262
5/9/2017,,AAPL,902591,4362437
5/9/2017,C,AAPL,677853,2446520
5/9/2017,P,AAPL,224738,1915917
5/10/2017,,AAPL,2068836,4515275
5/10/2017,C,AAPL,1912306,2547877
5/10/2017,P,AAPL,156530,1967398
5/11/2017,,AAPL,467974,4173927
5/11/2017,C,AAPL,302813,2165901
5/11/2017,P,AAPL,165161,2008026
5/12/2017,,AAPL,1047297,4256193
5/12/2017,C,AAPL,794376,2207688
5/12/2017,P,AAPL,252921,2048505
5/15/2017,,AAPL,523832,4151205
5/15/2017,C,AAPL,397978,2202859
5/15/2017,P,AAPL,125854,1948346
5/16/2017,,AAPL,379589,4280857
5/16/2017,C,AAPL,270936,2287944
5/16/2017,P,AAPL,108653,1992913
5/17/2017,,AAPL,875703,4357939
5/17/2017,C,AAPL,554130,2340052
5/17/2017,P,AAPL,321573,2017887
5/18/2017,,AAPL,514074,4479284
5/18/2017,C,AAPL,349138,2420503
5/18/2017,P,AAPL,164936,2058781
5/19/2017,,AAPL,435100,4528426
5/19/2017,C,AAPL,290256,2439850
5/19/2017,P,AAPL,144844,2088576
5/22/2017,,AAPL,324646,4014570
5/22/2017,C,AAPL,212783,2228259
5/22/2017,P,AAPL,111863,1786311
5/23/2017,,AAPL,266970,4099644
5/23/2017,C,AAPL,165786,2279433
5/23/2017,P,AAPL,101184,1820211
5/24/2017,,AAPL,282809,4166555
5/24/2017,C,AAPL,188599,2324416
5/24/2017,P,AAPL,94210,1842139
5/25/2017,,AAPL,346480,4230971
5/25/2017,C,AAPL,233754,2358563
5/25/2017,P,AAPL,112726,1872408
5/26/2017,,AAPL,444879,4281584
5/26/2017,C,AAPL,281455,2397095
5/26/2017,P,AAPL,163424,1884489
5/30/2017,,AAPL,308297,4179516
5/30/2017,C,AAPL,209006,2331974
5/30/2017,P,AAPL,99291,1847542
5/31/2017,,AAPL,313223,4281162
5/31/2017,C,AAPL,209748,2401529
5/31/2017,P,AAPL,103475,1879633
6/1/2017,,AAPL,273162,4371562
6/1/2017,C,AAPL,185046,2461888
6/1/2017,P,AAPL,88116,1909674
6/2/2017,,AAPL,563022,4443012
6/2/2017,C,AAPL,391822,2508735
6/2/2017,P,AAPL,171200,1934277
6/5/2017,,AAPL,436137,4369093
6/5/2017,C,AAPL,317032,2462571
6/5/2017,P,AAPL,119105,1906522
6/6/2017,,AAPL,513137,4482680
6/6/2017,C,AAPL,368592,2540597
6/6/2017,P,AAPL,144545,1942083
6/7/2017,,AAPL,370704,4557515
6/7/2017,C,AAPL,244265,2581050
6/7/2017,P,AAPL,126439,1976465
6/8/2017,,AAPL,265150,4627075
6/8/2017,C,AAPL,159385,2610447
6/8/2017,P,AAPL,105765,2016628
6/9/2017,,AAPL,1161392,4676565
6/9/2017,C,AAPL,691347,2635242
6/9/2017,P,AAPL,470045,2041323
6/12/2017,,AAPL,892769,4622243
6/12/2017,C,AAPL,492957,2606964
6/12/2017,P,AAPL,399812,2015279
6/13/2017,,AAPL,545525,4794411
6/13/2017,C,AAPL,326678,2681312
6/13/2017,P,AAPL,218847,2113099
6/14/2017,,AAPL,477247,4946758
6/14/2017,C,AAPL,291068,2774933
6/14/2017,P,AAPL,186179,2171825
6/15/2017,,AAPL,513814,5053845
6/15/2017,C,AAPL,283802,2831048
6/15/2017,P,AAPL,230012,2222797
6/16/2017,,AAPL,517579,5132566
6/16/2017,C,AAPL,288257,2878097
6/16/2017,P,AAPL,229322,2254469
6/19/2017,,AAPL,508162,4164818
6/19/2017,C,AAPL,327579,2416284
6/19/2017,P,AAPL,180583,1748534
6/20/2017,,AAPL,331837,4309449
6/20/2017,C,AAPL,213348,2503646
6/20/2017,P,AAPL,118489,1805803
6/21/2017,,AAPL,245838,4377107
6/21/2017,C,AAPL,142044,2541474
6/21/2017,P,AAPL,103794,1835633
6/22/2017,,AAPL,306621,4432388
6/22/2017,C,AAPL,205333,2572213
6/22/2017,P,AAPL,101288,1860175
6/23/2017,,AAPL,434789,4479458
6/23/2017,C,AAPL,263042,2603258
6/23/2017,P,AAPL,171747,1876200
6/26/2017,,AAPL,371262,4282573
6/26/2017,C,AAPL,237256,2478474
6/26/2017,P,AAPL,134006,1804099
6/27/2017,,AAPL,382525,4358347
6/27/2017,C,AAPL,190174,2527444
6/27/2017,P,AAPL,192351,1830903
6/28/2017,,AAPL,364291,4461375
6/28/2017,C,AAPL,227347,2566043
6/28/2017,P,AAPL,136944,1895332
6/29/2017,,AAPL,480116,4515325
6/29/2017,C,AAPL,268557,2598068
6/29/2017,P,AAPL,211559,1917257
6/30/2017,,AAPL,400928,4580007
6/30/2017,C,AAPL,229040,2643548
6/30/2017,P,AAPL,171888,1936459
7/3/2017,,AAPL,216026,4343815
7/3/2017,C,AAPL,129517,2494161
7/3/2017,P,AAPL,86509,1849654
7/5/2017,,AAPL,306804,4406904
7/5/2017,C,AAPL,182192,2530880
7/5/2017,P,AAPL,124612,1876024
7/6/2017,,AAPL,419134,4489378
7/6/2017,C,AAPL,287417,2575633
7/6/2017,P,AAPL,131717,1913745
7/7/2017,,AAPL,444997,4565661
7/7/2017,C,AAPL,221830,2635254
7/7/2017,P,AAPL,223167,1930407
7/10/2017,,AAPL,302215,4393113
7/10/2017,C,AAPL,183100,2514644
7/10/2017,P,AAPL,119115,1878469
7/11/2017,,AAPL,257411,4458879
7/11/2017,C,AAPL,147583,2563210
7/11/2017,P,AAPL,109828,1895669
7/12/2017,,AAPL,370363,4508943
7/12/2017,C,AAPL,244708,2584745
7/12/2017,P,AAPL,125655,1924198
7/13/2017,,AAPL,668902,4596390
7/13/2017,C,AAPL,423488,2641802
7/13/2017,P,AAPL,245414,1954588
7/14/2017,,AAPL,548516,4663113
7/14/2017,C,AAPL,361600,2668887
7/14/2017,P,AAPL,186916,1994226
7/17/2017,,AAPL,477249,4470087
7/17/2017,C,AAPL,343205,2563987
7/17/2017,P,AAPL,134044,1906100
7/18/2017,,AAPL,313208,4545386
7/18/2017,C,AAPL,221859,2613294
7/18/2017,P,AAPL,91349,1932092
7/19/2017,,AAPL,475159,4608686
7/19/2017,C,AAPL,343196,2648437
7/19/2017,P,AAPL,131963,1960249
7/20/2017,,AAPL,274892,4679064
7/20/2017,C,AAPL,201184,2698758
7/20/2017,P,AAPL,73708,1980306
7/21/2017,,AAPL,496104,4702941
7/21/2017,C,AAPL,329045,2711142
7/21/2017,P,AAPL,167059,1991799
7/24/2017,,AAPL,365836,3784600
7/24/2017,C,AAPL,242448,2187916
7/24/2017,P,AAPL,123388,1596684
7/25/2017,,AAPL,402436,3889145
7/25/2017,C,AAPL,274660,2242317
7/25/2017,P,AAPL,127776,1646828
7/26/2017,,AAPL,222314,3956578
7/26/2017,C,AAPL,151846,2275029
7/26/2017,P,AAPL,70468,1681549
7/27/2017,,AAPL,567726,3982436
7/27/2017,C,AAPL,362599,2281191
7/27/2017,P,AAPL,205127,1701245
7/28/2017,,AAPL,312422,4061697
7/28/2017,C,AAPL,179342,2326812
7/28/2017,P,AAPL,133080,1734885
7/31/2017,,AAPL,357559,3864032
7/31/2017,C,AAPL,216522,2212371
7/31/2017,P,AAPL,141037,1651661
8/1/2017,,AAPL,606723,3980749
8/1/2017,C,AAPL,368592,2272083
8/1/2017,P,AAPL,238131,1708666
8/2/2017,,AAPL,1291421,4201287
8/2/2017,C,AAPL,862481,2381984
8/2/2017,P,AAPL,428940,1819303
8/3/2017,,AAPL,551871,4316314
8/3/2017,C,AAPL,369081,2417213
8/3/2017,P,AAPL,182790,1899101
8/4/2017,,AAPL,447803,4391525
8/4/2017,C,AAPL,285361,2459103
8/4/2017,P,AAPL,162442,1932422
8/7/2017,,AAPL,401445,4032371
8/7/2017,C,AAPL,266737,2300328
8/7/2017,P,AAPL,134708,1732043
8/8/2017,,AAPL,845248,4100595
8/8/2017,C,AAPL,584927,2325908
8/8/2017,P,AAPL,260321,1774687
8/9/2017,,AAPL,1275422,4205219
8/9/2017,C,AAPL,1127618,2385767
8/9/2017,P,AAPL,147804,1819452
8/10/2017,,AAPL,798338,4085068
8/10/2017,C,AAPL,489213,2240678
8/10/2017,P,AAPL,309125,1844390
8/11/2017,,AAPL,572999,4176046
8/11/2017,C,AAPL,328304,2317890
8/11/2017,P,AAPL,244695,1858156
8/14/2017,,AAPL,316539,4050172
8/14/2017,C,AAPL,206058,2265713
8/14/2017,P,AAPL,110481,1784459
8/15/2017,,AAPL,467900,4110238
8/15/2017,C,AAPL,337581,2293654
8/15/2017,P,AAPL,130319,1816584
8/16/2017,,AAPL,464451,4177263
8/16/2017,C,AAPL,322700,2325480
8/16/2017,P,AAPL,141751,1851783
8/17/2017,,AAPL,506288,4264354
8/17/2017,C,AAPL,314822,2392239
8/17/2017,P,AAPL,191466,1872115
8/18/2017,,AAPL,556204,4348946
8/18/2017,C,AAPL,352281,2440540
8/18/2017,P,AAPL,203923,1908406
8/21/2017,,AAPL,349596,3856389
8/21/2017,C,AAPL,227882,2233688
8/21/2017,P,AAPL,121714,1622701
8/22/2017,,AAPL,357766,3934542
8/22/2017,C,AAPL,249668,2280045
8/22/2017,P,AAPL,108098,1654497
8/23/2017,,AAPL,287038,3999230
8/23/2017,C,AAPL,176569,2317517
8/23/2017,P,AAPL,110469,1681713
8/24/2017,,AAPL,358350,4048668
8/24/2017,C,AAPL,233813,2344386
8/24/2017,P,AAPL,124537,1704282
8/25/2017,,AAPL,485609,4125276
8/25/2017,C,AAPL,286633,2389884
8/25/2017,P,AAPL,198976,1735392
8/28/2017,,AAPL,402109,4054295
8/28/2017,C,AAPL,274636,2350839
8/28/2017,P,AAPL,127473,1703456
8/29/2017,,AAPL,595283,4108489
8/29/2017,C,AAPL,425429,2377095
8/29/2017,P,AAPL,169854,1731394
8/30/2017,,AAPL,457264,4206206
8/30/2017,C,AAPL,327223,2417688
8/30/2017,P,AAPL,130041,1788518
8/31/2017,,AAPL,464762,4264746
8/31/2017,C,AAPL,321422,2446057
8/31/2017,P,AAPL,143340,1818689
9/1/2017,,AAPL,411777,4291921
9/1/2017,C,AAPL,292200,2459922
9/1/2017,P,AAPL,119577,1831999
9/5/2017,,AAPL,465661,4151240
9/5/2017,C,AAPL,289259,2395151
9/5/2017,P,AAPL,176402,1756089
9/6/2017,,AAPL,322312,4245550
9/6/2017,C,AAPL,205522,2446239
9/6/2017,P,AAPL,116790,1799311
9/7/2017,,AAPL,360672,4307049
9/7/2017,C,AAPL,235123,2482639
9/7/2017,P,AAPL,125549,1824410
9/8/2017,,AAPL,631285,4363406
9/8/2017,C,AAPL,434801,2514409
9/8/2017,P,AAPL,196484,1848997
9/11/2017,,AAPL,487261,4353223
9/11/2017,C,AAPL,322987,2526555
9/11/2017,P,AAPL,164274,1826668
9/12/2017,,AAPL,1025669,4445568
9/12/2017,C,AAPL,643617,2577402
9/12/2017,P,AAPL,382052,1868166
9/13/2017,,AAPL,765937,4669211
9/13/2017,C,AAPL,513338,2700940
9/13/2017,P,AAPL,252599,1968271
9/14/2017,,AAPL,440962,4797395
9/14/2017,C,AAPL,291038,2759320
9/14/2017,P,AAPL,149924,2038075
9/15/2017,,AAPL,649237,4868762
9/15/2017,C,AAPL,390489,2790844
9/15/2017,P,AAPL,258748,2077918
9/18/2017,,AAPL,388514,4055226
9/18/2017,C,AAPL,226210,2326960
9/18/2017,P,AAPL,162304,1728266
9/19/2017,,AAPL,249134,4174381
9/19/2017,C,AAPL,152928,2378312
9/19/2017,P,AAPL,96206,1796069
9/20/2017,,AAPL,954070,4239379
9/20/2017,C,AAPL,657047,2419360
9/20/2017,P,AAPL,297023,1820019
9/21/2017,,AAPL,590535,4494222
9/21/2017,C,AAPL,374750,2607156
9/21/2017,P,AAPL,215785,1887066
9/22/2017,,AAPL,921954,4613090
9/22/2017,C,AAPL,573884,2681762
9/22/2017,P,AAPL,348070,1931328
9/25/2017,,AAPL,780216,4500553
9/25/2017,C,AAPL,554454,2611382
9/25/2017,P,AAPL,225762,1889171
9/26/2017,,AAPL,578244,4696334
9/26/2017,C,AAPL,370732,2744705
9/26/2017,P,AAPL,207512,1951629
9/27/2017,,AAPL,362948,4811801
9/27/2017,C,AAPL,219322,2820164
9/27/2017,P,AAPL,143626,1991637
9/28/2017,,AAPL,429927,4867735
9/28/2017,C,AAPL,293582,2843431
9/28/2017,P,AAPL,136345,2024304
9/29/2017,,AAPL,527264,5012690
9/29/2017,C,AAPL,318679,2949357
9/29/2017,P,AAPL,208585,2063333
10/2/2017,,AAPL,273760,4808681
10/2/2017,C,AAPL,160198,2825381
10/2/2017,P,AAPL,113562,1983300
10/3/2017,,AAPL,289999,4892144
10/3/2017,C,AAPL,169070,2873336
10/3/2017,P,AAPL,120929,2018808
10/4/2017,,AAPL,270238,4972787
10/4/2017,C,AAPL,153796,2913995
10/4/2017,P,AAPL,116442,2058792
10/5/2017,,AAPL,336953,5015311
10/5/2017,C,AAPL,193245,2936411
10/5/2017,P,AAPL,143708,2078900
10/6/2017,,AAPL,308417,5057365
10/6/2017,C,AAPL,184386,2960122
10/6/2017,P,AAPL,124031,2097243
10/9/2017,,AAPL,304587,4873186
10/9/2017,C,AAPL,182890,2874370
10/9/2017,P,AAPL,121697,1998816
10/10/2017,,AAPL,258080,4943065
10/10/2017,C,AAPL,181306,2913698
10/10/2017,P,AAPL,76774,2029367
10/11/2017,,AAPL,262181,5022870
10/11/2017,C,AAPL,168911,2975228
10/11/2017,P,AAPL,93270,2047642
10/12/2017,,AAPL,251480,5048817
10/12/2017,C,AAPL,170485,2994066
10/12/2017,P,AAPL,80995,2054751
10/13/2017,,AAPL,325201,5081485
10/13/2017,C,AAPL,210619,3007036
10/13/2017,P,AAPL,114582,2074449
10/16/2017,,AAPL,441539,4916985
10/16/2017,C,AAPL,292000,2905100
10/16/2017,P,AAPL,149539,2011885
10/17/2017,,AAPL,372460,4967954
10/17/2017,C,AAPL,278377,2932489
10/17/2017,P,AAPL,94083,2035465
10/18/2017,,AAPL,320350,4979934
10/18/2017,C,AAPL,227380,2929409
10/18/2017,P,AAPL,92970,2050525
10/19/2017,,AAPL,730012,5025886
10/19/2017,C,AAPL,457411,2956395
10/19/2017,P,AAPL,272601,2069491
10/20/2017,,AAPL,503203,5172098
10/20/2017,C,AAPL,323844,3042595
10/20/2017,P,AAPL,179359,2129503
10/23/2017,,AAPL,299360,4241038
10/23/2017,C,AAPL,181476,2507118
10/23/2017,P,AAPL,117884,1733920
10/24/2017,,AAPL,172708,4326234
10/24/2017,C,AAPL,94230,2557914
10/24/2017,P,AAPL,78478,1768320
10/25/2017,,AAPL,229305,4356422
10/25/2017,C,AAPL,124936,2572481
10/25/2017,P,AAPL,104369,1783941
10/26/2017,,AAPL,242125,4388028
10/26/2017,C,AAPL,148145,2587857
10/26/2017,P,AAPL,93980,1800171
10/27/2017,,AAPL,976581,4441442
10/27/2017,C,AAPL,683535,2618263
10/27/2017,P,AAPL,293046,1823179
10/30/2017,,AAPL,614134,4280054
10/30/2017,C,AAPL,441588,2534702
10/30/2017,P,AAPL,172546,1745352
10/31/2017,,AAPL,575757,4354504
10/31/2017,C,AAPL,424429,2561872
10/31/2017,P,AAPL,151328,1792632
11/1/2017,,AAPL,496561,4452629
11/1/2017,C,AAPL,355509,2624317
11/1/2017,P,AAPL,141052,1828312
11/2/2017,,AAPL,894830,4557538
11/2/2017,C,AAPL,596670,2685213
11/2/2017,P,AAPL,298160,1872325
11/3/2017,,AAPL,1400168,4826555
11/3/2017,C,AAPL,933839,2838213
11/3/2017,P,AAPL,466329,1988342
11/6/2017,,AAPL,583220,4562215
11/6/2017,C,AAPL,372125,2726588
11/6/2017,P,AAPL,211095,1835627
11/7/2017,,AAPL,374071,4649173
11/7/2017,C,AAPL,238853,2755800
11/7/2017,P,AAPL,135218,1893373
11/8/2017,,AAPL,460068,4710088
11/8/2017,C,AAPL,289527,2776479
11/8/2017,P,AAPL,170541,1933609
11/9/2017,,AAPL,2665196,4788755
11/9/2017,C,AAPL,2424471,2804758
11/9/2017,P,AAPL,240725,1983997
11/10/2017,,AAPL,459839,4442345
11/10/2017,C,AAPL,266360,2390058
11/10/2017,P,AAPL,193479,2052287
11/13/2017,,AAPL,251751,4310447
11/13/2017,C,AAPL,163707,2379168
11/13/2017,P,AAPL,88044,1931279
11/14/2017,,AAPL,363516,4367436
11/14/2017,C,AAPL,232158,2410347
11/14/2017,P,AAPL,131358,1957089
11/15/2017,,AAPL,459818,4407892
11/15/2017,C,AAPL,300386,2436074
11/15/2017,P,AAPL,159432,1971818
11/16/2017,,AAPL,349373,4483165
11/16/2017,C,AAPL,220887,2486625
11/16/2017,P,AAPL,128486,1996540
11/17/2017,,AAPL,390924,4538515
11/17/2017,C,AAPL,251175,2515174
11/17/2017,P,AAPL,139749,2023341
11/20/2017,,AAPL,286439,3945224
11/20/2017,C,AAPL,199051,2286954
11/20/2017,P,AAPL,87388,1658270
11/21/2017,,AAPL,555055,4012524
11/21/2017,C,AAPL,383471,2318480
11/21/2017,P,AAPL,171584,1694044
11/22/2017,,AAPL,449000,4059636
11/22/2017,C,AAPL,310466,2320749
11/22/2017,P,AAPL,138534,1738887
11/24/2017,,AAPL,344580,4114229
11/24/2017,C,AAPL,235385,2347980
11/24/2017,P,AAPL,109195,1766249
11/27/2017,,AAPL,314453,3983447
11/27/2017,C,AAPL,199030,2260853
11/27/2017,P,AAPL,115423,1722594
11/28/2017,,AAPL,443922,4078074
11/28/2017,C,AAPL,282274,2318604
11/28/2017,P,AAPL,161648,1759470
11/29/2017,,AAPL,761005,4190402
11/29/2017,C,AAPL,510536,2372872
11/29/2017,P,AAPL,250469,1817530
11/30/2017,,AAPL,623649,4317976
11/30/2017,C,AAPL,401818,2444554
11/30/2017,P,AAPL,221831,1873422
12/1/2017,,AAPL,610562,4505035
12/1/2017,C,AAPL,379724,2536047
12/1/2017,P,AAPL,230838,1968988
12/4/2017,,AAPL,417922,4374516
12/4/2017,C,AAPL,258007,2437626
12/4/2017,P,AAPL,159915,1936890
12/5/2017,,AAPL,449310,4470149
12/5/2017,C,AAPL,310649,2490093
12/5/2017,P,AAPL,138661,1980056
12/6/2017,,AAPL,391889,4559077
12/6/2017,C,AAPL,253869,2536566
12/6/2017,P,AAPL,138020,2022511
12/7/2017,,AAPL,357985,4616100
12/7/2017,C,AAPL,229429,2560868
12/7/2017,P,AAPL,128556,2055232
12/8/2017,,AAPL,447406,4686539
12/8/2017,C,AAPL,277469,2605158
12/8/2017,P,AAPL,169937,2081381
12/11/2017,,AAPL,474023,4574256
12/11/2017,C,AAPL,309388,2534903
12/11/2017,P,AAPL,164635,2039353
12/12/2017,,AAPL,239318,4646995
12/12/2017,C,AAPL,160172,2570642
12/12/2017,P,AAPL,79146,2076353
12/13/2017,,AAPL,327328,4685733
12/13/2017,C,AAPL,215302,2591672
12/13/2017,P,AAPL,112026,2094061
12/14/2017,,AAPL,335869,4734361
12/14/2017,C,AAPL,224860,2617706
12/14/2017,P,AAPL,111009,2116655
12/15/2017,,AAPL,482599,4756462
12/15/2017,C,AAPL,296002,2612533
12/15/2017,P,AAPL,186597,2143929
12/18/2017,,AAPL,544557,4048187
12/18/2017,C,AAPL,354322,2179388
12/18/2017,P,AAPL,190235,1868799
12/19/2017,,AAPL,370173,4168685
12/19/2017,C,AAPL,232171,2236643
12/19/2017,P,AAPL,138002,1932042
12/20/2017,,AAPL,309788,4256191
12/20/2017,C,AAPL,196296,2281029
12/20/2017,P,AAPL,113492,1975162
12/21/2017,,AAPL,334088,4327066
12/21/2017,C,AAPL,188878,2313307
12/21/2017,P,AAPL,145210,2013759
12/22/2017,,AAPL,276190,4385501
12/22/2017,C,AAPL,163689,2344012
12/22/2017,P,AAPL,112501,2041489
12/26/2017,,AAPL,530862,4172680
12/26/2017,C,AAPL,304760,2223615
