,AMZN,AAPL,META,GOOGL,MSFT,NFLX
2/29/2012,0.3076515,0.3202915,,0.264238,0.2021075,0.5959975
3/1/2012,0.3092525,0.3159275,,0.263786,0.214732,0.5910245
3/2/2012,0.3064745,0.3054585,,0.2640035,0.213181,0.586395
3/5/2012,0.3090705,0.3107205,,0.274477,0.2141975,0.568565
3/6/2012,0.323674,0.3167745,,0.293402,0.2220255,0.5974365
3/7/2012,0.3059525,0.305168,,0.2911635,0.213974,0.6059715
3/8/2012,0.29993,0.286262,,0.288496,0.2113015,0.5850495
3/9/2012,0.288027,0.2737935,,0.2822725,0.204197,0.567573
3/12/2012,0.2701435,0.2778525,,0.280065,0.208923,0.566318
3/13/2012,0.2588575,0.279695,,0.2713115,0.196521,0.5514265
3/14/2012,0.2617355,0.360729,,0.288822,0.199483,0.569479
3/15/2012,0.265988,0.406086,,0.2909125,0.2039045,0.5445365
3/16/2012,0.2519,0.388155,,0.295333,0.197354,0.5426555
3/19/2012,0.252642,0.3686555,,0.3004785,0.196541,0.5380675
3/20/2012,0.273437,0.35367,,0.2996385,0.2002875,0.5388095
3/21/2012,0.269463,0.3151405,,0.310078,0.192982,0.520474
3/22/2012,0.281689,0.312766,,0.3153465,0.1938285,0.5360915
3/23/2012,0.2808185,0.2980525,,0.313493,0.189425,0.5233475
3/26/2012,0.2952445,0.280654,,0.322402,0.1876625,0.519861
3/27/2012,0.313306,0.283812,,0.320977,0.194034,0.5223255
3/28/2012,0.3238275,0.298233,,0.335732,0.200341,0.5335865
3/29/2012,0.341902,0.3044425,,0.337435,0.209644,0.55718
3/30/2012,0.3307845,0.320145,,0.3271805,0.200688,0.5763175
4/2/2012,0.358513,0.325047,,0.308941,0.197571,0.641696
4/3/2012,0.3737985,0.3354395,,0.309062,0.1972885,0.648647
4/4/2012,0.386834,0.3443175,,0.3035565,0.2093635,0.663578
4/5/2012,0.3773355,0.3573825,,0.30265,0.206927,0.655608
4/9/2012,0.400506,0.3882425,,0.3166365,0.221092,0.6974485
4/10/2012,0.4273555,0.411941,,0.335283,0.239132,0.70754
4/11/2012,0.4105875,0.4221725,,0.330249,0.235974,0.7117165
4/12/2012,0.4117305,0.412053,,0.3249495,0.2213035,0.687286
4/13/2012,0.406198,0.427814,,0.241832,0.23186,0.707885
4/16/2012,0.413231,0.464199,,0.243161,0.223892,0.7305925
4/17/2012,0.4127325,0.446985,,0.231605,0.218923,0.730246
4/18/2012,0.422208,0.4438365,,0.221781,0.2152505,0.7333455
4/19/2012,0.421247,0.463336,,0.229277,0.230578,0.7519825
4/20/2012,0.414719,0.463949,,0.2208095,0.1907275,0.7630945
4/23/2012,0.4483255,0.4670735,,0.2379025,0.187933,0.8688415
4/24/2012,0.427678,0.4366105,,0.2358685,0.184401,0.5141365
4/25/2012,0.4325105,0.3113375,,0.2126575,0.1750565,0.5426305
4/26/2012,0.4622305,0.2969325,,0.2088215,0.1713945,0.513264
4/27/2012,0.309711,0.2956075,,0.2003325,0.174546,0.500324
4/30/2012,0.3187125,0.315573,,0.2146695,0.178852,0.535277
5/1/2012,0.3089205,0.2978895,,0.2077445,0.177989,0.5190455
5/2/2012,0.3068935,0.288499,,0.2115825,0.1820325,0.5094305
5/3/2012,0.3030945,0.2844995,,0.2141625,0.1894165,0.5547435
5/4/2012,0.3039435,0.2963955,,0.2305715,0.203755,0.589872
5/7/2012,0.308787,0.30121,,0.230477,0.2066675,0.5921145
5/8/2012,0.314239,0.309878,,0.233953,0.211073,0.6070495
5/9/2012,0.3260095,0.306442,,0.2391935,0.2172985,0.582786
5/10/2012,0.3130495,0.288184,,0.229556,0.2175035,0.574603
5/11/2012,0.309676,0.2755345,,0.2269345,0.2192485,0.577838
5/14/2012,0.3302535,0.2948385,,0.247602,0.2335595,0.607423
5/15/2012,0.3323215,0.289644,,0.245904,0.2471095,0.59396
5/16/2012,0.3357375,0.309723,,0.2631955,0.2544745,0.6095055
5/17/2012,0.3660425,0.3479315,,0.281031,0.2639125,0.6361605
5/18/2012,0.3754425,0.3283425,,0.3094315,0.2746495,0.628386
5/21/2012,0.3462975,0.292843,,0.26195,0.2363185,0.5988875
5/22/2012,0.358671,0.2993245,,0.289693,0.2338615,0.617194
5/23/2012,0.342443,0.310254,,0.264995,0.247556,0.591789
5/24/2012,0.3534285,0.307849,,0.2787705,0.245719,0.6046105
5/25/2012,0.3356435,0.305084,,0.2967215,0.2355885,0.623819
5/29/2012,0.340798,0.305256,0.6148925,0.3139725,0.245468,0.631435
5/30/2012,0.362752,0.308176,0.626821,0.3270175,0.259927,0.6462925
5/31/2012,0.356597,0.3117545,0.5933605,0.340605,0.261732,0.670797
6/1/2012,0.3831455,0.3474445,0.620338,0.3537325,0.285572,0.690785
6/4/2012,0.3741535,0.3483615,0.6370575,0.341372,0.284202,0.6873175
6/5/2012,0.3602725,0.332837,0.6484265,0.338253,0.276105,0.666948
6/6/2012,0.3340185,0.302932,0.6490715,0.3157085,0.248939,0.635416
6/7/2012,0.3187875,0.2885625,0.6152125,0.3086365,0.249334,0.6186875
6/8/2012,0.309155,0.2741105,0.580092,0.3021285,0.2407885,0.607677
6/11/2012,0.3257975,0.2870905,0.5856895,0.3239765,0.262373,0.6259645
6/12/2012,0.317376,0.271591,0.5318465,0.3294035,0.2560735,0.58847
6/13/2012,0.3232795,0.274489,0.5744225,0.332032,0.27081,0.59982
6/14/2012,0.3164765,0.270458,0.543827,0.324749,0.2643675,0.5903695
6/15/2012,0.3019085,0.26599,0.505882,0.309163,0.251275,0.5638185
6/18/2012,0.2777805,0.250658,0.5108075,0.316476,0.25852,0.5203625
6/19/2012,0.2616405,0.2526025,0.4783315,0.3021165,0.234336,0.4695275
6/20/2012,0.2604065,0.242856,0.46694,0.296404,0.238875,0.4755205
6/21/2012,0.2746245,0.2482665,0.4716435,0.3135555,0.257587,0.485552
6/22/2012,0.259085,0.235028,0.5107805,0.306132,0.2361245,0.472491
6/25/2012,0.2808915,0.266071,0.5103815,0.3222025,0.2645825,0.526504
6/26/2012,0.292005,0.260954,0.519866,0.3263715,0.2562635,0.523951
6/27/2012,0.296907,0.257232,0.4998555,0.3315005,0.2532515,0.5294655
6/28/2012,0.3117785,0.2624335,0.504374,0.338074,0.251907,0.548629
6/29/2012,0.3110755,0.2553315,0.496764,0.318166,0.234014,0.542032
7/2/2012,0.351779,0.2855,0.5476385,0.3008205,0.2238935,0.6061555
7/3/2012,0.347655,0.289058,0.5342325,0.2882585,0.212237,0.6194485
7/5/2012,0.3646695,0.297479,0.538496,0.2935035,0.216222,0.6844255
7/6/2012,0.366219,0.30636,0.5353705,0.305606,0.22658,0.716776
7/9/2012,0.37705,0.3098175,0.5515965,0.316367,0.234301,0.731593
7/10/2012,0.398164,0.335928,0.5592595,0.3250045,0.232411,0.733609
7/11/2012,0.3986075,0.3334235,0.569482,0.3393325,0.2393335,0.7483045
7/12/2012,0.4010525,0.3308875,0.565377,0.3432255,0.237378,0.757471
7/13/2012,0.3934085,0.3272395,0.548253,0.328313,0.226681,0.748942
7/16/2012,0.400556,0.3270925,0.6187645,0.3412865,0.2369085,0.7642965
7/17/2012,0.3919645,0.322607,0.651604,0.323521,0.22982,0.7799515
7/18/2012,0.3946055,0.328389,0.613242,0.32094,0.2223895,0.7734495
7/19/2012,0.4224345,0.321785,0.6223345,0.2950355,0.231598,0.802594
7/20/2012,0.448267,0.3195485,0.6667545,0.1875755,0.197864,0.8037995
7/23/2012,0.4689805,0.350864,0.755259,0.2038585,0.2147775,0.903953
7/24/2012,0.4817745,0.3548635,0.6787255,0.204629,0.2170155,0.9358995
7/25/2012,0.501647,0.223094,0.694717,0.2063425,0.20986,0.5942225
7/26/2012,0.549484,0.210399,0.83635,0.1971805,0.2017925,0.583989
7/27/2012,0.3182995,0.1984515,0.5320585,0.19836,0.1985045,0.536833
7/30/2012,0.303045,0.2180165,0.555665,0.216718,0.208453,0.557278
7/31/2012,0.307121,0.243526,0.601065,0.210866,0.211229,0.568313
8/1/2012,0.297288,0.243443,0.6143745,0.214817,0.2081565,0.5619245
8/2/2012,0.294557,0.2420595,0.662779,0.217996,0.2029225,0.549058
8/3/2012,0.2821295,0.2283335,0.654852,0.2018795,0.1974695,0.522303
8/6/2012,0.2810045,0.2306315,0.6159155,0.202798,0.191385,0.523398
8/7/2012,0.273333,0.223769,0.614498,0.200787,0.1869455,0.516343
8/8/2012,0.27156,0.2169595,0.6056625,0.1965825,0.1837245,0.517154
8/9/2012,0.2626045,0.2120635,0.5733315,0.191977,0.17859,0.503616
8/10/2012,0.2442395,0.200482,0.553631,0.178617,0.1725965,0.4988015
8/13/2012,0.248253,0.212684,0.568117,0.1873195,0.168816,0.461533
8/14/2012,0.2488265,0.217602,0.6051735,0.19927,0.1700995,0.4720555
8/15/2012,0.248202,0.218483,0.5949315,0.191153,0.1672875,0.465551
8/16/2012,0.2590315,0.212524,0.5947525,0.1878635,0.1697735,0.4516
8/17/2012,0.2354315,0.22175,0.586231,0.178371,0.15842,0.4579535
8/20/2012,0.2366765,0.252178,0.540127,0.1846695,0.1566005,0.469892
8/21/2012,0.2540345,0.2708085,0.5299325,0.1978815,0.1569965,0.4526055
8/22/2012,0.2672165,0.2700815,0.5245715,0.201263,0.1628325,0.4548965
8/23/2012,0.2732065,0.276328,0.509654,0.204283,0.1745185,0.4649825
8/24/2012,0.268946,0.2681835,0.507488,0.199645,0.171374,0.4647675
8/27/2012,0.270461,0.259377,0.5045945,0.211059,0.1728805,0.4787765
8/28/2012,0.2675335,0.252329,0.47435,0.213104,0.175142,0.46742
8/29/2012,0.264156,0.249953,0.4680645,0.2206355,0.1793385,0.4680115
8/30/2012,0.2788495,0.2565695,0.4786405,0.2311375,0.1934415,0.490527
8/31/2012,0.2728065,0.2523115,0.465728,0.2415935,0.1870715,0.486604
9/4/2012,0.297816,0.2828915,0.5125865,0.2820265,0.226246,0.5579475
9/5/2012,0.293143,0.2785455,0.50926,0.2796715,0.2197755,0.546315
9/6/2012,0.289882,0.2687135,0.48328,0.270115,0.205998,0.5316325
9/7/2012,0.2740945,0.269186,0.468887,0.2690445,0.207403,0.519756
9/10/2012,0.2756365,0.2935535,0.492273,0.277378,0.2043025,0.5291315
9/11/2012,0.2806715,0.2957395,0.512134,0.28274,0.205546,0.517223
9/12/2012,0.2756735,0.280851,0.5042055,0.2856735,0.2018265,0.5321815
9/13/2012,0.2622255,0.2590675,0.484175,0.2776875,0.1991355,0.519328
9/14/2012,0.2670165,0.251718,0.5024685,0.2719075,0.1986935,0.503418
9/17/2012,0.266775,0.252227,0.52125,0.2822795,0.201236,0.540511
9/18/2012,0.2558105,0.245841,0.513951,0.2797715,0.2008165,0.524663
9/19/2012,0.2476575,0.233701,0.5362055,0.284253,0.1959565,0.5083135
9/20/2012,0.2441115,0.2356505,0.5216525,0.282945,0.1941885,0.518463
9/21/2012,0.2295175,0.2385235,0.4900725,0.276934,0.1935465,0.5016905
9/24/2012,0.253184,0.2561095,0.5534965,0.294603,0.203636,0.527696
9/25/2012,0.2712625,0.2825725,0.562602,0.3036915,0.216811,0.581044
9/26/2012,0.283357,0.305728,0.57512,0.3252245,0.2212935,0.5826435
9/27/2012,0.2884145,0.291652,0.5786945,0.3187285,0.2210245,0.5849855
9/28/2012,0.3015145,0.310217,0.58016,0.3171395,0.2172495,0.608287
10/1/2012,0.3476815,0.334372,0.627071,0.293584,0.220457,0.6670355
10/2/2012,0.3504185,0.3328835,0.620379,0.2822355,0.217245,0.6713015
10/3/2012,0.356604,0.3256245,0.629436,0.27895,0.2156555,0.6970555
10/4/2012,0.355213,0.325098,0.6251175,0.270735,0.217174,0.713334
10/5/2012,0.3528475,0.35186,0.682362,0.277881,0.213081,0.7106615
10/8/2012,0.3645605,0.3683835,0.705762,0.2876315,0.21357,0.7667625
10/9/2012,0.3903355,0.364121,0.6881995,0.3004615,0.2227315,0.774042
10/10/2012,0.3932805,0.358309,0.7060245,0.2961235,0.219985,0.7688855
10/11/2012,0.390777,0.356392,0.6741635,0.2951515,0.211948,0.7664795
10/12/2012,0.3942065,0.3480405,0.6752885,0.2989855,0.210511,0.770575
10/15/2012,0.3944645,0.340682,0.678952,0.304318,0.2196705,0.789983
10/16/2012,0.393098,0.345362,0.659741,0.298322,0.225206,0.7742735
10/17/2012,0.394988,0.345818,0.66697,0.2954235,0.2214895,0.7648945
10/18/2012,0.4244285,0.360111,0.6937515,0.2342025,0.242767,0.7825795
10/19/2012,0.442135,0.4231865,0.69391,0.239043,0.1960005,0.7980675
10/22/2012,0.483026,0.393149,0.716876,0.2248545,0.205411,0.8460245
10/23/2012,0.5052515,0.395414,0.772929,0.2225915,0.2138175,0.822796
10/24/2012,0.5097475,0.383869,0.545783,0.217698,0.208012,0.5403245
10/25/2012,0.587233,0.38884,0.5433695,0.212988,0.2053575,0.517777
10/26/2012,0.311119,0.2872315,0.542148,0.2097585,0.2072555,0.6596235
10/31/2012,0.3022215,0.297955,0.511811,0.210302,0.211916,0.607506
11/1/2012,0.2853705,0.2783835,0.4863685,0.200866,0.2041835,0.562378
11/2/2012,0.2897145,0.303354,0.4700275,0.2065615,0.2113555,0.5538785
11/5/2012,0.2943445,0.293746,0.4793845,0.2131985,0.2117855,0.5588945
11/6/2012,0.285322,0.2885515,0.4766025,0.209872,0.216732,0.5716235
11/7/2012,0.299702,0.3091025,0.471535,0.215475,0.224333,0.57689
11/8/2012,0.306099,0.34023,0.4741705,0.2211915,0.2246105,0.5967815
11/9/2012,0.303884,0.3314555,0.488092,0.222222,0.225404,0.6094745
11/12/2012,0.294249,0.3168645,0.5312675,0.2132185,0.222263,0.588726
11/13/2012,0.2905175,0.3031735,0.517547,0.2067465,0.220952,0.5802235
11/14/2012,0.2970885,0.305538,0.4972805,0.210149,0.222515,0.5970115
11/15/2012,0.300383,0.332098,0.459217,0.2143205,0.220866,0.580345
11/16/2012,0.291765,0.3523815,0.452169,0.2108415,0.2088455,0.546118
11/19/2012,0.272647,0.324715,0.4300795,0.1969005,0.1911035,0.524613
11/20/2012,0.2665125,0.3127255,0.428198,0.196973,0.1866975,0.5284135
11/21/2012,0.272573,0.305221,0.445271,0.198004,0.180206,0.5081505
11/23/2012,0.287953,0.29659,0.445047,0.1833975,0.1787155,0.523051
11/26/2012,0.282313,0.2986905,0.4784205,0.198489,0.1936995,0.5287555
11/27/2012,0.2738755,0.2980965,0.4588715,0.200245,0.1970415,0.541746
11/28/2012,0.267377,0.2983585,0.4547265,0.206868,0.1997955,0.5312865
11/29/2012,0.263154,0.2889275,0.465048,0.2155455,0.19465,0.5006365
11/30/2012,0.2617665,0.2952995,0.4629575,0.2182335,0.207416,0.525426
12/3/2012,0.272382,0.301956,0.5208755,0.2380785,0.218986,0.5355275
12/4/2012,0.2733685,0.3109125,0.523979,0.245347,0.216622,0.577036
12/5/2012,0.2718705,0.372941,0.4988575,0.247715,0.2145775,0.5987795
12/6/2012,0.2741,0.3670465,0.48791,0.222687,0.211297,0.591998
12/7/2012,0.2679175,0.380654,0.4928385,0.2209315,0.21504,0.569496
12/10/2012,0.2853275,0.3864135,0.512415,0.2307535,0.209371,0.5499625
12/11/2012,0.2751975,0.357667,0.4991915,0.2283215,0.202413,0.5581805
12/12/2012,0.269039,0.360087,0.4877635,0.2312085,0.201149,0.579917
12/13/2012,0.274791,0.3673285,0.4860945,0.240127,0.209147,0.60378
12/14/2012,0.27553,0.4090145,0.515105,0.243708,0.2117805,0.5806485
12/17/2012,0.269968,0.3987235,0.508697,0.2506545,0.205026,0.5689265
12/18/2012,0.2699125,0.374576,0.4872785,0.2464905,0.199555,0.5244155
12/19/2012,0.2679645,0.372789,0.489568,0.257988,0.2105175,0.523593
12/20/2012,0.272654,0.3864405,0.5749825,0.2707705,0.207684,0.5254065
12/21/2012,0.2678905,0.38565,0.5842185,0.2710065,0.2140545,0.5026545
12/24/2012,0.279108,0.395852,0.6103885,0.285745,0.2210965,0.527679
12/26/2012,0.317381,0.3972095,0.6240905,0.2846565,0.2207905,0.594819
12/27/2012,0.3250265,0.4025945,0.6285095,0.2909375,0.225014,0.607705
12/28/2012,0.342442,0.4231345,0.605078,0.3020095,0.240196,0.6272995
12/31/2012,0.3816255,0.4226,0.6208515,0.304602,0.234215,0.6817165
1/2/2013,0.3698015,0.390927,0.586533,0.2837365,0.205983,0.6827485
1/3/2013,0.372372,0.3807175,0.5820355,0.30333,0.217299,0.6990675
1/4/2013,0.362932,0.3898075,0.597103,0.3000855,0.2096225,0.679927
1/7/2013,0.368922,0.3969785,0.6288455,0.294945,0.2105195,0.700523
1/8/2013,0.3712595,0.388027,0.620435,0.298224,0.212565,0.711227
1/9/2013,0.374291,0.3988885,0.6159725,0.298553,0.208378,0.6863845
1/10/2013,0.3709915,0.4046695,0.597684,0.298056,0.2158685,0.6827975
1/11/2013,0.3750335,0.401993,0.609315,0.296522,0.2012115,0.709696
1/14/2013,0.3768755,0.419018,0.648167,0.3023965,0.207062,0.7187235
1/15/2013,0.3703685,0.4364755,0.64516,0.3023605,0.2133475,0.7106035
1/16/2013,0.3647375,0.4293305,0.642837,0.307524,0.2086475,0.7310855
1/17/2013,0.3762785,0.410554,0.5960655,0.30343,0.2113905,0.734427
1/18/2013,0.355158,0.4085135,0.582161,0.304085,0.198899,0.719337
1/22/2013,0.3695695,0.421468,0.557244,0.2899915,0.198199,0.70494
1/23/2013,0.3825155,0.433912,0.562449,0.1668785,0.202894,0.7819525
1/24/2013,0.3997985,0.3100255,0.54131,0.1642705,0.2346575,0.529064
1/25/2013,0.412814,0.310249,0.518119,0.1579275,0.172707,0.695479
1/28/2013,0.397717,0.292748,0.540859,0.1638035,0.175386,0.6606495
1/29/2013,0.469331,0.272383,0.575837,0.162013,0.1787,0.6787425
1/30/2013,0.275468,0.2667175,0.5831805,0.1647975,0.181618,0.652078
1/31/2013,0.276026,0.25227,0.3692075,0.1588325,0.179575,0.6251475
2/1/2013,0.269455,0.253746,0.350793,0.166686,0.176555,0.6022015
2/4/2013,0.277852,0.2794975,0.364523,0.1793125,0.181841,0.6490765
2/5/2013,0.280648,0.261974,0.365811,0.1735345,0.181397,0.630547
2/6/2013,0.2796425,0.2793055,0.352202,0.174827,0.176626,0.609318
2/7/2013,0.2754195,0.2807535,0.346028,0.173082,0.177432,0.576718
2/8/2013,0.2777515,0.2714815,0.337932,0.1714905,0.1738075,0.568442
2/11/2013,0.282667,0.293316,0.344572,0.172558,0.172287,0.541286
2/12/2013,0.266635,0.300411,0.3540035,0.170122,0.16435,0.532981
2/13/2013,0.2690405,0.2897925,0.3328985,0.159076,0.162808,0.5282775
2/14/2013,0.260307,0.281033,0.3258525,0.168188,0.1619535,0.53723
2/15/2013,0.2533765,0.264187,0.3171325,0.1669085,0.159721,0.526765
2/19/2013,0.263173,0.27371,0.3122935,0.1721775,0.1591995,0.5304045
2/20/2013,0.2763495,0.2839165,0.3248035,0.187415,0.162681,0.5288905
2/21/2013,0.272966,0.284895,0.3627915,0.188541,0.1794055,0.528631
2/22/2013,0.261525,0.2737745,0.3526975,0.1790435,0.167527,0.524823
2/25/2013,0.302775,0.2998665,0.365864,0.201039,0.2064195,0.551598
2/26/2013,0.287185,0.2968045,0.3566335,0.193106,0.1981335,0.526754
2/27/2013,0.274439,0.285152,0.345959,0.18629,0.1847325,0.5049335
2/28/2013,0.2670965,0.2754635,0.354944,0.183148,0.178132,0.5124305
3/1/2013,0.263061,0.2913135,0.356416,0.180391,0.181602,0.49582
3/4/2013,0.259915,0.3182875,0.365525,0.196905,0.183933,0.5070425
3/5/2013,0.2593825,0.2943385,0.359317,0.199425,0.181803,0.4999575
3/6/2013,0.2521125,0.301816,0.351239,0.201861,0.1734815,0.489906
3/7/2013,0.2491235,0.298612,0.327477,0.2045805,0.169651,0.490337
3/8/2013,0.237317,0.283422,0.321223,0.2077885,0.161083,0.488319
3/11/2013,0.232695,0.294945,0.318269,0.2178175,0.1602565,0.4861505
3/12/2013,0.2416355,0.302325,0.305801,0.217946,0.1603255,0.463697
3/13/2013,0.2367255,0.295382,0.320697,0.224677,0.161831,0.480496
3/14/2013,0.2427205,0.284935,0.309134,0.212376,0.157754,0.455504
3/15/2013,0.231379,0.2786635,0.2978445,0.21368,0.1516635,0.444256
3/18/2013,0.2460045,0.281177,0.302861,0.237895,0.162484,0.460143
3/19/2013,0.2648655,0.2784065,0.319002,0.246853,0.169912,0.4627805
3/20/2013,0.256328,0.279103,0.319565,0.2515485,0.1690645,0.4705125
3/21/2013,0.254635,0.3023515,0.3950575,0.2589215,0.1783195,0.5905265
3/22/2013,0.2534825,0.301314,0.391092,0.2566275,0.178545,0.605728
3/25/2013,0.2557665,0.3100555,0.414363,0.2668185,0.176903,0.6458735
3/26/2013,0.2466565,0.3011075,0.398574,0.26491,0.171516,0.664287
3/27/2013,0.255579,0.320399,0.3907955,0.263817,0.172459,0.683559
3/28/2013,0.3480255,0.34165,0.4232565,0.2629085,0.167524,0.6900645
4/1/2013,0.366654,0.3871775,0.4524085,0.261437,0.166827,0.7378335
4/2/2013,0.3674,0.383293,0.4483375,0.266369,0.1673345,0.7683525
4/3/2013,0.3671155,0.3849135,0.450484,0.2699785,0.1747945,0.7753515
4/4/2013,0.371279,0.3881935,0.4573745,0.272067,0.179133,0.77257
4/5/2013,0.3720435,0.3979275,0.4720905,0.2789675,0.17855,0.7802335
4/8/2013,0.370683,0.3911775,0.4797255,0.280225,0.180161,0.797413
4/9/2013,0.3671185,0.3759515,0.46959,0.27329,0.1921345,0.7915395
4/10/2013,0.3687395,0.3671605,0.463972,0.2658895,0.207729,0.7790045
4/11/2013,0.3711815,0.364665,0.459927,0.2654835,0.2084365,0.7981335
4/12/2013,0.3771375,0.362173,0.4656285,0.268737,0.2114845,0.8095065
4/15/2013,0.3992565,0.3952095,0.488455,0.284489,0.2293415,0.847383
4/16/2013,0.3853185,0.374336,0.4782485,0.270815,0.228591,0.8494575
4/17/2013,0.4030325,0.45186,0.5077465,0.2716545,0.242447,0.8652465
4/18/2013,0.4171735,0.438713,0.523124,0.274165,0.2452515,0.8237605
4/19/2013,0.3992285,0.4237165,0.5036585,0.193974,0.1852315,0.804922
4/22/2013,0.4130805,0.4228505,0.502567,0.1860145,0.1991305,0.8012745
4/23/2013,0.4110105,0.431434,0.509104,0.1789555,0.196202,0.480475
4/24/2013,0.4170605,0.2826495,0.4979305,0.174393,0.224012,0.4715585
4/25/2013,0.383022,0.2642555,0.4733385,0.1692665,0.2345575,0.447512
4/26/2013,0.2648065,0.2476115,0.4627195,0.16574,0.2263835,0.423876
4/29/2013,0.2854215,0.275309,0.444041,0.1720905,0.2277735,0.4252585
4/30/2013,0.271481,0.271273,0.4470545,0.169858,0.2181125,0.4246435
5/1/2013,0.280519,0.2784505,0.466164,0.1672685,0.2188985,0.4149195
5/2/2013,0.2718325,0.2558495,0.2827365,0.1699425,0.209793,0.4018
5/3/2013,0.254535,0.24325,0.2740155,0.175746,0.202721,0.397024
5/6/2013,0.263101,0.257484,0.293478,0.1918615,0.201786,0.411042
5/7/2013,0.2518005,0.257768,0.2949205,0.189366,0.200372,0.403247
5/8/2013,0.248905,0.248444,0.2875605,0.194107,0.208368,0.4046675
5/9/2013,0.2412565,0.251179,0.288831,0.1886445,0.2097605,0.40233
5/10/2013,0.238287,0.2462255,0.280271,0.1893925,0.204085,0.4036315
5/13/2013,0.2430525,0.24948,0.295146,0.193478,0.199188,0.4326415
5/14/2013,0.235095,0.251666,0.2774385,0.1860035,0.194756,0.405755
5/15/2013,0.2475655,0.278831,0.2825075,0.193921,0.188415,0.4302525
5/16/2013,0.247552,0.2735425,0.297605,0.208594,0.1850835,0.432383
5/17/2013,0.2399515,0.2692875,0.289116,0.199061,0.181142,0.4235775
5/20/2013,0.2490475,0.268813,0.3042135,0.2068325,0.1789295,0.416546
5/21/2013,0.2474355,0.273465,0.297559,0.19689,0.1832225,0.413343
5/22/2013,0.2445655,0.2695865,0.314399,0.199529,0.1902325,0.4081345
5/23/2013,0.2478045,0.2697545,0.3105745,0.203549,0.2047835,0.42107
5/24/2013,0.2418845,0.2604265,0.3387855,0.187677,0.1959975,0.4262445
5/28/2013,0.251289,0.2673825,0.332545,0.201129,0.197377,0.4773215
5/29/2013,0.255683,0.2628995,0.373992,0.205901,0.199364,0.490209
5/30/2013,0.2470195,0.26007,0.3393215,0.2030565,0.200172,0.4621445
5/31/2013,0.2522805,0.2558785,0.3406535,0.2042975,0.1990665,0.472562
6/3/2013,0.2578605,0.267803,0.3539365,0.216932,0.214862,0.485979
6/4/2013,0.2611705,0.265398,0.355881,0.221645,0.2277105,0.471803
6/5/2013,0.2707015,0.271734,0.3674795,0.230843,0.235004,0.469602
6/6/2013,0.2692745,0.2808545,0.3809605,0.2316,0.230081,0.47169
6/7/2013,0.268595,0.273593,0.34961,0.216224,0.2133535,0.4537875
6/10/2013,0.2656425,0.26246,0.3356565,0.233302,0.2207155,0.465258
6/11/2013,0.26037,0.2550565,0.347052,0.2485255,0.238426,0.472603
6/12/2013,0.26464,0.256019,0.3478955,0.2532755,0.2415335,0.4766645
6/13/2013,0.258588,0.2458495,0.351902,0.2335225,0.2338885,0.460679
6/14/2013,0.262719,0.247904,0.366006,0.2350275,0.2347255,0.455646
6/17/2013,0.2616245,0.2416665,0.354037,0.2351145,0.231575,0.473751
6/18/2013,0.2520995,0.23143,0.3393535,0.23701,0.2289585,0.4454305
6/19/2013,0.2479125,0.227891,0.334609,0.244914,0.2199635,0.440515
6/20/2013,0.323358,0.2834355,0.388957,0.2709325,0.257821,0.5894935
6/21/2013,0.3164385,0.2871905,0.400638,0.2695205,0.247929,0.615873
6/24/2013,0.343267,0.313009,0.423887,0.293611,0.2525555,0.676789
6/25/2013,0.337037,0.3052905,0.395927,0.296888,0.2426495,0.693521
6/26/2013,0.3353375,0.314707,0.4035195,0.2869995,0.232315,0.691192
6/27/2013,0.344469,0.322275,0.4125055,0.277144,0.21987,0.7077735
6/28/2013,0.347186,0.319145,0.406751,0.270622,0.2185055,0.705442
7/1/2013,0.3680645,0.31807,0.4166785,0.2664475,0.219939,0.7333665
7/2/2013,0.366864,0.3097735,0.456051,0.265396,0.22567,0.7513755
7/3/2013,0.3651725,0.307823,0.4606315,0.266915,0.2272165,0.7624765
7/5/2013,0.364652,0.3083255,0.4591535,0.2655065,0.220124,0.7567715
7/8/2013,0.363328,0.3049885,0.4349275,0.272036,0.218923,0.765535
7/9/2013,0.3540605,0.3092785,0.419084,0.2646195,0.215197,0.775636
7/10/2013,0.353673,0.3012125,0.413276,0.271585,0.213652,0.756157
7/11/2013,0.3656635,0.2915315,0.420026,0.263686,0.2058155,0.754295
7/12/2013,0.363575,0.287274,0.420094,0.266777,0.210569,0.772895
7/15/2013,0.374498,0.293697,0.4296955,0.268688,0.21327,0.777955
7/16/2013,0.3671935,0.2848805,0.428084,0.263854,0.2169085,0.7903005
7/17/2013,0.3588485,0.2775085,0.431002,0.2602445,0.2146485,0.791099
7/18/2013,0.351249,0.268516,0.418164,0.248407,0.2096935,0.738266
7/19/2013,0.3478225,0.2833855,0.4251475,0.1838145,0.2164205,0.7221775
7/22/2013,0.350958,0.284206,0.433735,0.166404,0.195974,0.732761
7/23/2013,0.340802,0.2968625,0.446806,0.1601905,0.183088,0.4402475
7/24/2013,0.345604,0.2155285,0.4252885,0.1586545,0.177223,0.4184875
7/25/2013,0.3548085,0.2181875,0.368705,0.171815,0.181182,0.419432
7/26/2013,0.23917,0.2089765,0.3375935,0.1709045,0.184331,0.4110705
7/29/2013,0.2420705,0.2223585,0.3464405,0.1810285,0.192427,0.416155
7/30/2013,0.237674,0.218533,0.3822965,0.1813195,0.1947585,0.416549
7/31/2013,0.243062,0.217739,0.37084,0.1796385,0.1919195,0.409853
