Date,AMZN,amazon stock,AAPL,apple stock,META,facebook stock,GOOGL,google stock,MSFT,microsoft stock,NFLX,netflix stock
2018-07-06,71.2148148148148,61.99462076385154,17.392709705753184,12.384137601528908,81.37930861040068,19.748571428571427,31.56247272409881,8.297413793103447,62.857142857142854,39.272727272727266,39.909297052154194,70.97142857142856
2018-07-07,22.488888888888887,29.52124798278645,4.348177426438296,4.1280458671763025,71.2068950341006,9.874285714285714,26.45677860696518,5.070641762452106,20.114285714285714,15.709090909090907,14.512471655328797,23.65714285714285
2018-07-08,14.99259259259259,23.61699838622916,2.174088713219148,4.1280458671763025,76.29310182225065,9.874285714285714,25.064316575019642,4.609674329501915,10.057142857142857,3.927272727272727,7.256235827664399,18.92571428571428
2018-07-09,71.2148148148148,73.80311995696613,18.47975406236276,12.384137601528908,86.46551539855072,14.811428571428571,34.81155079863839,10.602250957854404,57.82857142857143,58.9090909090909,50.79365079365079,70.97142857142856
2018-07-10,78.7111111111111,79.7073695535234,18.47975406236276,13.416149068322984,86.46551539855072,19.748571428571427,33.41908876669286,9.21934865900383,75.42857142857143,47.127272727272725,50.79365079365079,80.43428571428569
2018-07-11,89.95555555555555,70.85099515868748,18.47975406236276,12.384137601528908,86.46551539855072,14.811428571428571,29.241702670856252,10.141283524904212,60.34285714285714,47.127272727272725,54.42176870748299,75.70285714285713
2018-07-12,108.69629629629628,91.51586874663799,17.392709705753184,14.448160535117058,101.72413576300086,19.748571428571427,31.56247272409881,11.524185823754788,82.97142857142858,62.83636363636363,65.3061224489796,80.43428571428569
2018-07-13,119.94074074074072,94.46799354491664,19.566798418972333,14.448160535117058,81.37930861040068,19.748571428571427,30.634164702801787,11.063218390804597,85.48571428571428,54.98181818181818,79.81859410430839,99.35999999999999
2018-07-14,29.98518518518518,47.23399677245832,5.43522178304787,5.160057333970379,76.29310182225065,9.874285714285714,26.45677860696518,5.070641762452106,25.142857142857142,19.636363636363633,21.768707482993197,37.85142857142856
2018-07-15,14.99259259259259,41.329747175901026,3.261133069828722,4.1280458671763025,71.2068950341006,4.937142857142857,26.92093261761369,4.148706896551723,17.6,11.781818181818181,10.884353741496598,23.65714285714285
2018-07-16,179.9111111111111,150.5583647122109,16.30566534914361,13.416149068322984,86.46551539855072,19.748571428571427,35.73985881993542,11.524185823754788,70.4,62.83636363636363,235.82766439909295,217.64571428571423
2018-07-17,176.16296296296292,156.4626143087682,19.566798418972333,13.416149068322984,86.46551539855072,24.685714285714283,32.49078074539583,11.98515325670498,93.02857142857142,66.76363636363635,322.9024943310657,473.14285714285705
2018-07-18,127.43703703703702,115.13286713286715,18.47975406236276,14.448160535117058,91.55172218670077,19.748571428571427,38.060628873177976,17.516762452107276,108.11428571428571,66.76363636363635,134.24036281179139,175.0628571428571
2018-07-19,123.68888888888887,100.37224314147393,20.653842775581907,13.416149068322984,101.72413576300086,19.748571428571427,32.49078074539583,12.907088122605362,226.28571428571428,98.18181818181817,83.44671201814059,118.28571428571426
2018-07-20,101.19999999999999,91.51586874663799,19.566798418972333,15.480172001911134,86.46551539855072,19.748571428571427,33.41908876669286,11.063218390804597,251.42857142857142,129.6,76.19047619047619,113.5542857142857
2018-07-21,29.98518518518518,41.329747175901026,4.348177426438296,5.160057333970379,76.29310182225065,9.874285714285714,28.77754866020774,5.531609195402298,47.77142857142857,54.98181818181818,14.512471655328797,37.85142857142856
2018-07-22,22.488888888888887,26.569123184507806,3.261133069828722,5.160057333970379,76.29310182225065,4.937142857142857,27.385086628262204,5.070641762452106,25.142857142857142,31.418181818181814,14.512471655328797,28.388571428571424
2018-07-23,112.44444444444443,88.56374394835935,18.47975406236276,12.384137601528908,86.46551539855072,19.748571428571427,39.917244915772024,16.133860153256702,118.17142857142856,58.9090909090909,68.93424036281179,89.89714285714284
2018-07-24,119.94074074074072,94.46799354491664,21.74088713219148,14.448160535117058,91.55172218670077,24.685714285714283,42.238014969014586,20.282567049808424,108.11428571428571,70.69090909090909,68.93424036281179,89.89714285714284
2018-07-25,134.9333333333333,106.27649273803122,22.827931488801052,14.448160535117058,86.46551539855072,83.93142857142857,36.66816684123244,15.67289272030651,113.14285714285714,86.39999999999999,61.67800453514739,89.89714285714284
2018-07-26,374.8148148148148,236.1699838622916,27.17610891523935,23.73626373626374,101.72413576300086,493.71428571428567,35.27570480928691,21.665469348659,130.74285714285713,106.03636363636362,68.93424036281179,113.5542857142857
2018-07-27,333.58518518518514,233.21785906401294,27.17610891523935,19.608217869087436,81.37930861040068,306.10285714285715,32.954934756044345,18.43869731800766,118.17142857142856,90.32727272727271,61.67800453514739,99.35999999999999
2018-07-28,59.97037037037036,59.0424959655729,7.6093104962670175,7.224080267558529,71.2068950341006,93.80571428571427,27.849240638910715,7.836446360153255,25.142857142857142,19.636363636363633,14.512471655328797,23.65714285714285
2018-07-29,33.73333333333333,44.28187197417967,5.43522178304787,6.192068800764454,71.2068950341006,44.434285714285714,28.31339464955923,5.99257662835249,15.085714285714285,11.781818181818181,10.884353741496598,28.388571428571424
2018-07-30,131.18518518518516,100.37224314147393,26.089064558629776,17.544194935499284,86.46551539855072,93.80571428571427,30.170010692153273,13.829022988505745,93.02857142857142,70.69090909090909,61.67800453514739,104.09142857142855
2018-07-31,123.68888888888887,103.32436793975258,86.96354852876593,47.47252747252748,81.37930861040068,88.86857142857143,34.34739678798988,13.829022988505745,88.0,78.54545454545453,68.93424036281179,108.82285714285712
2018-08-01,119.94074074074072,109.22861753630987,108.7044356609574,67.08074534161491,91.55172218670077,64.18285714285715,32.49078074539583,15.67289272030651,90.5142857142857,82.47272727272727,50.79365079365079,99.35999999999999
2018-08-02,127.43703703703702,109.22861753630987,91.31172595520421,89.78499761108458,106.8103425511509,54.308571428571426,32.49078074539583,13.829022988505745,105.6,86.39999999999999,47.16553287981859,85.16571428571427
2018-08-03,116.19259259259258,106.27649273803122,57.613350900307424,63.98471094123269,91.55172218670077,44.434285714285714,28.77754866020774,14.289990421455936,82.97142857142858,78.54545454545453,50.79365079365079,70.97142857142856
2018-08-04,33.73333333333333,41.329747175901026,13.044532279314888,21.67224080267559,71.2068950341006,19.748571428571427,28.31339464955923,6.9145114942528725,27.65714285714286,23.563636363636363,14.512471655328797,28.388571428571424
2018-08-05,18.740740740740737,29.52124798278645,6.522266139657444,12.384137601528908,71.2068950341006,9.874285714285714,26.92093261761369,5.531609195402298,17.6,27.49090909090909,3.6281179138321993,18.92571428571428
2018-08-06,93.7037037037037,76.75524475524477,32.61133069828722,24.768275203057815,81.37930861040068,39.497142857142855,33.41908876669286,11.063218390804597,72.91428571428571,54.98181818181818,39.909297052154194,66.23999999999998
2018-08-07,112.44444444444443,91.51586874663799,32.61133069828722,26.832298136645967,81.37930861040068,44.434285714285714,33.88324277734137,13.368055555555554,82.97142857142858,70.69090909090909,50.79365079365079,75.70285714285713
2018-08-08,112.44444444444443,97.42011834319528,26.089064558629776,23.73626373626374,96.63792897485081,39.497142857142855,33.41908876669286,12.44612068965517,82.97142857142858,74.61818181818181,50.79365079365079,66.23999999999998
2018-08-09,119.94074074074072,103.32436793975258,27.17610891523935,21.67224080267559,106.8103425511509,34.559999999999995,31.098318713450297,12.44612068965517,88.0,58.9090909090909,39.909297052154194,61.508571428571415
2018-08-10,108.69629629629628,85.6116191500807,23.914975845410627,17.544194935499284,86.46551539855072,29.622857142857143,31.098318713450297,9.21934865900383,77.94285714285714,51.05454545454545,36.281179138321995,47.3142857142857
2018-08-11,33.73333333333333,41.329747175901026,6.522266139657444,8.256091734352605,76.29310182225065,14.811428571428571,27.849240638910715,5.531609195402298,27.65714285714286,15.709090909090907,7.256235827664399,18.92571428571428
2018-08-12,22.488888888888887,29.52124798278645,4.348177426438296,6.192068800764454,76.29310182225065,9.874285714285714,25.992624596316666,5.070641762452106,17.6,19.636363636363633,3.6281179138321993,14.194285714285712
2018-08-13,104.94814814814814,88.56374394835935,23.914975845410627,17.544194935499284,91.55172218670077,24.685714285714283,31.56247272409881,11.063218390804597,72.91428571428571,43.199999999999996,43.53741496598639,56.77714285714285
2018-08-14,123.68888888888887,106.27649273803122,26.089064558629776,19.608217869087436,96.63792897485081,24.685714285714283,32.954934756044345,10.141283524904212,67.88571428571429,62.83636363636363,36.281179138321995,56.77714285714285
2018-08-15,119.94074074074072,109.22861753630987,23.914975845410627,21.67224080267559,91.55172218670077,29.622857142857143,30.634164702801787,11.524185823754788,77.94285714285714,70.69090909090909,47.16553287981859,75.70285714285713
2018-08-16,108.69629629629628,109.22861753630987,28.263153271848925,23.73626373626374,106.8103425511509,29.622857142857143,31.56247272409881,13.829022988505745,85.48571428571428,74.61818181818181,47.16553287981859,66.23999999999998
2018-08-17,101.19999999999999,91.51586874663799,31.524286341677644,24.768275203057815,91.55172218670077,29.622857142857143,27.849240638910715,11.524185823754788,65.37142857142857,66.76363636363635,39.909297052154194,70.97142857142856
2018-08-18,26.237037037037034,41.329747175901026,8.696354852876592,10.320114667940757,76.29310182225065,14.811428571428571,26.92093261761369,5.070641762452106,27.65714285714286,31.418181818181814,14.512471655328797,28.388571428571424
2018-08-19,22.488888888888887,26.569123184507806,5.43522178304787,7.224080267558529,71.2068950341006,9.874285714285714,26.45677860696518,4.609674329501915,10.057142857142857,23.563636363636363,7.256235827664399,28.388571428571424
2018-08-20,86.20740740740739,73.80311995696613,25.0020202020202,20.640229335881514,81.37930861040068,24.685714285714283,29.241702670856252,9.68031609195402,70.4,58.9090909090909,47.16553287981859,66.23999999999998
2018-08-21,101.19999999999999,88.56374394835935,29.3501976284585,21.67224080267559,91.55172218670077,24.685714285714283,29.705856681504763,11.524185823754788,72.91428571428571,62.83636363636363,54.42176870748299,66.23999999999998
2018-08-22,97.45185185185184,85.6116191500807,26.089064558629776,20.640229335881514,81.37930861040068,24.685714285714283,29.705856681504763,11.98515325670498,75.42857142857143,58.9090909090909,43.53741496598639,70.97142857142856
2018-08-23,93.7037037037037,85.6116191500807,21.74088713219148,19.608217869087436,96.63792897485081,24.685714285714283,33.88324277734137,12.44612068965517,70.4,66.76363636363635,47.16553287981859,61.508571428571415
2018-08-24,82.45925925925924,85.6116191500807,22.827931488801052,19.608217869087436,81.37930861040068,24.685714285714283,31.098318713450297,10.602250957854404,65.37142857142857,51.05454545454545,61.67800453514739,85.16571428571427
2018-08-25,29.98518518518518,35.42549757934374,6.522266139657444,8.256091734352605,66.12068824595056,9.874285714285714,27.849240638910715,5.99257662835249,25.142857142857142,27.49090909090909,14.512471655328797,28.388571428571424
2018-08-26,18.740740740740737,29.52124798278645,4.348177426438296,6.192068800764454,71.2068950341006,9.874285714285714,26.45677860696518,5.070641762452106,12.571428571428571,15.709090909090907,10.884353741496598,28.388571428571424
2018-08-27,97.45185185185184,82.65949435180205,25.0020202020202,21.67224080267559,86.46551539855072,19.748571428571427,33.41908876669286,12.44612068965517,75.42857142857143,54.98181818181818,58.04988662131519,80.43428571428569
2018-08-28,104.94814814814814,91.51586874663799,29.3501976284585,22.704252269469663,91.55172218670077,24.685714285714283,36.66816684123244,14.750957854406128,88.0,74.61818181818181,54.42176870748299,66.23999999999998
2018-08-29,179.9111111111111,144.6541151156536,31.524286341677644,25.80028666985189,86.46551539855072,24.685714285714283,37.132320851880955,14.289990421455936,93.02857142857142,78.54545454545453,54.42176870748299,66.23999999999998
2018-08-30,209.89629629629627,165.3189887036041,34.78541941150637,28.896321070234116,96.63792897485081,24.685714285714283,36.20401283058393,13.829022988505745,95.54285714285714,66.76363636363635,43.53741496598639,66.23999999999998
2018-08-31,142.4296296296296,112.1807423345885,31.524286341677644,29.928332537028194,86.46551539855072,24.685714285714283,35.27570480928691,12.44612068965517,88.0,66.76363636363635,43.53741496598639,52.045714285714276
2018-09-01,41.22962962962962,53.13824636901561,7.6093104962670175,11.352126134734831,76.29310182225065,9.874285714285714,26.92093261761369,5.531609195402298,25.142857142857142,19.636363636363633,7.256235827664399,23.65714285714285
2018-09-02,22.488888888888887,35.42549757934374,4.565586297760211,7.09507883420927,67.81609050866723,8.463673469387754,25.638983445346373,5.106100795755967,19.555555555555557,19.636363636363633,7.256235827664399,15.771428571428569
2018-09-03,29.98518518518518,44.28187197417967,9.131172595520422,9.933110367892978,82.34810990338164,11.284897959183672,27.348249008369464,6.382625994694959,22.34920634920635,27.49090909090909,7.256235827664399,18.4
2018-09-04,179.9111111111111,159.4147391070468,30.43724198506807,25.54228380315337,87.19211636828643,33.854693877551014,34.6126276512176,13.61626878868258,83.80952380952382,62.83636363636363,34.467120181405896,63.085714285714275
2018-09-05,168.66666666666663,183.03173749327598,27.393517786561265,28.38031533683708,81.13710828715543,40.90775510204081,35.894576823484925,17.445844385499555,86.60317460317461,74.61818181818181,54.42176870748299,89.37142857142855
2018-09-06,142.4296296296296,144.6541151156536,25.87165568730786,25.54228380315337,107.77914384413185,40.90775510204081,36.321893214240696,15.318302387267902,83.80952380952382,74.61818181818181,47.16553287981859,70.97142857142856
2018-09-07,119.94074074074072,112.1807423345885,27.393517786561265,26.961299569995226,92.03612283319124,35.265306122448976,32.476045697438735,13.61626878868258,72.63492063492065,62.83636363636363,39.909297052154194,70.97142857142856
2018-09-08,41.22962962962962,53.13824636901561,7.6093104962670175,11.352126134734831,71.44909535734583,15.516734693877549,25.638983445346373,6.382625994694959,30.730158730158735,27.49090909090909,9.070294784580499,21.028571428571425
2018-09-09,22.488888888888887,29.52124798278645,6.087448397013614,7.09507883420927,66.60508889244103,9.874285714285714,25.2116670545906,5.957117595048629,13.96825396825397,19.636363636363633,5.442176870748299,18.4
2018-09-10,108.69629629629628,91.51586874663799,25.87165568730786,24.123268036311515,79.92610667092923,26.801632653061223,37.60384238650801,12.339743589743588,69.84126984126985,54.98181818181818,32.6530612244898,57.82857142857142
2018-09-11,108.69629629629628,106.27649273803122,31.959104084321474,26.961299569995226,87.19211636828643,28.21224489795918,35.894576823484925,11.914235190097259,69.84126984126985,54.98181818181818,36.281179138321995,55.19999999999999
2018-09-12,104.94814814814814,97.42011834319528,56.308897672375934,61.01767797419972,87.19211636828643,29.62285714285714,36.321893214240696,13.19076038903625,83.80952380952382,66.76363636363635,43.53741496598639,65.71428571428571
2018-09-13,108.69629629629628,100.37224314147393,42.6121387790953,46.82752030578118,96.88012929809604,31.033469387755098,36.749209604996466,14.892793987621573,78.22222222222223,62.83636363636363,39.909297052154194,76.22857142857141
2018-09-14,116.19259259259258,94.46799354491664,33.48096618357488,32.63736263736264,89.61411960073883,28.21224489795918,35.03994404197338,12.765251989389919,75.42857142857143,74.61818181818181,41.723356009070294,68.34285714285713
2018-09-15,26.237037037037034,41.329747175901026,7.6093104962670175,11.352126134734831,76.29310182225063,14.10612244897959,26.92093261761369,5.106100795755967,33.523809523809526,23.563636363636363,7.256235827664399,18.4
2018-09-16,14.99259259259259,32.473372781065095,4.565586297760211,8.514094601051124,75.08210020602444,9.874285714285714,25.638983445346373,4.680592396109637,16.761904761904763,23.563636363636363,5.442176870748299,18.4
2018-09-17,119.94074074074072,103.32436793975258,28.915379885814666,25.54228380315337,81.13710828715543,23.980408163265302,35.46726043272915,12.339743589743588,83.80952380952382,58.9090909090909,30.839002267573694,55.19999999999999
2018-09-18,123.68888888888887,100.37224314147393,31.959104084321474,24.123268036311515,88.40311798451263,28.21224489795918,37.60384238650801,14.041777188328911,86.60317460317461,70.69090909090909,41.723356009070294,65.71428571428571
2018-09-19,101.19999999999999,97.42011834319528,25.87165568730786,22.704252269469663,92.03612283319124,26.801632653061223,34.18531126046183,13.19076038903625,89.3968253968254,78.54545454545453,43.53741496598639,70.97142857142856
2018-09-20,116.19259259259258,106.27649273803122,25.87165568730786,25.54228380315337,101.72413576300085,28.21224489795918,35.03994404197338,14.041777188328911,94.98412698412699,66.76363636363635,38.095238095238095,52.57142857142856
2018-09-21,104.94814814814814,100.37224314147393,25.87165568730786,29.79933110367893,82.34810990338164,28.21224489795918,36.749209604996466,14.892793987621573,92.1904761904762,62.83636363636363,38.095238095238095,60.45714285714285
2018-09-22,26.237037037037034,41.329747175901026,7.6093104962670175,9.933110367892978,67.81609050866723,9.874285714285714,27.348249008369464,5.106100795755967,25.142857142857146,31.418181818181814,14.512471655328797,23.65714285714285
2018-09-23,22.488888888888887,32.473372781065095,4.565586297760211,8.514094601051124,64.18308565998862,9.874285714285714,26.92093261761369,5.531609195402298,16.761904761904763,15.709090909090907,5.442176870748299,18.4
2018-09-24,97.45185185185184,79.7073695535234,24.349793588054457,22.704252269469663,84.77011313583404,25.39102040816326,38.031158777263784,12.765251989389919,81.01587301587303,58.9090909090909,39.909297052154194,49.942857142857136
2018-09-25,101.19999999999999,91.51586874663799,24.349793588054457,22.704252269469663,88.40311798451263,32.44408163265306,35.46726043272915,13.19076038903625,81.01587301587303,62.83636363636363,36.281179138321995,60.45714285714285
2018-09-26,112.44444444444443,91.51586874663799,24.349793588054457,22.704252269469663,92.03612283319124,29.62285714285714,36.749209604996466,12.765251989389919,86.60317460317461,62.83636363636363,45.35147392290249,70.97142857142856
2018-09-27,116.19259259259258,97.42011834319528,27.393517786561265,24.123268036311515,100.51313414677465,31.033469387755098,40.595057121798426,15.318302387267902,83.80952380952382,62.83636363636363,43.53741496598639,70.97142857142856
2018-09-28,104.94814814814814,94.46799354491664,27.393517786561265,24.123268036311515,85.98111475206024,47.960816326530605,35.894576823484925,13.19076038903625,67.04761904761905,58.9090909090909,32.6530612244898,57.82857142857142
2018-09-29,29.98518518518518,41.329747175901026,7.6093104962670175,11.352126134734831,71.44909535734583,21.159183673469386,28.202881789881012,5.106100795755967,25.142857142857146,35.345454545454544,7.256235827664399,21.028571428571425
2018-09-30,22.488888888888887,35.42549757934374,3.043724198506807,8.514094601051124,72.66009697357202,15.516734693877549,27.348249008369464,5.106100795755967,19.555555555555557,23.563636363636363,5.442176870748299,15.771428571428569
2018-10-01,101.19999999999999,85.6116191500807,27.393517786561265,21.28523650262781,78.71510505470303,32.44408163265306,35.46726043272915,13.61626878868258,72.63492063492065,74.61818181818181,38.095238095238095,55.19999999999999
2018-10-02,119.94074074074072,112.1807423345885,24.349793588054457,24.123268036311515,82.34810990338164,36.67591836734693,36.321893214240696,14.467285587975242,83.80952380952382,62.83636363636363,36.281179138321995,60.45714285714285
2018-10-03,108.69629629629628,103.32436793975258,25.87165568730786,21.28523650262781,89.61411960073883,29.62285714285714,33.75799486970606,13.61626878868258,78.22222222222223,66.76363636363635,34.467120181405896,63.085714285714275
2018-10-04,123.68888888888887,112.1807423345885,28.915379885814666,22.704252269469663,105.35714061167944,31.033469387755098,35.894576823484925,14.892793987621573,83.80952380952382,66.76363636363635,36.281179138321995,60.45714285714285
2018-10-05,119.94074074074072,106.27649273803122,27.393517786561265,22.704252269469663,85.98111475206024,26.801632653061223,34.6126276512176,13.19076038903625,75.42857142857143,62.83636363636363,45.35147392290249,70.97142857142856
2018-10-06,26.237037037037034,35.42549757934374,7.6093104962670175,8.514094601051124,67.81609050866723,11.284897959183672,27.348249008369464,5.957117595048629,19.555555555555557,19.636363636363633,10.884353741496598,36.8
2018-10-07,14.99259259259259,32.473372781065095,4.565586297760211,5.676063067367416,67.81609050866723,8.463673469387754,24.357034273079055,4.2550839964633065,16.761904761904763,19.636363636363633,5.442176870748299,15.771428571428569
2018-10-08,112.44444444444443,85.6116191500807,24.349793588054457,18.4472049689441,78.71510505470303,25.39102040816326,35.46726043272915,11.914235190097259,75.42857142857143,54.98181818181818,39.909297052154194,60.45714285714285
2018-10-09,108.69629629629628,94.46799354491664,21.30606938954765,18.4472049689441,88.40311798451263,29.62285714285714,34.18531126046183,15.743810786914233,86.60317460317461,58.9090909090909,39.909297052154194,68.34285714285713
2018-10-10,164.91851851851848,144.6541151156536,30.43724198506807,26.961299569995226,87.19211636828643,33.854693877551014,35.03994404197338,17.445844385499555,106.15873015873017,82.47272727272727,54.42176870748299,99.88571428571427
2018-10-11,254.87407407407403,221.40935987089836,39.568414580588495,34.056378404204494,95.66912768186984,45.13959183673469,38.45847516801956,20.849911582670202,145.2698412698413,106.03636363636362,59.86394557823129,128.79999999999998
2018-10-12,187.4074074074074,177.1274878967187,35.00282828282828,28.38031533683708,79.92610667092923,40.90775510204081,37.17652599575224,17.020335985853226,108.95238095238096,94.25454545454545,61.67800453514739,99.88571428571427
2018-10-13,41.22962962962962,50.186121570736965,7.6093104962670175,9.933110367892978,71.44909535734583,14.10612244897959,26.92093261761369,6.382625994694959,39.111111111111114,27.49090909090909,12.698412698412698,28.91428571428571
2018-10-14,22.488888888888887,38.37762237762239,4.565586297760211,7.09507883420927,67.81609050866723,11.284897959183672,26.493616226857917,5.531609195402298,16.761904761904763,19.636363636363633,5.442176870748299,23.65714285714285
2018-10-15,134.9333333333333,112.1807423345885,28.915379885814666,21.28523650262781,79.92610667092923,25.39102040816326,38.45847516801956,13.19076038903625,83.80952380952382,78.54545454545453,68.93424036281179,89.37142857142855
2018-10-16,134.9333333333333,123.98924152770309,28.915379885814666,24.123268036311515,87.19211636828643,32.44408163265306,37.60384238650801,16.169319186560564,94.98412698412699,86.39999999999999,168.70748299319726,202.39999999999998
2018-10-17,127.43703703703702,126.94136632598173,25.87165568730786,21.28523650262781,87.19211636828643,33.854693877551014,37.60384238650801,16.169319186560564,89.3968253968254,82.47272727272727,165.07936507936506,262.85714285714283
2018-10-18,123.68888888888887,109.22861753630987,22.827931488801052,18.4472049689441,104.14613899545324,33.854693877551014,37.60384238650801,14.892793987621573,83.80952380952382,70.69090909090909,78.00453514739229,115.65714285714284
2018-10-19,116.19259259259258,97.42011834319528,24.349793588054457,19.866220735785955,89.61411960073883,23.980408163265302,37.17652599575224,12.339743589743588,81.01587301587303,66.76363636363635,59.86394557823129,89.37142857142855
2018-10-20,29.98518518518518,35.42549757934374,7.6093104962670175,7.09507883420927,78.71510505470303,11.284897959183672,26.493616226857917,5.531609195402298,25.142857142857146,27.49090909090909,14.512471655328797,34.171428571428564
2018-10-21,26.237037037037034,32.473372781065095,4.565586297760211,5.676063067367416,71.44909535734583,9.874285714285714,26.066299836102147,5.106100795755967,13.96825396825397,19.636363636363633,3.6281179138321993,26.28571428571428
2018-10-22,108.69629629629628,88.56374394835935,24.349793588054457,19.866220735785955,92.03612283319124,22.569795918367344,35.46726043272915,12.765251989389919,86.60317460317461,58.9090909090909,48.97959183673469,84.1142857142857
2018-10-23,127.43703703703702,100.37224314147393,25.87165568730786,21.28523650262781,90.82512121696504,26.801632653061223,36.749209604996466,13.61626878868258,103.36507936507938,74.61818181818181,50.79365079365079,78.85714285714285
2018-10-24,168.66666666666663,126.94136632598173,27.393517786561265,22.704252269469663,89.61411960073883,29.62285714285714,36.321893214240696,16.169319186560564,251.42857142857144,125.67272727272726,61.67800453514739,97.25714285714284
2018-10-25,356.074074074074,209.6008606777838,31.959104084321474,26.961299569995226,96.88012929809604,36.67591836734693,42.73163907557729,22.977453580901855,215.11111111111114,145.30909090909088,74.37641723356009,99.88571428571427
2018-10-26,374.8148148148148,259.78698224852076,28.915379885814666,24.123268036311515,84.77011313583404,33.854693877551014,37.60384238650801,19.99889478337754,142.47619047619048,102.1090909090909,54.42176870748299,97.25714285714284
2018-10-27,63.71851851851851,70.85099515868748,6.087448397013614,9.933110367892978,72.66009697357202,14.10612244897959,25.2116670545906,6.80813439434129,39.111111111111114,51.05454545454545,14.512471655328797,31.542857142857137
2018-10-28,33.73333333333333,41.329747175901026,4.565586297760211,7.09507883420927,69.02709212489343,8.463673469387754,27.775565399125238,5.957117595048629,22.34920634920635,39.272727272727266,7.256235827664399,23.65714285714285
2018-10-29,224.88888888888886,165.3189887036041,24.349793588054457,21.28523650262781,85.98111475206024,26.801632653061223,35.894576823484925,15.743810786914233,108.95238095238096,78.54545454545453,52.60770975056689,89.37142857142855
2018-10-30,258.6222222222222,203.6966110812265,35.00282828282828,28.38031533683708,88.40311798451263,49.37142857142857,35.894576823484925,17.871352785145888,114.53968253968254,78.54545454545453,59.86394557823129,91.99999999999999
2018-10-31,213.64444444444442,153.51048951048955,36.52469038208169,29.79933110367893,82.34810990338164,49.37142857142857,35.894576823484925,14.467285587975242,108.95238095238096,90.32727272727271,63.49206349206349,91.99999999999999
2018-11-01,194.90370370370368,159.4147391070468,94.35545015371102,49.66555183946489,96.88012929809604,33.854693877551014,34.6126276512176,19.14787798408488,94.98412698412699,78.54545454545453,59.86394557823129,86.74285714285713
2018-11-02,183.65925925925924,147.60623991393226,103.48662274923144,69.53177257525084,81.13710828715543,28.21224489795918,35.894576823484925,14.892793987621573,100.57142857142858,74.61818181818181,48.97959183673469,86.74285714285713
2018-11-03,48.72592592592592,56.09037116729425,13.696758893280633,18.4472049689441,70.23809374111963,11.284897959183672,26.92093261761369,6.80813439434129,25.142857142857146,19.636363636363633,12.698412698412698,28.91428571428571
2018-11-04,22.488888888888887,38.37762237762239,7.6093104962670175,9.933110367892978,78.71510505470303,9.874285714285714,25.2116670545906,4.680592396109637,11.174603174603176,19.636363636363633,5.442176870748299,21.028571428571425
2018-11-05,142.4296296296296,109.22861753630987,50.22144927536232,36.8944099378882,85.98111475206024,25.39102040816326,36.321893214240696,12.765251989389919,86.60317460317461,58.9090909090909,34.467120181405896,78.85714285714285
2018-11-06,134.9333333333333,106.27649273803122,39.568414580588495,32.63736263736264,87.19211636828643,25.39102040816326,35.03994404197338,11.063218390804597,81.01587301587303,51.05454545454545,43.53741496598639,70.97142857142856
2018-11-07,161.17037037037034,126.94136632598173,36.52469038208169,28.38031533683708,83.55911151960784,25.39102040816326,32.048729306682965,13.19076038903625,100.57142857142858,66.76363636363635,43.53741496598639,73.6
2018-11-08,161.17037037037034,135.79774072081767,31.959104084321474,25.54228380315337,95.66912768186984,28.21224489795918,34.6126276512176,14.041777188328911,89.3968253968254,66.76363636363635,41.723356009070294,65.71428571428571
2018-11-09,138.68148148148146,112.1807423345885,30.43724198506807,24.123268036311515,84.77011313583404,23.980408163265302,32.476045697438735,14.041777188328911,78.22222222222223,58.9090909090909,50.79365079365079,78.85714285714285
2018-11-10,33.73333333333333,41.329747175901026,6.087448397013614,8.514094601051124,75.08210020602444,9.874285714285714,25.638983445346373,5.531609195402298,27.93650793650794,15.709090909090907,10.884353741496598,23.65714285714285
2018-11-11,22.488888888888887,29.52124798278645,3.043724198506807,5.676063067367416,75.08210020602444,8.463673469387754,26.493616226857917,4.680592396109637,16.761904761904763,15.709090909090907,5.442176870748299,18.4
2018-11-12,112.44444444444443,100.37224314147393,38.04655248133509,31.218346870520786,83.55911151960784,22.569795918367344,31.19409652517142,12.765251989389919,69.84126984126985,51.05454545454545,36.281179138321995,60.45714285714285
2018-11-13,142.4296296296296,126.94136632598173,44.1340008783487,36.8944099378882,90.82512121696504,26.801632653061223,35.894576823484925,14.892793987621573,81.01587301587303,66.76363636363635,45.35147392290249,65.71428571428571
2018-11-14,123.68888888888887,112.1807423345885,45.655862977602105,34.056378404204494,92.03612283319124,23.980408163265302,35.894576823484925,11.488726790450928,78.22222222222223,51.05454545454545,39.909297052154194,60.45714285714285
2018-11-15,131.18518518518516,109.22861753630987,47.17772507685551,34.056378404204494,99.30213253054845,31.033469387755098,35.03994404197338,12.339743589743588,81.01587301587303,70.69090909090909,36.281179138321995,68.34285714285713
2018-11-16,127.43703703703702,106.27649273803122,35.00282828282828,25.54228380315337,82.34810990338164,28.21224489795918,31.621412915927195,12.339743589743588,69.84126984126985,58.9090909090909,34.467120181405896,63.085714285714275
2018-11-17,33.73333333333333,50.186121570736965,10.653034694773824,9.933110367892978,71.44909535734583,14.10612244897959,25.2116670545906,6.382625994694959,19.555555555555557,23.563636363636363,9.070294784580499,23.65714285714285
