Date,MSFT,microsoft stock
6/13/2017,24,15
6/14/2017,17,11
6/15/2017,22,16
6/16/2017,19,14
6/17/2017,6,6
6/18/2017,5,2
6/19/2017,18,13
6/20/2017,24,13
6/21/2017,22,13
6/22/2017,17,12
6/23/2017,19,12
6/24/2017,8,7
6/25/2017,4,7
6/26/2017,20,9
6/27/2017,16,11
6/28/2017,20,13
6/29/2017,17,10
6/30/2017,19,8
7/1/2017,5,5
7/2/2017,5,6
7/3/2017,23,11
7/4/2017,28,17
7/5/2017,22,9
7/6/2017,28,11
7/7/2017,20,12
7/8/2017,9,4
7/9/2017,3,6
7/10/2017,24,9
7/11/2017,19,10
7/12/2017,22,12
7/13/2017,18,7
7/14/2017,23,12
7/15/2017,9,4
7/16/2017,6,6
7/17/2017,26,10
7/18/2017,28,14
7/19/2017,37,15
7/20/2017,100,28
7/21/2017,80,29
7/22/2017,13,8
7/23/2017,8,4
7/24/2017,23,18
7/25/2017,28,12
7/26/2017,28,17
7/27/2017,28,20
7/28/2017,25,15
7/29/2017,10,9
7/30/2017,5,9
7/31/2017,22,10
8/1/2017,21,15
8/2/2017,29,15
8/3/2017,21,13
8/4/2017,21,11
8/5/2017,5,5
8/6/2017,3,6
8/7/2017,22,9
8/8/2017,24,13
8/9/2017,16,13
8/10/2017,18,9
8/11/2017,21,14
8/12/2017,9,4
8/13/2017,4,5
8/14/2017,19,16
8/15/2017,21,11
8/16/2017,20,11
8/17/2017,22,14
8/18/2017,16,12
8/19/2017,6,4
8/20/2017,6,4
8/21/2017,14,9
8/22/2017,20,12
8/23/2017,16,11
8/24/2017,17,9
8/25/2017,14,9
8/26/2017,8,6
8/27/2017,5,4
8/28/2017,14,9
8/29/2017,18,6
8/30/2017,20,11
8/31/2017,19,11
9/1/2017,21,13
9/2/2017,9,5
9/3/2017,8,5
9/4/2017,9,9
9/5/2017,15,10
9/6/2017,17,11
9/7/2017,19,9
9/8/2017,23,9
9/9/2017,7,5
9/10/2017,3,5
9/11/2017,18,10
9/12/2017,17,13
9/13/2017,15,12
9/14/2017,22,13
9/15/2017,22,13
9/16/2017,7,7
9/17/2017,5,5
9/18/2017,19,11
9/19/2017,22,13
9/20/2017,23,13
9/21/2017,14,13
9/22/2017,18,11
9/23/2017,9,6
9/24/2017,4,5
9/25/2017,18,12
9/26/2017,19,11
9/27/2017,17,14
9/28/2017,18,14
9/29/2017,17,10
9/30/2017,7,3
10/1/2017,6,5
10/2/2017,18,15
10/3/2017,18,14
10/4/2017,17,12
10/5/2017,23,13
10/6/2017,20,11
10/7/2017,7,4
10/8/2017,4,5
10/9/2017,15,12
10/10/2017,21,13
10/11/2017,21,11
10/12/2017,20,14
10/13/2017,23,14
10/14/2017,6,6
10/15/2017,7,4
10/16/2017,19,13
10/17/2017,23,15
10/18/2017,21,12
10/19/2017,21,16
10/20/2017,25,14
10/21/2017,7,6
10/22/2017,7,5
10/23/2017,18,11
10/24/2017,27,17
10/25/2017,22,14
10/26/2017,66,24
10/27/2017,91,43
10/28/2017,19,18
10/29/2017,11,7
10/30/2017,25,18
10/31/2017,32,19
11/1/2017,32,18
11/2/2017,28,16
11/3/2017,33,18
11/4/2017,11,8
11/5/2017,8,6
11/6/2017,23,12
11/7/2017,24,21
11/8/2017,22,16
11/9/2017,28,17
11/10/2017,18,16
11/11/2017,8,9
11/12/2017,6,5
11/13/2017,22,14
11/14/2017,21,15
11/15/2017,25,17
11/16/2017,24,17
11/17/2017,20,20
11/18/2017,7,5
11/19/2017,4,6
11/20/2017,19,13
11/21/2017,22,19
11/22/2017,21,14
11/23/2017,9,8
11/24/2017,10,12
11/25/2017,8,9
11/26/2017,5,5
11/27/2017,18,13
11/28/2017,23,18
11/29/2017,29,19
11/30/2017,30,14
12/1/2017,30,18
12/2/2017,9,8
12/3/2017,7,7
12/4/2017,29,23
12/5/2017,27,18
12/6/2017,23,17
12/7/2017,27,15
12/8/2017,27,15
12/9/2017,12,5
12/10/2017,7,5
12/11/2017,23,17
12/12/2017,27,18
12/13/2017,21,15
12/14/2017,27,17
12/15/2017,27,18
12/16/2017,10,9
12/17/2017,8,8
12/18/2017,27,18
12/19/2017,29,13
12/20/2017,25,15
12/21/2017,28,15
12/22/2017,21,12
12/23/2017,8,8
12/24/2017,4,5
12/25/2017,2,6
12/26/2017,17,11
12/27/2017,21,14
12/28/2017,19,13
12/29/2017,23,11
12/30/2017,9,9
12/31/2017,6,7
1/1/2018,7,6
1/1/2018,5,5
1/2/2018,19,11
1/3/2018,24,14
1/4/2018,28,18
1/5/2018,29,16
1/6/2018,10,7
1/7/2018,7,6
1/8/2018,22,16
1/9/2018,23,16
1/10/2018,21,13
1/11/2018,20,14
1/12/2018,25,19
1/13/2018,11,10
1/14/2018,7,6
1/15/2018,10,9
1/16/2018,21,17
1/17/2018,30,14
1/18/2018,28,17
1/19/2018,23,15
1/20/2018,8,6
1/21/2018,4,3
1/22/2018,26,14
1/23/2018,30,17
1/24/2018,27,17
1/25/2018,31,19
1/26/2018,27,15
1/27/2018,12,13
1/28/2018,8,7
1/29/2018,35,18
1/30/2018,38,23
1/31/2018,73,31
2/1/2018,70,29
2/2/2018,42,19
2/3/2018,12,11
2/4/2018,6,7
2/5/2018,39,21
2/6/2018,55,37
2/7/2018,40,23
2/8/2018,38,22
2/9/2018,45,26
2/10/2018,14,10
2/11/2018,4,6
2/12/2018,28,23
2/13/2018,28,19
2/14/2018,29,17
2/15/2018,30,16
2/16/2018,27,17
2/17/2018,10,8
2/18/2018,6,5
2/19/2018,11,9
2/20/2018,24,17
2/21/2018,25,16
2/22/2018,26,17
2/23/2018,26,15
2/24/2018,8,8
2/25/2018,6,5
2/26/2018,25,16
2/27/2018,27,17
2/28/2018,23,14
3/1/2018,23,15
3/2/2018,27,17
3/3/2018,6,6
3/4/2018,6,4
3/5/2018,23,15
3/6/2018,24,14
3/7/2018,23,16
3/8/2018,23,15
3/9/2018,27,15
3/10/2018,9,4
3/11/2018,6,4
3/12/2018,23,14
3/13/2018,28,16
3/14/2018,22,13
3/15/2018,20,13
3/16/2018,21,13
3/17/2018,6,5
3/18/2018,5,4
3/19/2018,22,11
3/20/2018,27,19
3/21/2018,21,15
3/22/2018,27,17
3/23/2018,31,19
3/24/2018,10,9
3/25/2018,8,6
3/26/2018,40,21
3/27/2018,46,28
3/28/2018,42,22
3/29/2018,42,19
3/30/2018,21,10
3/31/2018,9,5
4/1/2018,8,6
4/2/2018,34,16
4/3/2018,35,20
4/4/2018,29,20
4/5/2018,31,19
4/6/2018,28,14
4/7/2018,10,7
4/8/2018,6,4
4/9/2018,30,14
4/10/2018,28,13
4/11/2018,22,17
4/12/2018,26,14
4/13/2018,24,12
4/14/2018,9,4
4/15/2018,6,5
4/16/2018,25,15
4/17/2018,37,16
4/18/2018,34,15
4/19/2018,29,15
4/20/2018,25,14
4/21/2018,7,5
4/22/2018,6,6
4/23/2018,29,15
4/24/2018,31,18
4/25/2018,36,13
4/26/2018,68,24
4/27/2018,74,23
4/28/2018,11,7
4/29/2018,7,4
4/30/2018,32,15
5/1/2018,29,16
5/2/2018,27,13
5/3/2018,25,13
5/4/2018,28,15
5/5/2018,10,7
5/6/2018,5,4
5/7/2018,28,12
5/8/2018,27,15
5/9/2018,30,16
5/10/2018,32,14
5/11/2018,27,14
5/12/2018,9,4
5/13/2018,7,3
5/14/2018,29,13
5/15/2018,21,14
5/16/2018,27,13
5/17/2018,22,13
5/18/2018,26,12
5/19/2018,8,4
5/20/2018,5,6
5/21/2018,27,11
5/22/2018,23,10
5/23/2018,22,12
5/24/2018,25,12
5/25/2018,25,14
5/26/2018,6,4
5/27/2018,6,4
5/28/2018,8,5
5/29/2018,27,10
5/30/2018,34,16
5/31/2018,37,19
6/1/2018,44,20
6/2/2018,17,6
6/3/2018,9,9
6/4/2018,54,34
6/5/2018,45,25
6/6/2018,38,20
6/7/2018,35,17
6/8/2018,30,21
6/9/2018,13,4
6/10/2018,6,6
6/11/2018,31,17
6/12/2018,23,15
6/13/2018,32,13
6/14/2018,29,15
6/15/2018,24,15
6/16/2018,7,6
6/17/2018,4,4
6/18/2018,24,11
6/19/2018,26,11
6/20/2018,27,13
6/21/2018,28,11
6/22/2018,24,13
6/23/2018,7,6
6/24/2018,5,5
6/25/2018,29,14
6/26/2018,25,15
6/27/2018,26,11
6/28/2018,25,13
6/29/2018,19,12
6/30/2018,10,5
7/1/2018,6,2
7/2/2018,19,9
7/3/2018,23,9
7/4/2018,11,6
7/5/2018,24,11
7/6/2018,25,10
7/7/2018,8,4
7/8/2018,4,1
7/9/2018,23,15
7/10/2018,30,12
7/11/2018,24,12
7/12/2018,33,16
7/13/2018,34,14
7/14/2018,10,5
7/15/2018,7,3
7/16/2018,28,16
7/17/2018,37,17
7/18/2018,43,17
7/19/2018,90,25
7/20/2018,100,33
7/21/2018,19,14
7/22/2018,10,8
7/23/2018,47,15
7/24/2018,43,18
7/25/2018,45,22
7/26/2018,52,27
7/27/2018,47,23
7/28/2018,10,5
7/29/2018,6,3
7/30/2018,37,18
7/31/2018,35,20
8/1/2018,36,21
8/2/2018,42,22
8/3/2018,33,20
8/4/2018,11,6
8/5/2018,7,7
8/6/2018,29,14
8/7/2018,33,18
8/8/2018,33,19
8/9/2018,35,15
8/10/2018,31,13
8/11/2018,11,4
8/12/2018,7,5
8/13/2018,29,11
8/14/2018,27,16
8/15/2018,31,18
8/16/2018,34,19
8/17/2018,26,17
8/18/2018,11,8
8/19/2018,4,6
8/20/2018,28,15
8/21/2018,29,16
8/22/2018,30,15
8/23/2018,28,17
8/24/2018,26,13
8/25/2018,10,7
8/26/2018,5,4
8/27/2018,30,14
8/28/2018,35,19
8/29/2018,37,20
8/30/2018,38,17
8/31/2018,35,17
9/1/2018,10,5
9/1/2018,9,5
9/2/2018,7,5
9/3/2018,8,7
9/4/2018,30,16
9/5/2018,31,19
9/6/2018,30,19
9/7/2018,26,16
9/8/2018,11,7
9/9/2018,5,5
9/10/2018,25,14
9/11/2018,25,14
9/12/2018,30,17
9/13/2018,28,16
9/14/2018,27,19
9/15/2018,12,6
9/16/2018,6,6
9/17/2018,30,15
9/18/2018,31,18
9/19/2018,32,20
9/20/2018,34,17
9/21/2018,33,16
9/22/2018,9,8
9/23/2018,6,4
9/24/2018,29,15
9/25/2018,29,16
9/26/2018,31,16
9/27/2018,30,16
9/28/2018,24,15
9/29/2018,9,9
9/30/2018,7,6
10/1/2018,26,19
10/2/2018,30,16
10/3/2018,28,17
10/4/2018,30,17
10/5/2018,27,16
10/6/2018,7,5
10/7/2018,6,5
10/8/2018,27,14
10/9/2018,31,15
10/10/2018,38,21
10/11/2018,52,27
10/12/2018,39,24
10/13/2018,14,7
10/14/2018,6,5
10/15/2018,30,20
10/16/2018,34,22
10/17/2018,32,21
10/18/2018,30,18
10/19/2018,29,17
10/20/2018,9,7
10/21/2018,5,5
10/22/2018,31,15
10/23/2018,37,19
10/24/2018,90,32
10/25/2018,77,37
10/26/2018,51,26
10/27/2018,14,13
10/28/2018,8,10
10/29/2018,39,20
10/30/2018,41,20
10/31/2018,39,23
11/1/2018,34,20
11/2/2018,36,19
11/3/2018,9,5
11/4/2018,4,5
11/5/2018,31,15
11/6/2018,29,13
11/7/2018,36,17
11/8/2018,32,17
11/9/2018,28,15
11/10/2018,10,4
11/11/2018,6,4
11/12/2018,25,13
11/13/2018,29,17
11/14/2018,28,13
11/15/2018,29,18
11/16/2018,25,15
11/17/2018,7,6
11/18/2018,6,4
11/19/2018,28,15
11/20/2018,37,21
11/21/2018,34,17
11/22/2018,11,5
11/23/2018,19,9
11/24/2018,13,9
11/25/2018,7,8
11/26/2018,31,16
11/27/2018,40,25
11/28/2018,40,24
11/29/2018,41,24
11/30/2018,34,26
12/1/2018,15,15
12/2/2018,8,7
12/3/2018,43,23
12/4/2018,38,18
12/5/2018,20,16
12/6/2018,33,18
12/7/2018,29,19
12/8/2018,11,6
12/9/2018,6,4
12/10/2018,32,18
12/11/2018,29,18
12/12/2018,36,20
12/13/2018,30,17
12/14/2018,27,17
12/15/2018,12,7
12/16/2018,8,3
12/17/2018,29,15
12/18/2018,32,20
12/19/2018,33,17
12/20/2018,34,19
12/21/2018,41,20
12/22/2018,15,10
12/23/2018,11,4
12/24/2018,32,18
12/25/2018,15,12
12/26/2018,39,22
12/27/2018,43,23
12/28/2018,35,16
12/29/2018,11,7
12/30/2018,8,6
12/31/2018,27,11
1/1/2019,11,8
1/2/2019,33,18
1/3/2019,44,29
1/4/2019,38,26
1/5/2019,10,10
1/6/2019,8,5
1/7/2019,33,20
1/8/2019,32,19
1/9/2019,33,19
1/10/2019,29,17
1/11/2019,30,16
1/12/2019,8,9
1/13/2019,6,5
1/14/2019,28,13
1/15/2019,33,17
1/16/2019,30,17
1/17/2019,31,14
1/18/2019,32,16
1/19/2019,10,9
1/20/2019,7,6
1/21/2019,12,7
1/22/2019,31,15
1/23/2019,27,17
1/24/2019,26,15
1/25/2019,26,16
1/26/2019,9,6
1/27/2019,7,4
1/28/2019,26,12
1/29/2019,34,19
1/30/2019,70,29
1/31/2019,71,27
2/1/2019,41,21
2/2/2019,11,8
2/3/2019,6,5
2/4/2019,30,17
2/5/2019,35,17
2/6/2019,36,13
2/7/2019,28,16
2/8/2019,25,14
2/9/2019,11,9
2/10/2019,4,5
2/11/2019,24,15
2/12/2019,25,15
2/13/2019,26,13
2/14/2019,25,14
2/15/2019,28,15
2/16/2019,12,5
2/17/2019,5,5
2/18/2019,10,9
2/19/2019,23,13
2/20/2019,22,14
2/21/2019,30,14
2/22/2019,32,15
2/23/2019,11,9
2/24/2019,7,5
2/25/2019,27,16
2/26/2019,25,16
2/27/2019,26,15
2/28/2019,26,16
3/1/2019,29,14
3/2/2019,10,7
3/3/2019,6,4
3/4/2019,26,16
3/5/2019,27,15
3/6/2019,20,13
3/7/2019,23,11
3/8/2019,20,15
3/9/2019,6,5
3/10/2019,6,4
3/11/2019,24,15
3/12/2019,26,14
3/13/2019,26,16
3/14/2019,28,18
3/15/2019,35,23
3/16/2019,11,8
3/17/2019,4,3
3/18/2019,32,19
3/19/2019,33,20
3/20/2019,34,21
3/21/2019,35,22
3/22/2019,32,22
3/23/2019,9,6
3/24/2019,6,4
3/25/2019,25,15
3/26/2019,31,19
3/27/2019,25,16
3/28/2019,26,18
3/29/2019,28,17
3/30/2019,8,8
3/31/2019,7,6
4/1/2019,26,18
4/2/2019,32,21
4/3/2019,26,21
4/4/2019,27,18
4/5/2019,29,17
4/6/2019,7,9
4/7/2019,4,6
4/8/2019,25,16
4/9/2019,25,17
4/10/2019,25,16
4/11/2019,27,17
4/12/2019,27,15
4/13/2019,11,8
4/14/2019,8,4
4/15/2019,25,17
4/16/2019,27,19
4/17/2019,30,19
4/18/2019,31,20
4/19/2019,23,11
4/20/2019,7,5
4/21/2019,7,5
4/22/2019,30,17
4/23/2019,41,21
4/24/2019,84,35
4/25/2019,100,54
4/26/2019,64,35
4/27/2019,15,11
4/28/2019,10,6
4/29/2019,37,22
4/30/2019,45,22
5/1/2019,43,26
5/1/2019,43,27
5/2/2019,38,23
5/3/2019,42,26
5/4/2019,13,9
5/5/2019,7,6
5/6/2019,32,22
5/7/2019,36,19
5/8/2019,31,19
5/9/2019,35,19
5/10/2019,32,21
5/11/2019,10,7
5/12/2019,7,5
5/13/2019,38,23
5/14/2019,36,23
5/15/2019,31,21
5/16/2019,36,20
5/17/2019,34,19
5/18/2019,13,6
5/19/2019,6,4
5/20/2019,28,15
5/21/2019,32,19
5/22/2019,24,15
5/23/2019,28,18
5/24/2019,21,15
5/25/2019,10,5
5/26/2019,6,6
5/27/2019,8,7
5/28/2019,23,12
5/29/2019,22,15
5/30/2019,21,14
5/31/2019,29,16
6/1/2019,6,7
6/2/2019,3,4
6/3/2019,29,18
6/4/2019,33,22
6/5/2019,32,16
6/6/2019,31,15
6/7/2019,37,19
6/8/2019,14,11
6/9/2019,9,8
6/10/2019,34,25
6/11/2019,39,16
6/12/2019,28,20
6/13/2019,31,18
6/14/2019,27,14
6/15/2019,9,7
6/16/2019,5,5
6/17/2019,27,15
6/18/2019,32,20
6/19/2019,36,21
6/20/2019,38,20
6/21/2019,37,17
6/22/2019,11,9
6/23/2019,5,4
6/24/2019,29,17
6/25/2019,34,21
6/26/2019,37,17
6/27/2019,29,14
6/28/2019,30,18
6/29/2019,10,7
6/30/2019,7,4
7/1/2019,35,14
7/2/2019,28,15
7/3/2019,29,16
7/4/2019,12,8
7/5/2019,26,11
7/6/2019,8,7
7/7/2019,7,5
7/8/2019,24,15
7/9/2019,30,17
7/10/2019,33,17
7/11/2019,36,17
7/12/2019,34,23
7/13/2019,12,8
7/14/2019,8,5
7/15/2019,35,19
7/16/2019,38,20
7/17/2019,38,21
7/18/2019,85,33
7/19/2019,100,39
7/20/2019,19,8
7/21/2019,11,5
7/22/2019,40,23
7/23/2019,40,24
7/24/2019,35,23
7/25/2019,35,21
7/26/2019,35,23
7/27/2019,8,9
7/28/2019,8,5
7/29/2019,29,18
7/30/2019,31,20
7/31/2019,38,23
8/1/2019,35,24
8/2/2019,32,20
8/3/2019,7,5
8/4/2019,7,6
8/5/2019,38,26
8/6/2019,44,29
8/7/2019,38,26
8/8/2019,33,21
8/9/2019,35,21
8/10/2019,11,7
8/11/2019,7,4
8/12/2019,31,17
8/13/2019,39,23
8/14/2019,38,22
8/15/2019,42,23
8/16/2019,34,22
8/17/2019,12,7
8/18/2019,10,5
8/19/2019,31,17
8/20/2019,33,19
8/21/2019,34,19
8/22/2019,31,18
8/23/2019,35,17
8/24/2019,11,9
8/25/2019,10,5
8/26/2019,30,17
8/27/2019,32,16
8/28/2019,31,16
8/29/2019,28,19
8/30/2019,31,17
8/31/2019,9,6
9/1/2019,7,5
9/2/2019,10,7
9/3/2019,26,14
9/4/2019,27,14
9/5/2019,33,20
9/6/2019,29,20
9/7/2019,8,3
9/8/2019,5,6
9/9/2019,29,16
9/10/2019,26,20
9/11/2019,33,18
9/12/2019,36,22
9/13/2019,33,17
9/14/2019,8,7
9/15/2019,7,4
9/16/2019,24,13
9/17/2019,25,17
9/18/2019,34,17
9/19/2019,55,31
9/20/2019,39,21
9/21/2019,11,7
9/22/2019,7,6
9/23/2019,30,19
9/24/2019,29,19
9/25/2019,30,16
9/26/2019,30,16
9/27/2019,24,17
9/28/2019,10,7
9/29/2019,9,2
9/30/2019,23,17
10/1/2019,31,15
10/2/2019,34,21
10/3/2019,37,19
10/4/2019,30,22
10/5/2019,9,8
10/6/2019,6,4
10/7/2019,26,18
10/8/2019,30,16
10/9/2019,26,15
10/10/2019,33,19
10/11/2019,35,17
10/12/2019,12,6
10/13/2019,6,6
10/14/2019,25,15
10/15/2019,34,21
10/16/2019,34,15
10/17/2019,31,15
10/18/2019,34,20
10/19/2019,12,7
10/20/2019,6,7
10/21/2019,37,16
10/22/2019,45,22
10/23/2019,89,33
10/24/2019,73,35
10/25/2019,52,30
10/26/2019,54,31
10/27/2019,21,13
10/28/2019,68,37
10/29/2019,52,29
10/30/2019,46,24
10/31/2019,43,25
11/1/2019,37,21
11/2/2019,12,7
11/3/2019,9,6
11/4/2019,37,22
11/5/2019,37,23
11/6/2019,34,22
11/7/2019,34,21
11/8/2019,34,22
11/9/2019,13,10
11/10/2019,8,6
11/11/2019,28,20
11/12/2019,39,23
11/13/2019,38,23
11/14/2019,34,22
11/15/2019,42,26
11/16/2019,18,14
11/17/2019,10,9
11/18/2019,42,26
11/19/2019,45,25
11/20/2019,36,22
11/21/2019,37,21
11/22/2019,35,22
11/23/2019,11,7
11/24/2019,4,6
11/25/2019,35,22
11/26/2019,39,25
11/27/2019,36,20
11/28/2019,14,13
11/29/2019,19,11
11/30/2019,7,9
12/1/2019,6,6
12/2/2019,34,18
12/3/2019,35,19
12/4/2019,34,25
12/5/2019,31,19
12/6/2019,32,20
12/7/2019,11,9
12/8/2019,6,6
12/9/2019,29,19
12/10/2019,29,19
12/11/2019,23,19
12/12/2019,32,20
12/13/2019,36,22
12/14/2019,16,9
12/15/2019,9,6
12/16/2019,38,25
12/17/2019,38,23
12/18/2019,34,21
12/19/2019,38,24
12/20/2019,36,25
12/21/2019,12,9
12/22/2019,9,7
12/23/2019,31,22
12/24/2019,29,18
12/25/2019,13,8
12/26/2019,32,22
12/27/2019,35,24
12/28/2019,13,10
12/29/2019,9,8
12/30/2019,33,20
12/31/2019,35,22
1/1/2020,13,12
1/1/2020,7,6
1/2/2020,24,15
1/3/2020,21,14
1/4/2020,7,5
1/5/2020,3,5
1/6/2020,21,11
1/7/2020,21,13
1/8/2020,24,15
1/9/2020,24,17
1/10/2020,24,17
1/11/2020,5,6
1/12/2020,4,4
1/13/2020,21,14
1/14/2020,23,15
1/15/2020,23,16
1/16/2020,26,19
1/17/2020,29,18
1/18/2020,9,7
1/19/2020,6,5
1/20/2020,8,6
1/21/2020,21,15
1/22/2020,22,17
1/23/2020,23,16
1/24/2020,22,13
1/25/2020,8,7
1/26/2020,4,3
1/27/2020,23,14
1/28/2020,27,16
1/29/2020,47,26
1/30/2020,57,31
1/31/2020,35,24
2/1/2020,12,7
2/2/2020,5,5
2/3/2020,28,17
2/4/2020,35,28
2/5/2020,46,27
2/6/2020,41,26
2/7/2020,39,27
2/8/2020,12,8
2/9/2020,7,7
2/10/2020,37,25
2/11/2020,54,34
2/12/2020,53,28
2/13/2020,49,29
2/14/2020,45,25
2/15/2020,12,10
2/16/2020,6,6
2/17/2020,14,10
2/18/2020,31,21
2/19/2020,36,22
2/20/2020,34,20
2/21/2020,35,25
2/22/2020,11,8
2/23/2020,8,7
2/24/2020,43,30
2/25/2020,51,31
2/26/2020,48,32
2/27/2020,61,39
2/28/2020,67,56
2/29/2020,16,19
3/1/2020,10,11
3/2/2020,56,37
3/3/2020,51,36
3/4/2020,41,29
3/5/2020,38,28
3/6/2020,42,32
3/7/2020,10,10
3/8/2020,8,8
3/9/2020,62,44
3/10/2020,52,42
3/11/2020,44,38
3/12/2020,67,63
3/13/2020,72,63
3/14/2020,23,28
3/15/2020,13,17
3/16/2020,64,56
3/17/2020,56,50
3/18/2020,58,53
3/19/2020,52,49
3/20/2020,52,43
3/21/2020,15,22
3/22/2020,10,14
3/23/2020,48,47
3/24/2020,50,44
3/25/2020,52,41
3/26/2020,42,36
3/27/2020,40,37
3/28/2020,13,15
3/29/2020,9,11
3/30/2020,46,35
3/31/2020,46,37
4/1/2020,40,36
4/2/2020,36,34
4/3/2020,33,28
4/4/2020,9,14
4/5/2020,8,10
4/6/2020,39,34
4/7/2020,39,34
4/8/2020,35,29
4/9/2020,38,31
4/10/2020,19,15
4/11/2020,7,8
4/12/2020,7,7
4/13/2020,33,26
4/14/2020,37,31
4/15/2020,36,30
4/16/2020,39,34
4/17/2020,47,32
4/18/2020,12,12
4/19/2020,8,10
4/20/2020,32,27
4/21/2020,37,29
4/22/2020,34,29
4/23/2020,36,30
4/24/2020,33,26
4/25/2020,12,11
4/26/2020,8,10
4/27/2020,35,26
4/28/2020,39,28
4/29/2020,73,41
4/30/2020,70,46
5/1/2020,41,31
5/2/2020,10,11
5/3/2020,9,8
5/4/2020,33,24
5/5/2020,35,30
5/6/2020,35,28
5/7/2020,32,28
5/8/2020,31,26
5/9/2020,9,11
5/10/2020,6,8
5/11/2020,29,23
5/12/2020,33,28
5/13/2020,34,27
5/14/2020,31,25
5/15/2020,30,23
5/16/2020,10,10
5/17/2020,5,7
5/18/2020,31,25
5/19/2020,29,25
5/20/2020,30,27
5/21/2020,29,23
5/22/2020,27,22
5/23/2020,7,9
5/24/2020,5,6
5/25/2020,7,8
5/26/2020,27,23
5/27/2020,30,25
5/28/2020,28,22
5/29/2020,24,20
5/30/2020,6,9
5/31/2020,5,5
6/1/2020,25,20
6/2/2020,26,19
6/3/2020,27,20
6/4/2020,26,21
6/5/2020,28,22
6/6/2020,9,10
6/7/2020,5,8
6/8/2020,27,22
6/9/2020,31,27
6/10/2020,40,30
6/11/2020,42,32
6/12/2020,38,28
6/13/2020,9,9
6/14/2020,6,6
6/15/2020,26,20
6/16/2020,31,25
6/17/2020,32,24
6/18/2020,28,22
6/19/2020,31,25
6/20/2020,8,8
6/21/2020,6,5
6/22/2020,35,25
6/23/2020,40,30
6/24/2020,35,26
6/25/2020,31,22
6/26/2020,35,27
6/27/2020,9,10
6/28/2020,7,6
6/29/2020,29,23
6/30/2020,29,24
7/1/2020,31,23
7/2/2020,32,24
7/3/2020,14,11
7/4/2020,6,8
7/5/2020,6,7
7/6/2020,33,25
7/7/2020,37,28
7/8/2020,36,26
7/9/2020,36,29
7/10/2020,37,28
7/11/2020,11,10
7/12/2020,8,9
7/13/2020,36,27
7/14/2020,40,30
7/15/2020,39,28
7/16/2020,38,28
7/17/2020,39,25
7/18/2020,12,9
7/19/2020,7,8
7/20/2020,44,29
7/21/2020,54,32
7/22/2020,100,49
7/23/2020,87,45
7/24/2020,58,32
7/25/2020,11,10
7/26/2020,8,8
7/27/2020,37,26
7/28/2020,35,27
7/29/2020,34,23
7/30/2020,39,27
7/31/2020,57,36
8/1/2020,21,26
8/2/2020,11,15
8/3/2020,84,76
8/4/2020,65,61
8/5/2020,45,41
8/6/2020,38,36
8/7/2020,41,35
8/8/2020,13,11
8/9/2020,8,10
8/10/2020,38,29
8/11/2020,41,31
8/12/2020,40,33
8/13/2020,35,31
8/14/2020,30,24
8/15/2020,7,11
8/16/2020,6,8
8/17/2020,30,24
8/18/2020,33,28
8/19/2020,32,27
8/20/2020,35,28
8/21/2020,35,30
8/22/2020,12,11
8/23/2020,6,9
8/24/2020,34,28
8/25/2020,33,27
8/26/2020,39,30
8/27/2020,58,40
8/28/2020,52,36
8/29/2020,15,12
8/30/2020,11,11
8/31/2020,40,34
9/1/2020,41,39
9/1/2020,50,48
9/2/2020,53,44
9/3/2020,60,49
9/4/2020,70,55
9/5/2020,16,18
9/6/2020,7,10
9/7/2020,13,12
9/8/2020,60,46
9/9/2020,62,46
9/10/2020,46,41
9/11/2020,46,37
9/12/2020,12,11
9/13/2020,9,7
9/14/2020,61,42
9/15/2020,43,36
9/16/2020,44,32
9/17/2020,41,33
9/18/2020,42,37
9/19/2020,10,12
9/20/2020,7,8
9/21/2020,51,46
9/22/2020,46,47
9/23/2020,41,39
9/24/2020,38,34
9/25/2020,35,31
9/26/2020,10,11
9/27/2020,6,7
9/28/2020,32,27
9/29/2020,33,27
9/30/2020,33,28
10/1/2020,32,27
10/2/2020,37,30
10/3/2020,9,9
10/4/2020,6,6
10/5/2020,28,26
10/6/2020,32,26
10/7/2020,33,25
10/8/2020,30,23
10/9/2020,34,25
10/10/2020,9,10
10/11/2020,6,7
10/12/2020,35,28
10/13/2020,38,31
10/14/2020,35,25
10/15/2020,29,26
10/16/2020,30,24
10/17/2020,11,8
10/18/2020,5,7
10/19/2020,28,25
10/20/2020,30,26
10/21/2020,30,23
10/22/2020,25,22
10/23/2020,26,20
10/24/2020,9,9
10/25/2020,6,5
10/26/2020,34,25
10/27/2020,75,36
10/28/2020,67,43
10/29/2020,43,33
10/30/2020,39,29
10/31/2020,9,9
11/1/2020,6,6
11/2/2020,32,27
11/3/2020,32,26
11/4/2020,32,24
11/5/2020,39,28
11/6/2020,36,27
11/7/2020,7,10
11/8/2020,7,6
11/9/2020,43,38
11/10/2020,38,40
11/11/2020,37,31
11/12/2020,31,30
11/13/2020,29,27
11/14/2020,8,11
11/15/2020,6,8
11/16/2020,29,26
11/17/2020,26,26
11/18/2020,25,24
11/19/2020,27,24
11/20/2020,26,24
11/21/2020,8,9
11/22/2020,5,7
11/23/2020,26,23
11/24/2020,31,31
11/25/2020,26,26
11/26/2020,12,14
11/27/2020,18,20
11/28/2020,8,10
11/29/2020,5,7
