Date,Price,TV,TC,TPC,TNC,NC,NPC,NNC,SI,SIR,VMP,PCR,SVI - T,SVI - S,SVI,SHOUT
1/2/2015,27.333,53143770,,,,979,27,-23,245672046.2,1.370913735,0.3325175,0.688274038,23.11111111,11.42857143,34.53968254,5864840000
1/5/2015,26.562,64210880,,,,1367,44,-13,246168892.4,1.338198573,0.36485,0.610288312,28.88888889,14.28571429,43.17460317,5864840000
1/6/2015,26.565,65682250,,,,1966,64,-28,246665738.7,1.305483411,0.3704925,0.54081681,24.55555556,14.28571429,38.84126984,5864840000
1/7/2015,26.938,39983350,,,,2298,124,-39,247162584.9,1.272768249,0.3593275,0.538039279,24.55555556,11.42857143,35.98412698,5864840000
1/8/2015,27.972,59168760,,,,2099,112,-29,247659431.1,1.240053086,0.3432025,0.44727522,26,14.28571429,40.28571429,5864840000
1/9/2015,28.003,53645730,,,,2521,169,-42,248156277.3,1.207337924,0.34917,0.541587837,30.33333333,12.85714286,43.19047619,5864840000
1/12/2015,27.312,49571170,,,,1119,49,-13,248653123.6,1.174622762,0.376154,0.614831992,21.66666667,11.42857143,33.0952381,5864840000
1/13/2015,27.555,66969980,,,,2002,116,-43,249149969.8,1.1419076,0.3679255,0.587992991,24.55555556,12.85714286,37.41269841,5864840000
1/14/2015,27.45,48728190,,,,2602,189,-103,249646816,1.109192438,0.3799865,0.839509601,27.44444444,12.85714286,40.3015873,5864840000
1/15/2015,26.705,59808470,,,,2445,88,-92,249646816,1.109192438,0.405029,0.60033284,21.66666667,11.42857143,33.0952381,5864840000
1/16/2015,26.497,78453330,,,,2248,88,-88,248126785.3,1.074096409,0.374766,0.556522092,26,14.28571429,40.28571429,5864840000
1/20/2015,27.18,49742320,,,,1437,52,-18,246606754.7,1.03900038,0.3479945,0.463331993,24.55555556,11.42857143,35.98412698,5864840000
1/21/2015,27.388,48482860,,,,1900,109,-18,245086724,1.003904351,0.3501785,0.52337906,26,12.85714286,38.85714286,5864840000
1/22/2015,28.1,53717440,,,,2474,88,-20,243566693.3,0.968808322,0.3249785,0.417830647,28.88888889,11.42857143,40.31746032,5864840000
1/23/2015,28.245,46420020,,,,2224,166,-38,242046662.7,0.933712294,0.327886,0.461212403,27.44444444,14.28571429,41.73015873,5824748000
1/26/2015,28.275,55457420,,,,1504,80,-15,240526632,0.898616265,0.3660775,0.4585598,28.88888889,12.85714286,41.74603175,5824748000
1/27/2015,27.285,92326640,,,,2159,174,-35,239006601.3,0.863520236,0.3988055,0.567720841,70.77777778,22.85714286,93.63492063,5824748000
1/28/2015,28.827,146184300,,,,6198,878,-108,237486570.7,0.828424207,0.281087,0.527971623,96.77777778,47.14285714,143.9206349,5824748000
1/29/2015,29.725,84132130,,,,4143,510,-70,235966540,0.793328178,0.2611695,0.419039728,53.44444444,28.57142857,82.01587302,5824748000
1/30/2015,29.29,83646800,6169,866,-329,2539,156,-47,235966540,0.793328178,0.281964,0.471892304,43.33333333,21.42857143,64.76190476,5824748000
2/2/2015,29.657,62542440,1657,159,-68,1361,46,-15,236900822.7,0.833148554,0.2601985,0.450364396,31.77777778,11.42857143,43.20634921,5824748000
2/3/2015,29.663,51842080,4275,446,-297,2659,174,-40,237835105.3,0.87296893,0.247731,0.50149766,31.77777778,15.71428571,47.49206349,5824748000
2/4/2015,29.89,69975180,4576,387,-246,2107,101,-21,238769388,0.912789306,0.2532685,0.242758512,31.77777778,18.57142857,50.34920635,5824748000
2/5/2015,29.985,42197110,6158,638,-326,2374,129,-22,239703670.7,0.952609682,0.244893,0.697930099,28.88888889,17.14285714,46.03174603,5824748000
2/6/2015,29.733,43633660,4264,325,-245,2054,92,-28,240637953.3,0.992430058,0.257374,0.587638036,31.77777778,17.14285714,48.92063492,5824748000
2/9/2015,29.93,37900780,1510,123,-69,1275,38,-8,241572236,1.032250434,0.244742,0.671346329,24.55555556,11.42857143,35.98412698,5824748000
2/10/2015,30.505,61845390,4948,439,-192,2111,115,-26,242506518.7,1.07207081,0.231041,0.519218948,30.33333333,18.57142857,48.9047619,5824748000
2/11/2015,31.22,73278020,8640,1522,-265,3288,304,-53,243440801.3,1.111891186,0.2328735,0.463086883,39,25.71428571,64.71428571,5824748000
2/12/2015,31.615,74374630,7281,956,-323,3351,152,-41,244375084,1.151711562,0.232024,0.429928636,41.88888889,24.28571429,66.17460317,5824748000
2/13/2015,31.77,53955650,4879,481,-155,3220,109,-34,244375084,1.151711562,0.230399,0.496251653,37.55555556,21.42857143,58.98412698,5824748000
2/17/2015,31.958,63014110,4161,184,-75,2262,66,-15,250189186.5,1.153017932,0.238662,0.439456394,36.11111111,20,56.11111111,5824748000
2/18/2015,32.179,44695980,6515,379,-169,3093,154,-32,256003289,1.154324303,0.2259905,0.392117357,33.22222222,18.57142857,51.79365079,5824748000
2/19/2015,32.112,37295460,5569,322,-283,2584,155,-32,261817391.5,1.155630673,0.226932,0.510611945,33.22222222,18.57142857,51.79365079,5824748000
2/20/2015,32.374,48878410,5212,344,-202,2046,108,-35,267631494,1.156937044,0.22553,0.449904423,33.22222222,17.14285714,50.36507937,5824748000
2/23/2015,33.25,73089250,3546,142,-46,1737,127,-6,273445596.5,1.158243414,0.245756,0.48702363,34.66666667,21.42857143,56.0952381,5824748000
2/24/2015,33.042,69109410,8625,903,-275,2884,177,-22,279259699,1.159549784,0.242042,0.40541158,41.88888889,22.85714286,64.74603175,5824748000
2/25/2015,32.197,74555120,7121,539,-602,3009,160,-61,285073801.5,1.160856155,0.257,0.563631832,34.66666667,20,54.66666667,5824748000
2/26/2015,32.604,91171830,7056,545,-936,2858,123,-98,290887904,1.162162525,0.26324,0.552006626,39,20,59,5824748000
2/27/2015,32.115,61931350,9382,557,-1056,3076,166,-71,290887904,1.162162525,0.2661445,0.663601018,34.66666667,20,54.66666667,5824748000
3/2/2015,32.272,48042680,4807,124,-176,2761,70,-22,287785600,1.160404949,0.2618895,0.520727693,30.33333333,17.14285714,47.47619048,5824748000
3/3/2015,32.34,37749900,5236,358,-194,3054,125,-43,284683296,1.158647372,0.256464,0.643666414,28.88888889,18.57142857,47.46031746,5824748000
3/4/2015,32.135,31588480,7323,558,-352,3018,135,-63,281580992,1.156889796,0.257628,0.511608156,30.33333333,15.71428571,46.04761905,5824748000
3/5/2015,31.603,56391280,6968,326,-204,3155,158,-61,278478688,1.15513222,0.268007,0.459629949,27.44444444,18.57142857,46.01587302,5824748000
3/6/2015,31.65,72699680,8440,245,-312,3115,172,-38,275376384,1.153374643,0.2778575,0.555072293,36.11111111,22.85714286,58.96825397,5824748000
3/9/2015,31.785,88410240,8656,157,-100,2644,94,-22,272274080,1.151617067,0.2569835,0.549934471,52,31.42857143,83.42857143,5824748000
3/10/2015,31.128,68720360,41132,860,-678,11867,697,-133,269171776,1.149859491,0.265793,0.583719923,40.44444444,28.57142857,69.01587302,5824748000
3/11/2015,30.56,68812690,15327,441,-544,5426,258,-58,266069472,1.148101914,0.274724,0.706553082,37.55555556,24.28571429,61.84126984,5824748000
3/12/2015,31.112,48233270,12050,367,-1180,4711,201,-137,262967168,1.146344338,0.2615345,0.660087157,33.22222222,20,53.22222222,5824748000
3/13/2015,30.897,51744670,8922,311,-409,3167,116,-52,262967168,1.146344338,0.2681445,0.702928341,30.33333333,17.14285714,47.47619048,5824748000
3/16/2015,31.237,35816300,3325,89,-90,1601,44,-9,262591160,1.166974159,0.2663685,0.569030853,28.88888889,14.28571429,43.17460317,5824748000
3/17/2015,31.76,50891230,7333,323,-371,2729,145,-49,262215152,1.18760398,0.2740225,0.470184941,30.33333333,17.14285714,47.47619048,5824748000
3/18/2015,32.118,65118170,7696,360,-273,2835,146,-59,261839144,1.208233801,0.264252,0.505743111,31.77777778,15.71428571,47.49206349,5824748000
3/19/2015,31.874,45674520,5228,349,-176,2413,124,-39,261463136,1.228863622,0.2689015,0.531343406,26,15.71428571,41.71428571,5824748000
3/20/2015,31.475,68516180,5310,285,-292,2281,89,-35,261087128,1.249493443,0.266475,0.641633266,30.33333333,17.14285714,47.47619048,5824748000
3/23/2015,31.802,37597600,2786,128,-59,1412,44,-11,260711120,1.270123263,0.2674335,0.585479981,26,12.85714286,38.85714286,5824748000
3/24/2015,31.673,32747200,4772,340,-185,2087,112,-44,260335112,1.290753084,0.2714235,0.540975613,26,14.28571429,40.28571429,5824748000
3/25/2015,30.845,51505600,4463,244,-170,1985,131,-29,259959104,1.311382905,0.306628,0.565006775,18.77777778,15.71428571,34.49206349,5824748000
3/26/2015,31.06,47409610,6081,305,-395,2132,104,-37,259583096,1.332012726,0.3103825,0.678430969,27.44444444,17.14285714,44.58730159,5824748000
3/27/2015,30.812,39471720,5310,298,-196,2701,76,-30,259207088,1.352642547,0.3243275,0.764553915,24.55555556,12.85714286,37.41269841,5824748000
3/30/2015,31.593,46974980,2919,90,-130,1407,48,-9,258831080,1.373272368,0.311981,0.516072485,26,14.28571429,40.28571429,5824748000
3/31/2015,31.108,42019420,5195,404,-190,2635,143,-62,258831080,1.373272368,0.3094355,0.611145674,24.55555556,14.28571429,38.84126984,5824748000
4/1/2015,31.062,40463140,4873,287,-198,2580,120,-51,258875855.6,1.428834882,0.315993,0.728916245,24.55555556,14.28571429,38.84126984,5824748000
4/2/2015,31.33,32171410,4911,301,-245,2113,135,-25,258920631.1,1.484397396,0.3102135,0.620689864,23.11111111,14.28571429,37.3968254,5824748000
4/6/2015,31.837,36917490,2902,88,-270,1040,37,-10,258965406.7,1.539959911,0.3150495,0.479253427,23.11111111,14.28571429,37.3968254,5824748000
4/7/2015,31.503,34894810,4548,353,-189,2112,103,-18,259010182.2,1.595522425,0.3215575,0.588871314,26,14.28571429,40.28571429,5824748000
4/8/2015,31.4,37272090,7825,275,-330,2562,116,-33,259054957.8,1.651084939,0.3276955,0.594376118,24.55555556,15.71428571,40.26984127,5824748000
4/9/2015,31.64,32244360,12100,288,-372,3382,116,-35,259099733.3,1.706647453,0.325766,0.544128477,24.55555556,15.71428571,40.26984127,5824748000
4/10/2015,31.775,40125760,13537,484,-505,3923,199,-40,259144508.9,1.762209968,0.324384,0.498834091,31.77777778,17.14285714,48.92063492,5824748000
4/13/2015,31.712,36248620,4042,280,-82,1644,83,-9,259189284.4,1.817772482,0.328547,0.485148376,28.88888889,17.14285714,46.03174603,5824748000
4/14/2015,31.575,25418280,7487,458,-261,2908,178,-52,259234060,1.873334996,0.3258715,0.621744952,27.44444444,15.71428571,43.15873016,5824748000
4/15/2015,31.695,28922420,5308,570,-268,3019,190,-35,259234060,1.873334996,0.3167385,0.728315124,24.55555556,14.28571429,38.84126984,5824748000
4/16/2015,31.542,28020240,4974,581,-255,2545,178,-40,258099364.8,1.790835166,0.310103,0.520655517,26,14.28571429,40.28571429,5824748000
4/17/2015,31.188,51481310,6174,327,-255,2545,118,-32,256964669.6,1.708335336,0.3288265,0.577752662,24.55555556,14.28571429,38.84126984,5824748000
4/20/2015,31.9,46975110,3082,102,-64,1258,46,-15,255829974.4,1.625835506,0.2994165,0.519541647,28.88888889,14.28571429,43.17460317,5824748000
4/21/2015,31.728,32341380,4880,433,-170,1946,85,-21,254695279.2,1.543335676,0.304924,0.569104135,26,17.14285714,43.14285714,5824748000
4/22/2015,32.155,37575420,4970,333,-213,2294,111,-31,253560584,1.460835847,0.3000145,0.528504405,24.55555556,14.28571429,38.84126984,5824748000
4/23/2015,32.417,45596690,5653,337,-345,2312,94,-36,252425888.8,1.378336017,0.295387,0.406549457,31.77777778,17.14285714,48.92063492,5824748000
4/24/2015,32.57,44209710,9866,615,-248,3337,153,-34,251291193.6,1.295836187,0.314124,0.417987708,36.11111111,20,56.11111111,5824748000
4/27/2015,33.162,95084260,5224,512,-95,1928,146,-21,250156498.4,1.213336357,0.324749,0.490091939,79.44444444,30,109.4444444,5824748000
4/28/2015,32.64,118693700,21912,5069,-1093,5693,900,-73,249021803.2,1.130836527,0.246208,0.53276191,82.33333333,35.71428571,118.047619,5866161000
4/29/2015,32.16,63063240,12621,1889,-1095,3730,334,-69,247887108,1.048336697,0.24488,0.508855272,40.44444444,24.28571429,64.73015873,5761030000
4/30/2015,31.288,82924980,12309,719,-879,3417,151,-68,247887108,1.048336697,0.2701405,0.581404723,36.11111111,21.42857143,57.53968254,5761030000
5/1/2015,32.237,57349000,11157,627,-848,2375,173,-49,254245490.8,1.102349261,0.2452985,0.610007474,40.44444444,20,60.44444444,5761030000
5/4/2015,32.175,50905020,2706,188,-113,1312,39,-3,260603873.6,1.156361824,0.230008,0.528872639,30.77294686,17.39130435,48.16425121,5761030000
5/5/2015,31.45,49127770,5624,310,-274,2035,87,-29,266962256.4,1.210374388,0.2451305,0.501974276,31.65217391,17.39130435,49.04347826,5761030000
5/6/2015,31.253,72037370,7603,444,-577,2251,96,-37,273320639.2,1.264386951,0.2649655,0.304815695,30.77294686,18.26086957,49.03381643,5761030000
5/7/2015,31.315,42653920,7079,495,-653,2188,123,-24,279679022,1.318399514,0.242206,0.580558749,29.89371981,16.52173913,46.41545894,5761030000
5/8/2015,31.905,55473820,5064,386,-538,1738,87,-35,286037404.8,1.372412078,0.2189935,0.616901847,31.65217391,17.39130435,49.04347826,5761030000
5/11/2015,31.58,41920740,2193,115,-55,1484,74,-9,292395787.6,1.426424641,0.2250545,0.580341135,26.37681159,14.7826087,41.15942029,5761030000
5/12/2015,31.466,48073450,4039,343,-89,2027,121,-18,298754170.4,1.480437205,0.2257115,0.586718714,26.37681159,16.52173913,42.89855072,5761030000
5/13/2015,31.503,34611600,2814,138,-119,1863,106,-21,305112553.2,1.534449769,0.2201365,0.528884761,24.61835749,13.04347826,37.66183575,5761030000
5/14/2015,32.237,45123920,2938,217,-64,1490,73,-25,311470936,1.588462332,0.2110945,0.543075227,29.01449275,13.91304348,42.92753623,5761030000
5/15/2015,32.193,38128470,3952,273,-81,1642,89,-24,311470936,1.588462332,0.205385,0.54740207,29.01449275,14.7826087,43.79710145,5761030000
5/18/2015,32.548,50723240,2648,313,-120,1529,75,-15,303378385.5,1.556702187,0.195048,0.448449572,26.37681159,15.65217391,42.02898551,5761030000
5/19/2015,32.518,44395440,8893,644,-279,3559,175,-87,295285835,1.524942042,0.1934405,0.65408429,29.89371981,17.39130435,47.28502415,5761030000
5/20/2015,32.515,36261170,7582,355,-296,2576,129,-32,287193284.5,1.493181897,0.1897275,0.464464781,24.61835749,18.26086957,42.87922705,5761030000
5/21/2015,32.847,39589780,4573,364,-247,1904,95,-16,279100734,1.461421752,0.1835415,0.614229914,24.61835749,16.52173913,41.14009662,5761030000
5/22/2015,33.135,45469340,5844,501,-190,1902,90,-19,271008183.5,1.429661607,0.181519,0.538133311,26.37681159,14.7826087,41.15942029,5761030000
5/26/2015,32.405,70544670,4169,144,-34,1653,39,-17,262915633,1.397901462,0.208077,0.660375468,28.1352657,14.7826087,42.9178744,5761030000
5/27/2015,33.011,45771120,8399,640,-645,2880,114,-53,254823082.5,1.366141317,0.1919945,0.624878752,28.1352657,16.52173913,44.65700483,5761030000
5/28/2015,32.945,30678840,11191,629,-495,3091,156,-44,246730532,1.334381172,0.1916075,0.827032859,26.37681159,17.39130435,43.76811594,5761030000
5/29/2015,32.57,50474170,6323,253,-478,2689,98,-31,246730532,1.334381172,0.1948685,0.651278243,23.73913043,13.04347826,36.7826087,5761030000
6/1/2015,32.634,32016020,3168,69,-52,1489,47,-40,246256691.2,1.353925079,0.1918625,0.526976271,24.61835749,13.04347826,37.66183575,5761030000
6/2/2015,32.49,33595980,4709,219,-183,2410,111,-36,245782850.4,1.373468985,0.193415,0.486363248,22.85990338,13.91304348,36.77294686,5761030000
6/3/2015,32.53,30939810,4583,233,-267,2185,107,-16,245309009.6,1.393012892,0.192226,0.539795915,23.73913043,13.91304348,37.65217391,5761030000
6/4/2015,32.34,38335980,6821,288,-544,2650,163,-52,244835168.8,1.412556799,0.2044995,0.672636039,24.61835749,13.04347826,37.66183575,5761030000
6/5/2015,32.162,35577760,7001,222,-314,2266,94,-36,244361328,1.432100706,0.205085,0.714279356,24.61835749,13.91304348,38.53140097,5761030000
6/8/2015,31.95,52609900,5037,117,-102,1939,149,-11,243887487.2,1.451644612,0.21331,0.599225742,28.1352657,15.65217391,43.78743961,5761030000
6/9/2015,31.855,56002840,34810,1126,-845,7410,527,-59,243413646.4,1.471188519,0.2113555,0.609281618,25.49758454,15.65217391,41.14975845,5761030000
6/10/2015,32.22,39029190,17137,715,-931,3262,245,-38,242939805.6,1.490732426,0.1970355,0.623398396,25.49758454,13.91304348,39.41062802,5761030000
6/11/2015,32.147,35344520,10228,464,-397,2474,115,-42,242465964.8,1.510276332,0.202288,0.668555286,22.85990338,13.91304348,36.77294686,5761030000
6/12/2015,31.792,36826260,6947,295,-371,1918,92,-39,241992124,1.529820239,0.2068455,0.750012159,20.22222222,13.04347826,33.26570048,5761030000
6/15/2015,31.73,43896960,3279,174,-114,1103,34,-5,241992124,1.529820239,0.2189685,0.785419741,21.98067633,9.565217391,31.54589372,5761030000
6/16/2015,31.9,31443650,5702,244,-293,1829,103,-17,243290844.4,1.534800739,0.2157205,0.58344053,22.85990338,10.43478261,33.29468599,5761030000
6/17/2015,31.825,32858900,6269,262,-400,1752,86,-25,244589564.8,1.539781239,0.216172,0.876629127,19.34299517,12.17391304,31.51690821,5761030000
6/18/2015,31.97,35363990,6404,770,-466,1901,75,-37,245888285.2,1.54476174,0.2111685,0.858133073,21.98067633,12.17391304,34.15458937,5761030000
6/19/2015,31.65,54361530,6521,734,-323,1743,72,-17,247187005.6,1.54974224,0.214631,0.744358706,21.10144928,11.30434783,32.4057971,5761030000
6/22/2015,31.903,33976180,9434,109,-216,1601,80,-24,248485726,1.55472274,0.202942,0.694744696,20.22222222,12.17391304,32.39613527,5761030000
6/23/2015,31.757,30192140,10103,284,-443,2344,110,-25,249784446.4,1.55970324,0.2054375,0.590789706,21.10144928,11.30434783,32.4057971,5761030000
6/24/2015,32.028,55077520,6996,376,-189,2469,94,-38,251083166.8,1.56468374,0.213043,0.465984906,23.73913043,13.04347826,36.7826087,5761030000
6/25/2015,31.875,31872390,7224,613,-226,2273,82,-25,252381887.2,1.569664241,0.2198775,0.762034084,23.73913043,12.17391304,35.91304348,5761030000
6/26/2015,31.688,43986290,7463,246,-193,2697,76,-34,253680607.6,1.574644741,0.2277905,0.780398932,19.34299517,12.17391304,31.51690821,5761030000
6/29/2015,31.132,49043410,3410,133,-146,1301,55,-8,254979328,1.579625241,0.268879,0.711296691,26.37681159,13.91304348,40.28985507,5761030000
6/30/2015,31.356,44326050,5058,367,-279,2086,134,-24,254979328,1.579625241,0.263184,0.672761216,25.49758454,14.7826087,40.28019324,5761030000
7/1/2015,31.65,30206890,7016,355,-340,3256,201,-110,254260052.9,1.560741485,0.2478955,0.672337852,23.73913043,13.04347826,36.7826087,5761030000
7/2/2015,31.61,27171180,5061,271,-188,2332,85,-36,253540777.8,1.541857729,0.2456195,0.784588804,20.22222222,11.30434783,31.52657005,5761030000
7/6/2015,31.5,27972950,2154,93,-140,955,32,-6,252821502.7,1.522973973,0.247682,0.76666565,21.10144928,12.17391304,33.27536232,5761030000
7/7/2015,31.423,46737090,3325,194,-179,1699,81,-25,252102227.6,1.504090217,0.258171,0.732629936,25.49758454,12.17391304,37.67149758,5761030000
7/8/2015,30.642,60609830,5395,311,-714,1925,103,-48,251382952.4,1.485206461,0.296093,0.699053541,25.49758454,16.52173913,42.01932367,5761030000
7/9/2015,30.017,78291510,7567,675,-690,2700,135,-65,250663677.3,1.466322705,0.3219775,0.76803849,29.01449275,14.7826087,43.79710145,5761030000
7/10/2015,30.82,61292800,9436,753,-1183,2189,123,-52,249944402.2,1.447438949,0.285978,0.891204662,30.77294686,16.52173913,47.29468599,5761030000
7/13/2015,31.415,41365600,3466,475,-249,1498,78,-21,249225127.1,1.428555193,0.259582,0.675952431,26.37681159,13.91304348,40.28985507,5761030000
7/14/2015,31.403,31695870,7727,655,-185,2195,134,-31,248505852,1.409671437,0.2517525,0.770633454,27.25603865,13.91304348,41.16908213,5761030000
7/15/2015,31.705,33559770,4926,307,-235,1865,88,-20,248505852,1.409671437,0.248744,0.820656696,23.73913043,13.04347826,36.7826087,5761030000
7/16/2015,32.127,35987630,5823,423,-281,2312,136,-24,247823848,1.387649792,0.240426,0.634870669,26.37681159,13.91304348,40.28985507,5761030000
7/17/2015,32.405,45970470,5422,515,-252,1874,90,-42,247141844,1.365628146,0.27081,0.379949583,33.41062802,17.39130435,50.80193237,5761030000
7/20/2015,33.018,55204920,4522,366,-95,1223,77,-25,246459840,1.343606501,0.2847055,0.397913135,35.16908213,16.52173913,51.69082126,5761030000
7/21/2015,32.688,73006780,9051,771,-335,2131,232,-64,245777836,1.321584855,0.2826185,0.585855596,82.647343,31.30434783,113.9516908,5761030000
7/22/2015,31.305,115288400,26958,4169,-3902,5918,453,-154,245095832,1.29956321,0.198074,0.616859841,87.92270531,43.47826087,131.4009662,5761030000
7/23/2015,31.29,50832950,11108,1311,-1312,3877,330,-226,244413828,1.277541564,0.205673,0.72016634,43.0821256,24.34782609,67.42995169,5702722000
7/24/2015,31.125,42090320,6408,581,-479,1949,162,-33,243731824,1.255519919,0.21016,0.841374439,31.65217391,20,51.65217391,5702722000
7/27/2015,30.692,44371580,2626,106,-190,1333,54,-24,243049820,1.233498273,0.225024,0.8213586,29.89371981,15.65217391,45.54589372,5702722000
7/28/2015,30.845,33570380,4686,305,-275,2116,100,-47,242367816,1.211476628,0.199367,0.608237986,25.49758454,16.52173913,42.01932367,5702722000
7/29/2015,30.747,36912040,3604,249,-216,2014,94,-20,241685812,1.189454982,0.1963225,0.701422743,24.61835749,14.7826087,39.40096618,5702722000
7/30/2015,30.593,33400950,3204,213,-440,1869,62,-35,241003808,1.167433337,0.2072585,0.727462757,24.61835749,14.7826087,39.40096618,5702722000
7/31/2015,30.325,42832890,4572,286,-242,1695,95,-21,241003808,1.167433337,0.2333765,1.25180631,22.85990338,13.91304348,36.77294686,5702722000
8/3/2015,29.61,69639900,2366,260,-167,1133,40,-13,243113216,1.136569811,0.261075,0.742687289,29.01449275,14.7826087,43.79710145,5702722000
8/4/2015,28.66,123601900,9478,583,-1193,1998,122,-59,245222624,1.105706286,0.293663,0.822836154,43.96135266,26.95652174,70.9178744,5702722000
8/5/2015,28.85,99202400,12555,1115,-2076,2783,196,-192,247332032,1.07484276,0.274823,0.575172646,46.59903382,26.08695652,72.68599034,5702722000
8/6/2015,28.782,52828890,8230,881,-987,2448,207,-98,249441440,1.043979234,0.2704285,0.698426809,38.68599034,21.73913043,60.42512077,5702722000
8/7/2015,28.88,38610120,5533,474,-463,2111,120,-54,251550848,1.013115709,0.2697795,0.838653076,31.65217391,18.26086957,49.91304348,5702722000
8/10/2015,29.93,54851010,2692,185,-102,1193,42,-20,253660256,0.982252183,0.2442535,0.602647136,32.53140097,17.39130435,49.92270531,5702722000
8/11/2015,28.372,96820670,7591,915,-375,2004,122,-45,255769664,0.951388657,0.320632,0.820122978,39.56521739,19.13043478,58.69565217,5702722000
8/12/2015,28.81,101593400,10988,750,-1206,2178,101,-81,257879072,0.920525132,0.30116,0.83880214,39.56521739,20,59.56521739,5702722000
8/13/2015,28.788,48407640,8605,716,-983,1888,87,-63,259988480,0.889661606,0.2756375,0.907339351,33.41062802,18.26086957,51.67149758,5702722000
8/14/2015,28.99,42876370,8733,369,-422,2545,141,-46,259988480,0.889661606,0.2639105,0.739660729,29.89371981,15.65217391,45.54589372,5702722000
8/17/2015,29.29,40827260,3517,180,-176,1168,61,-16,265482714,0.899404228,0.259472,0.662022024,27.25603865,13.91304348,41.16908213,5702722000
8/18/2015,29.125,34525630,6875,371,-574,1761,103,-28,270976948,0.909146849,0.2560345,0.847448407,22.85990338,13.91304348,36.77294686,5702722000
8/19/2015,28.753,48079330,7247,648,-461,1923,109,-26,276471182,0.918889471,0.2630105,0.938553464,24.61835749,14.7826087,39.40096618,5702722000
8/20/2015,28.163,68176940,8651,380,-683,1855,111,-40,281965416,0.928632093,0.302414,0.817522327,26.37681159,15.65217391,42.02898551,5702722000
8/21/2015,26.44,127246600,8497,519,-844,1750,108,-37,287459650,0.938374714,0.430167,0.997563969,43.0821256,27.82608696,70.90821256,5702722000
8/24/2015,25.78,161882500,6682,274,-830,1423,47,-32,292953884,0.948117336,0.5612895,1.047680774,81.76811594,66.08695652,147.8550725,5702722000
8/25/2015,25.935,102731700,15047,1506,-1660,2869,234,-221,298448118,0.957859958,0.5207485,0.754720438,72.97584541,59.13043478,132.1062802,5702722000
8/26/2015,27.423,96531890,8103,611,-663,2216,143,-69,303942352,0.96760258,0.385303,1.0234848,53.63285024,37.39130435,91.02415459,5702722000
8/27/2015,28.23,83825220,6894,550,-478,2123,74,-28,309436586,0.977345201,0.3440505,0.917858528,50.99516908,32.17391304,83.16908213,5702722000
8/28/2015,28.323,53075960,13209,615,-336,3285,170,-66,314930820,0.987087823,0.3431535,0.70869074,38.68599034,26.08695652,64.77294686,5702722000
8/31/2015,28.19,56111590,3539,187,-135,1439,43,-7,314930820,0.987087823,0.350607,0.778573592,31.65217391,19.13043478,50.7826087,5702722000
9/1/2015,26.93,76562170,13108,726,-604,3062,189,-23,321110126.7,1.049790859,0.4467675,0.840986647,36.04830918,24.34782609,60.39613527,5702722000
9/2/2015,28.085,61681250,9632,304,-1081,2552,84,-31,327289433.3,1.112493895,0.357048,0.858792735,35.16908213,21.73913043,56.90821256,5702722000
9/3/2015,27.593,53142590,9215,694,-327,2470,136,-44,333468740,1.175196931,0.3787265,0.955864646,33.41062802,18.26086957,51.67149758,5702722000
9/4/2015,27.317,49904460,9134,507,-429,2410,175,-107,339648046.7,1.237899967,0.401615,0.818423516,25.49758454,18.26086957,43.75845411,5702722000
9/8/2015,28.077,54507300,9050,349,-616,2346,121,-18,345827353.3,1.300603004,0.3696695,0.675949331,34.28985507,18.26086957,52.55072464,5702722000
9/9/2015,27.538,84757780,15783,547,-595,3932,225,-58,352006660,1.36330604,0.3715025,0.738666682,65.06280193,40.86956522,105.9323671,5702722000
9/10/2015,28.142,62800770,67070,1581,-2494,12407,893,-135,358185966.7,1.426009076,0.3375215,0.930484237,49.23671498,32.17391304,81.41062802,5702722000
9/11/2015,28.552,49793750,20060,1021,-393,4959,304,-41,364365273.3,1.488712112,0.322977,0.750460896,33.41062802,22.60869565,56.01932367,5702722000
9/14/2015,28.827,58279570,6487,1408,-159,2025,103,-15,370544580,1.551415148,0.3296465,0.741809193,35.16908213,18.26086957,53.42995169,5702722000
9/15/2015,29.07,43218350,11854,2882,-356,3528,373,-32,370544580,1.551415148,0.31406,0.873213562,32.53140097,20.86956522,53.40096618,5702722000
9/16/2015,29.103,37080720,9449,565,-493,2518,152,-27,368322458.4,1.55279334,0.3043165,0.879482962,29.01449275,17.39130435,46.4057971,5702722000
9/17/2015,28.48,63712340,13197,606,-354,3554,167,-36,366100336.8,1.554171533,0.3243255,0.992315093,32.53140097,20,52.53140097,5702722000
9/18/2015,28.362,73991000,13222,386,-1266,3295,154,-71,363878215.2,1.555549725,0.3329955,0.873851622,29.01449275,19.13043478,48.14492754,5702722000
9/21/2015,28.802,46594220,10678,133,-3464,2489,98,-41,361656093.6,1.556927918,0.3078335,0.684851936,27.25603865,16.52173913,43.77777778,5702722000
9/22/2015,28.35,50278030,21605,545,-1533,4187,194,-54,359433972,1.55830611,0.3379925,0.899198848,26.37681159,19.13043478,45.50724638,5702722000
9/23/2015,28.58,35678360,11287,412,-1774,2848,128,-34,357211850.4,1.559684302,0.3276145,0.883368069,22.85990338,13.91304348,36.77294686,5702722000
9/24/2015,28.75,50061580,9150,442,-432,3000,103,-36,354989728.8,1.561062495,0.340529,0.959107583,22.85990338,14.7826087,37.64251208,5702722000
