date,amazon stock,apple stock,facebook stock,google stock,microsoft stock,netflix stock,AMZN,AAPL,META,FB,GOOGL,MSFT,NFLX
4/11/2016 0:00,25.07142857,32.85714286,34.75862069,48.76,40.85,23,14.72727273,27.67857143,80,75.98684211,82.11494253,23.44827586,0
4/12/2016 0:00,22.28571429,35.71428571,36,51.94,36.55,26.13636364,11.45454545,26.57142857,82,75.98684211,76.87356322,20.68965517,0.024
4/13/2016 0:00,24.14285714,41.42857143,47.17241379,56.18,36.55,24.04545455,14.72727273,29.89285714,83,80.92105263,82.11494253,23.44827586,0.03
4/14/2016 0:00,31.57142857,38.57142857,38.48275862,54.06,27.95,35.54545455,18,26.57142857,96,77.96052632,80.36781609,23.44827586,0
4/15/2016 0:00,26.92857143,35.71428571,32.27586207,47.7,36.55,20.90909091,15.54545455,25.46428571,79,77.96052632,79.49425287,26.20689655,0
4/16/2016 0:00,13.92857143,15.71428571,22.34482759,24.38,19.35,9.409090909,6.545454545,6.642857143,71,84.86842105,73.37931034,9.655172414,0
4/17/2016 0:00,11.14285714,11.42857143,11.17241379,21.2,0,2.090909091,4.909090909,4.428571429,64,84.86842105,64.64367816,4.137931034,0
4/18/2016 0:00,25.07142857,34.28571429,29.79310345,45.58,47.3,59.59090909,20.45454545,26.57142857,87,75,79.49425287,37.24137931,0
4/19/2016 0:00,26,40,37.24137931,60.42,47.3,104.5454545,26.18181818,27.67857143,81,74.01315789,76.87356322,34.48275862,0
4/20/2016 0:00,30.64285714,38.57142857,38.48275862,57.24,47.3,61.68181818,18.81818182,26.57142857,90,74.01315789,76.87356322,35.86206897,0
4/21/2016 0:00,33.42857143,37.14285714,37.24137931,68.9,53.75,44.95454545,18,25.46428571,91,76.97368421,82.98850575,82.75862069,0
4/22/2016 0:00,28.78571429,34.28571429,40.96551724,76.32,105.35,40.77272727,17.18181818,24.35714286,76,75.98684211,87.35632184,110.3448276,0
4/23/2016 0:00,11.14285714,15.71428571,17.37931034,33.92,32.25,8.363636364,7.363636364,6.642857143,62,85.85526316,76,26.20689655,0.1
4/24/2016 0:00,12.07142857,12.85714286,14.89655172,23.32,6.45,10.45454545,3.272727273,4.428571429,62,89.80263158,70.75862069,13.79310345,0
4/25/2016 0:00,28.78571429,32.85714286,33.51724138,59.36,38.7,25.09090909,17.18181818,28.78571429,85,74.01315789,80.36781609,44.13793103,0.045
4/26/2016 0:00,24.14285714,82.85714286,39.72413793,56.18,45.15,26.13636364,17.18181818,85.25,83,79.93421053,78.62068966,52.4137931,0
4/27/2016 0:00,32.5,142.8571429,76.96551724,67.84,58.05,40.77272727,21.27272727,110.7142857,94,77.96052632,81.24137931,49.65517241,0
4/28/2016 0:00,70.57142857,95.71428571,124.137931,65.72,58.05,34.5,81.81818182,59.78571429,94,77.96052632,78.62068966,41.37931034,0
4/29/2016 0:00,92.85714286,90,70.75862069,62.54,40.85,30.31818182,81.81818182,52.03571429,79,83.88157895,79.49425287,40,0.024
4/30/2016 0:00,27.85714286,27.14285714,28.55172414,24.38,27.95,6.272727273,9.818181818,11.07142857,66,87.82894737,69.88505747,15.17241379,0.043
5/1/2016 0:00,18.57142857,20,19.86206897,26.5,4.3,9.409090909,5.727272727,8.857142857,72,88.81578947,72.50574713,9.655172414,0
5/2/2016 0:00,39,61.42857143,44.68965517,57.24,51.6,29.27272727,34.36363636,43.17857143,80,77.96052632,80.36781609,31.72413793,0
5/3/2016 0:00,42.71428571,68.57142857,42.20689655,57.24,47.3,33.45454545,29.45454545,47.60714286,84,82.89473684,77.74712644,33.10344828,0
5/4/2016 0:00,34.35714286,57.14285714,43.44827586,57.24,40.85,17.77272727,26.18181818,38.75,85,87.82894737,79.49425287,34.48275862,0
5/5/2016 0:00,28.78571429,48.57142857,39.72413793,55.12,38.7,21.95454545,22.09090909,33.21428571,99,82.89473684,76.87356322,26.20689655,0
5/6/2016 0:00,29.71428571,51.42857143,38.48275862,56.18,32.25,24.04545455,20.45454545,31,80,81.90789474,76.87356322,28.96551724,0
5/7/2016 0:00,17.64285714,28.57142857,24.82758621,26.5,15.05,7.318181818,8.181818182,9.964285714,64,93.75,67.26436782,11.03448276,0
5/8/2016 0:00,14.85714286,15.71428571,17.37931034,22.26,23.65,5.227272727,4.909090909,4.428571429,62,90.78947368,72.50574713,9.655172414,0
5/9/2016 0:00,32.5,42.85714286,37.24137931,50.88,40.85,21.95454545,22.90909091,29.89285714,78,80.92105263,79.49425287,28.96551724,0
5/10/2016 0:00,50.14285714,47.14285714,45.93103448,56.18,40.85,25.09090909,40.90909091,34.32142857,86,75,74.25287356,30.34482759,0
5/11/2016 0:00,63.14285714,48.57142857,44.68965517,57.24,40.85,19.86363636,46.63636364,29.89285714,89,78.94736842,83.86206897,26.20689655,0
5/12/2016 0:00,45.5,64.28571429,43.44827586,49.82,45.15,33.45454545,36.81818182,39.85714286,98,79.93421053,77.74712644,24.82758621,0
5/13/2016 0:00,42.71428571,60,38.48275862,51.94,40.85,28.22727273,31.90909091,37.64285714,79,80.92105263,80.36781609,33.10344828,0
5/14/2016 0:00,21.35714286,24.28571429,21.10344828,27.56,8.6,8.363636364,11.45454545,9.964285714,73,90.78947368,71.63218391,9.655172414,0
5/15/2016 0:00,23.21428571,20,21.10344828,21.2,10.75,9.409090909,5.727272727,5.535714286,64,85.85526316,72.50574713,5.517241379,0
5/16/2016 0:00,40.85714286,85.71428571,39.72413793,51.94,27.95,26.13636364,29.45454545,59.78571429,83,80.92105263,76.87356322,27.5862069,0.026
5/17/2016 0:00,39.92857143,75.71428571,36,54.06,25.8,27.18181818,25.36363636,46.5,85,81.90789474,78.62068966,35.86206897,0.031
5/18/2016 0:00,37.14285714,48.57142857,38.48275862,56.18,34.4,19.86363636,27,33.21428571,87,77.96052632,78.62068966,30.34482759,0
5/19/2016 0:00,39,52.85714286,39.72413793,51.94,34.4,23,23.72727273,32.10714286,98,82.89473684,80.36781609,28.96551724,0.046
5/20/2016 0:00,31.57142857,48.57142857,37.24137931,54.06,43,25.09090909,22.09090909,33.21428571,86,84.86842105,70.75862069,31.72413793,0
5/21/2016 0:00,13.92857143,21.42857143,17.37931034,27.56,25.8,10.45454545,4.909090909,8.857142857,67,92.76315789,69.01149425,11.03448276,0.026
5/22/2016 0:00,13.92857143,14.28571429,12.4137931,20.14,25.8,7.318181818,7.363636364,5.535714286,61,82.89473684,69.88505747,5.517241379,0
5/23/2016 0:00,25.07142857,44.28571429,29.79310345,43.46,47.3,24.04545455,18.81818182,29.89285714,88,79.93421053,72.50574713,20.68965517,0.023
5/24/2016 0:00,30.64285714,44.28571429,37.24137931,51.94,30.1,29.27272727,21.27272727,37.64285714,91,75.98684211,78.62068966,27.5862069,0
5/25/2016 0:00,27.85714286,51.42857143,34.75862069,47.7,36.55,37.63636364,20.45454545,42.07142857,95,81.90789474,80.36781609,38.62068966,0.038
5/26/2016 0:00,27.85714286,47.14285714,34.75862069,55.12,32.25,39.72727273,22.90909091,38.75,100,86.84210526,75.12643678,20.68965517,0.04
5/27/2016 0:00,28.78571429,44.28571429,36,47.7,32.25,29.27272727,18,37.64285714,77,88.81578947,80.36781609,30.34482759,0
5/28/2016 0:00,14.85714286,17.14285714,19.86206897,28.62,34.4,13.59090909,7.363636364,7.75,61,98.68421053,69.01149425,13.79310345,0
5/29/2016 0:00,10.21428571,12.85714286,13.65517241,22.26,17.2,9.409090909,2.454545455,5.535714286,68,90.78947368,71.63218391,5.517241379,0.058
5/30/2016 0:00,13,15.71428571,17.37931034,24.38,15.05,6.272727273,4.909090909,7.75,79,79.93421053,71.63218391,8.275862069,0
5/31/2016 0:00,27.85714286,34.28571429,29.79310345,39.22,25.8,25.09090909,17.18181818,32.10714286,86,80.92105263,79.49425287,23.44827586,0
6/1/2016 0:00,33.42857143,40,37.24137931,53,36.55,20.90909091,23.72727273,28.78571429,89,81.90789474,71.63218391,28.96551724,0
6/2/2016 0:00,30.64285714,41.42857143,33.51724138,49.82,34.4,28.22727273,21.27272727,28.78571429,99,84.86842105,73.37931034,26.20689655,0
6/3/2016 0:00,26.92857143,32.85714286,32.27586207,47.7,19.35,16.72727273,20.45454545,27.67857143,83,83.88157895,71.63218391,27.5862069,0
6/4/2016 0:00,17.64285714,14.28571429,19.86206897,29.68,19.35,9.409090909,4.909090909,6.642857143,68,93.75,67.26436782,13.79310345,0.034
6/5/2016 0:00,11.14285714,11.42857143,18.62068966,16.96,19.35,5.227272727,3.272727273,5.535714286,62,90.78947368,69.88505747,6.896551724,0
6/6/2016 0:00,27.85714286,37.14285714,31.03448276,42.4,45.15,19.86363636,19.63636364,26.57142857,79,86.84210526,70.75862069,34.48275862,0.03
6/7/2016 0:00,26.92857143,35.71428571,33.51724138,40.28,43,19.86363636,17.18181818,29.89285714,89,84.86842105,76,28.96551724,0
6/8/2016 0:00,29.71428571,34.28571429,28.55172414,44.52,34.4,20.90909091,18,25.46428571,85,82.89473684,69.88505747,30.34482759,0
6/9/2016 0:00,26,37.14285714,29.79310345,46.64,36.55,23,18,25.46428571,96,80.92105263,74.25287356,22.06896552,0
6/10/2016 0:00,21.35714286,32.85714286,32.27586207,38.16,27.95,19.86363636,16.36363636,22.14285714,81,82.89473684,69.88505747,23.44827586,0
6/11/2016 0:00,8.357142857,14.28571429,14.89655172,24.38,23.65,6.272727273,5.727272727,7.75,64,93.75,65.51724138,0,0.031
6/12/2016 0:00,10.21428571,12.85714286,19.86206897,18.02,4.3,4.181818182,1.636363636,5.535714286,64,89.80263158,67.26436782,0,0
6/13/2016 0:00,25.07142857,41.42857143,34.75862069,42.4,215,23,12.27272727,31,77,76.97368421,66.3908046,137.9310345,0
6/14/2016 0:00,22.28571429,35.71428571,37.24137931,41.34,139.75,21.95454545,13.90909091,25.46428571,87,82.89473684,76,62.06896552,0
6/15/2016 0:00,26,31.42857143,33.51724138,40.28,68.8,13.59090909,16.36363636,22.14285714,81,80.92105263,69.01149425,38.62068966,0
6/16/2016 0:00,26.92857143,27.14285714,32.27586207,41.34,45.15,15.68181818,15.54545455,23.25,91,85.85526316,71.63218391,31.72413793,0
6/17/2016 0:00,24.14285714,38.57142857,28.55172414,54.06,60.2,28.22727273,15.54545455,26.57142857,82,85.85526316,70.75862069,33.10344828,0
6/18/2016 0:00,17.64285714,17.14285714,14.89655172,25.44,25.8,10.45454545,3.272727273,7.75,62,92.76315789,64.64367816,8.275862069,0
6/19/2016 0:00,10.21428571,12.85714286,12.4137931,23.32,21.5,11.5,3.272727273,4.428571429,61,91.77631579,64.64367816,8.275862069,0.043
6/20/2016 0:00,24.14285714,28.57142857,32.27586207,38.16,30.1,10.45454545,12.27272727,23.25,73,77.96052632,71.63218391,24.82758621,0
6/21/2016 0:00,22.28571429,31.42857143,36,39.22,40.85,18.81818182,15.54545455,22.14285714,75,79.93421053,73.37931034,28.96551724,0
6/22/2016 0:00,21.35714286,30,40.96551724,36.04,32.25,18.81818182,12.27272727,21.03571429,81,83.88157895,68.13793103,27.5862069,0.027
6/23/2016 0:00,26,32.85714286,37.24137931,46.64,47.3,20.90909091,21.27272727,25.46428571,88,83.88157895,69.01149425,31.72413793,0
6/24/2016 0:00,50.14285714,75.71428571,69.51724138,106,68.8,29.27272727,38.45454545,48.71428571,78,85.85526316,69.88505747,70.34482759,0.058
6/25/2016 0:00,25.07142857,22.85714286,32.27586207,39.22,43,11.5,7.363636364,9.964285714,67,90.78947368,68.13793103,15.17241379,0
6/26/2016 0:00,10.21428571,14.28571429,22.34482759,25.44,27.95,7.318181818,3.272727273,3.321428571,60,89.80263158,65.51724138,8.275862069,0.05
6/27/2016 0:00,39,47.14285714,40.96551724,74.2,43,23,27,33.21428571,76,77.96052632,68.13793103,40,0
6/28/2016 0:00,32.5,41.42857143,44.68965517,54.06,45.15,30.31818182,23.72727273,29.89285714,83,84.86842105,69.01149425,48.27586207,0
6/29/2016 0:00,30.64285714,38.57142857,39.72413793,54.06,38.7,23,18.81818182,27.67857143,77,80.92105263,69.01149425,28.96551724,0
6/30/2016 0:00,31.57142857,37.14285714,34.75862069,44.52,36.55,25.09090909,17.18181818,25.46428571,91,82.89473684,70.75862069,31.72413793,0
7/1/2016 0:00,29.64102564,22.75,31.11111111,39.2,14.025,32,22.10526316,22.14814815,80.46315789,84.92307692,78.14117647,22.04166667,0
7/2/2016 0:00,20.05128205,10.5625,13.22222222,21.7,11.05,9.333333333,5.526315789,5.111111111,60.34736842,90.46153846,75.28235294,9.583333333,0
7/3/2016 0:00,14.82051282,7.3125,9.333333333,17.5,8.925,6.666666667,5.526315789,4.259259259,61.30526316,91.38461538,72.42352941,4.791666667,0
7/4/2016 0:00,15.69230769,8.9375,10.88888889,23.1,1.7,8,7.736842105,5.962962963,77.58947368,88.61538462,79.09411765,5.75,0
7/5/2016 0:00,28.76923077,18.6875,17.88888889,39.2,13.175,22.66666667,18.78947368,18.74074074,79.50526316,82.15384615,80.04705882,17.25,0
7/6/2016 0:00,36.61538462,21.125,22.55555556,35,15.3,25.33333333,25.42105263,22.14814815,77.58947368,84.92307692,84.81176471,18.20833333,0.043
7/7/2016 0:00,30.51282051,18.6875,28,39.9,12.75,21.33333333,23.21052632,18.74074074,82.37894737,81.23076923,82.90588235,24.91666667,0
7/8/2016 0:00,27.8974359,17.875,26.44444444,43.4,15.3,24,26.52631579,23,78.54736842,89.53846154,82.90588235,25.875,0
7/9/2016 0:00,18.30769231,11.375,16.33333333,23.8,7.65,8,9.947368421,5.962962963,61.30526316,91.38461538,82.90588235,9.583333333,0
7/10/2016 0:00,17.43589744,8.9375,11.66666667,23.8,4.675,5.333333333,7.736842105,3.407407407,53.64210526,87.69230769,78.14117647,2.875,0
7/11/2016 0:00,40.1025641,22.75,28,43.4,14.025,24,34.26315789,23,77.58947368,83.07692308,81,26.83333333,0
7/12/2016 0:00,57.53846154,26.8125,31.11111111,55.3,16.575,30.66666667,38.68421053,23,70.88421053,84,81.95294118,29.70833333,0
7/13/2016 0:00,46.20512821,21.125,25.66666667,51.1,14.45,20,36.47368421,20.44444444,76.63157895,80.30769231,81,20.125,0
7/14/2016 0:00,35.74358974,24.375,28,44.1,17.425,21.33333333,22.10526316,20.44444444,82.37894737,77.53846154,81,23,0
7/15/2016 0:00,29.64102564,21.9375,28.77777778,36.4,16.575,20,25.42105263,23,72.8,84,79.09411765,21.08333333,0
7/16/2016 0:00,20.92307692,8.9375,14,23.8,12.325,5.333333333,5.526315789,5.111111111,57.47368421,89.53846154,74.32941176,9.583333333,0.047
7/17/2016 0:00,13.94871795,8.125,13.22222222,21,8.075,5.333333333,5.526315789,3.407407407,60.34736842,90.46153846,75.28235294,3.833333333,0
7/18/2016 0:00,32.25641026,21.9375,29.55555556,47.6,22.1,70.66666667,22.10526316,24.7037037,77.58947368,81.23076923,81,26.83333333,0
7/19/2016 0:00,38.35897436,26,28,40.6,31.45,133.3333333,27.63157895,23.85185185,78.54736842,81.23076923,77.18823529,90.08333333,0
7/20/2016 0:00,31.38461538,26,35.77777778,46.9,42.5,65.33333333,24.31578947,25.55555556,77.58947368,82.15384615,78.14117647,95.83333333,0
7/21/2016 0:00,33.12820513,25.1875,30.33333333,48.3,28.05,49.33333333,23.21052632,24.7037037,75.67368421,81.23076923,80.04705882,52.70833333,0
7/22/2016 0:00,34.87179487,21.9375,28.77777778,46.9,15.3,32,23.21052632,24.7037037,71.84210526,85.84615385,81,34.5,0
7/23/2016 0:00,18.30769231,12.1875,15.55555556,26.6,13.175,18.66666667,8.842105263,5.962962963,62.26315789,91.38461538,77.18823529,12.45833333,0
7/24/2016 0:00,19.17948718,8.125,11.66666667,18.2,11.05,10.66666667,6.631578947,5.111111111,58.43157895,92.30769231,77.18823529,10.54166667,0
7/25/2016 0:00,28.76923077,24.375,26.44444444,39.9,17.85,21.33333333,24.31578947,27.25925926,84.29473684,80.30769231,84.81176471,29.70833333,0.038
7/26/2016 0:00,27.8974359,45.5,36.55555556,50.4,11.475,41.33333333,27.63157895,67.2962963,75.67368421,79.38461538,81,26.83333333,0.06
7/27/2016 0:00,32.25641026,61.75,60.66666667,42.7,20.825,32,33.15789474,85.18518519,74.71578947,79.38461538,78.14117647,22.04166667,0
7/28/2016 0:00,73.23076923,43.0625,77.77777778,67.9,18.7,30.66666667,110.5263158,42.59259259,84.29473684,83.07692308,95.29411765,24.91666667,0
7/29/2016 0:00,87.17948718,34.125,52.11111111,70,16.575,33.33333333,88.42105263,29.81481481,74.71578947,82.15384615,89.57647059,25.875,0
7/30/2016 0:00,27.8974359,8.9375,17.11111111,30.1,8.075,14.66666667,15.47368421,9.37037037,61.30526316,92.30769231,81.95294118,10.54166667,0
7/31/2016 0:00,19.17948718,7.3125,17.11111111,17.5,4.675,8,8.842105263,4.259259259,61.30526316,89.53846154,76.23529412,5.75,0.031
8/1/2016 0:00,38.35897436,27.625,30.33333333,37.1,23.375,22.66666667,33.15789474,25.55555556,76.63157895,80.30769231,80.04705882,20.125,0
8/2/2016 0:00,35.74358974,29.25,27.22222222,46.2,16.575,22.66666667,29.84210526,28.11111111,80.46315789,76.61538462,77.18823529,21.08333333,0
8/3/2016 0:00,31.38461538,21.125,31.88888889,35,14.45,18.66666667,26.52631579,23.85185185,77.58947368,77.53846154,81.95294118,19.16666667,0
8/4/2016 0:00,27.8974359,23.5625,33.44444444,39.9,14.875,20,21,23,87.16842105,78.46153846,82.90588235,23.95833333,0
8/5/2016 0:00,31.38461538,26.8125,31.11111111,39.9,15.3,32,25.42105263,25.55555556,76.63157895,77.53846154,83.85882353,27.79166667,0
8/6/2016 0:00,18.30769231,12.1875,14,18.2,9.35,14.66666667,7.736842105,6.814814815,64.17894737,86.76923077,69.56470588,9.583333333,0
8/7/2016 0:00,14.82051282,8.9375,9.333333333,18.2,6.375,6.666666667,4.421052632,5.111111111,61.30526316,89.53846154,78.14117647,5.75,0
8/8/2016 0:00,28.76923077,23.5625,28.77777778,44.1,15.725,17.33333333,25.42105263,27.25925926,76.63157895,77.53846154,81.95294118,19.16666667,0
8/9/2016 0:00,30.51282051,23.5625,28,42,17.425,20,24.31578947,27.25925926,71.84210526,77.53846154,78.14117647,20.125,0
8/10/2016 0:00,29.64102564,25.1875,26.44444444,35,6.375,20,19.89473684,26.40740741,73.75789474,79.38461538,78.14117647,16.29166667,0
8/11/2016 0:00,33.12820513,25.1875,29.55555556,35,11.05,21.33333333,18.78947368,23,79.50526316,77.53846154,77.18823529,27.79166667,0
8/12/2016 0:00,26.15384615,24.375,24.88888889,40.6,11.05,18.66666667,21,20.44444444,72.8,83.07692308,79.09411765,20.125,0
8/13/2016 0:00,15.69230769,8.125,12.44444444,21,6.8,8,6.631578947,5.111111111,62.26315789,91.38461538,81,6.708333333,0
8/14/2016 0:00,11.33333333,7.3125,9.333333333,20.3,7.225,4,5.526315789,3.407407407,60.34736842,86.76923077,72.42352941,5.75,0
8/15/2016 0:00,24.41025641,25.1875,24.11111111,37.8,8.5,9.333333333,16.57894737,26.40740741,68.01052632,78.46153846,81.95294118,20.125,0
8/16/2016 0:00,27.8974359,30.0625,23.33333333,36.4,13.175,20,19.89473684,27.25925926,79.50526316,78.46153846,78.14117647,24.91666667,0
8/17/2016 0:00,23.53846154,23.5625,22.55555556,30.8,11.9,12,14.36842105,22.14814815,77.58947368,77.53846154,77.18823529,19.16666667,0.036
8/18/2016 0:00,17.43589744,19.5,26.44444444,32.9,15.3,9.333333333,14.36842105,19.59259259,87.16842105,77.53846154,77.18823529,17.25,0
8/19/2016 0:00,20.05128205,19.5,21,32.2,9.775,13.33333333,15.47368421,17.03703704,79.50526316,78.46153846,79.09411765,19.16666667,0
8/20/2016 0:00,13.94871795,8.125,10.88888889,17.5,0,4,6.631578947,7.666666667,56.51578947,83.07692308,79.09411765,5.75,0
8/21/2016 0:00,14.82051282,4.875,10.88888889,19.6,8.925,8,2.210526316,3.407407407,60.34736842,82.15384615,69.56470588,5.75,0
8/22/2016 0:00,23.53846154,18.6875,21.77777778,34.3,10.2,13.33333333,13.26315789,18.74074074,73.75789474,75.69230769,83.85882353,23.95833333,0
8/23/2016 0:00,31.38461538,21.125,21.77777778,41.3,18.7,13.33333333,15.47368421,20.44444444,82.37894737,76.61538462,81.95294118,18.20833333,0
8/24/2016 0:00,19.17948718,19.5,23.33333333,33.6,13.6,13.33333333,14.36842105,20.44444444,78.54736842,74.76923077,80.04705882,23.95833333,0
8/25/2016 0:00,21.79487179,19.5,23.33333333,38.5,20.4,14.66666667,16.57894737,19.59259259,86.21052632,73.84615385,74.32941176,20.125,0
8/26/2016 0:00,27.8974359,20.3125,22.55555556,34.3,14.025,18.66666667,17.68421053,17.88888889,81.42105263,76.61538462,78.14117647,18.20833333,0.092
8/27/2016 0:00,15.69230769,8.125,12.44444444,23.8,7.225,5.333333333,6.631578947,5.111111111,63.22105263,89.53846154,64.8,4.791666667,0
8/28/2016 0:00,13.94871795,7.3125,11.66666667,20.3,6.8,8,6.631578947,4.259259259,64.17894737,84,66.70588235,7.666666667,0
8/29/2016 0:00,27.8974359,19.5,21.77777778,32.2,12.325,21.33333333,14.36842105,19.59259259,83.33684211,75.69230769,77.18823529,13.41666667,0
8/30/2016 0:00,26.15384615,43.0625,27.22222222,44.1,14.875,17.33333333,16.57894737,38.33333333,75.67368421,72,75.28235294,22.04166667,0.042
8/31/2016 0:00,31.38461538,33.3125,25.66666667,38.5,17,17.33333333,18.78947368,21.2962963,75.67368421,74.76923077,75.28235294,21.08333333,0
9/1/2016 0:00,26.15384615,25.1875,23.33333333,37.8,17,16,16.57894737,19.59259259,91,75.69230769,82.90588235,23.95833333,0
9/2/2016 0:00,24.41025641,24.375,24.11111111,39.9,16.575,12,16.57894737,21.2962963,80.46315789,76.61538462,82.90588235,23,0
9/3/2016 0:00,14.82051282,13,14.77777778,20.3,4.675,16,6.631578947,5.111111111,60.34736842,84,69.56470588,6.708333333,0.047
9/4/2016 0:00,15.69230769,10.5625,10.11111111,19.6,5.1,9.333333333,5.526315789,3.407407407,62.26315789,82.15384615,70.51764706,5.75,0
9/5/2016 0:00,16.56410256,8.9375,12.44444444,26.6,7.65,5.333333333,3.315789474,5.111111111,74.71578947,72.92307692,75.28235294,3.833333333,0
9/6/2016 0:00,36.61538462,25.1875,28,46.2,14.45,17.33333333,21,20.44444444,83.33684211,73.84615385,85.76470588,15.33333333,0
9/7/2016 0:00,32.25641026,81.25,35,49,22.95,24,26.52631579,54.51851852,73.75789474,62.76923077,81,20.125,0.044
9/8/2016 0:00,31.38461538,71.5,31.88888889,54.6,18.7,20,17.68421053,41.74074074,94.83157895,53.53846154,81,21.08333333,0
9/9/2016 0:00,29.64102564,52.8125,29.55555556,48.3,12.325,16,22.10526316,31.51851852,81.42105263,56.30769231,81,25.875,0
9/10/2016 0:00,18.30769231,21.9375,17.11111111,24.5,12.325,14.66666667,6.631578947,9.37037037,64.17894737,61.84615385,66.70588235,9.583333333,0.1
9/11/2016 0:00,8.717948718,13.8125,13.22222222,23.8,8.075,6.666666667,3.315789474,5.111111111,64.17894737,63.69230769,72.42352941,5.75,0
9/12/2016 0:00,27.8974359,30.875,29.55555556,46.2,22.525,16,18.78947368,26.40740741,80.46315789,67.38461538,77.18823529,16.29166667,0
9/13/2016 0:00,27.02564103,38.1875,28.77777778,44.1,22.525,18.66666667,19.89473684,34.07407407,81.42105263,72.92307692,82.90588235,18.20833333,0
9/14/2016 0:00,26.15384615,41.4375,23.33333333,44.1,23.8,14.66666667,16.57894737,41.74074074,80.46315789,75.69230769,83.85882353,19.16666667,0
9/15/2016 0:00,31.38461538,55.25,24.11111111,46.9,11.475,14.66666667,19.89473684,46,87.16842105,77.53846154,83.85882353,20.125,0
9/16/2016 0:00,33.12820513,60.125,27.22222222,41.3,14.45,18.66666667,17.68421053,44.2962963,74.71578947,75.69230769,79.09411765,18.20833333,0
9/17/2016 0:00,20.05128205,26.8125,17.88888889,23.1,6.8,5.333333333,8.842105263,10.22222222,58.43157895,84.92307692,74.32941176,8.625,0
9/18/2016 0:00,13.94871795,19.5,13.22222222,23.1,7.225,8,5.526315789,5.111111111,62.26315789,80.30769231,68.61176471,1.916666667,0
9/19/2016 0:00,22.66666667,42.25,21.77777778,43.4,16.15,16,18.78947368,31.51851852,81.42105263,71.07692308,83.85882353,17.25,0
9/20/2016 0:00,34.87179487,34.9375,29.55555556,45.5,17,10.66666667,18.78947368,23,73.75789474,72,81,24.91666667,0
9/21/2016 0:00,34.87179487,37.375,25.66666667,45.5,25.075,24,17.68421053,28.11111111,79.50526316,73.84615385,92.43529412,32.58333333,0
9/22/2016 0:00,41.84615385,36.5625,31.11111111,61.6,16.575,12,32.05263158,26.40740741,87.16842105,73.84615385,83.85882353,23.95833333,0
9/23/2016 0:00,42.71794872,34.9375,39.66666667,53.2,17.85,16,29.84210526,29.81481481,70.88421053,72.92307692,83.85882353,22.04166667,0
9/24/2016 0:00,22.66666667,15.4375,14.77777778,23.8,2.55,6.666666667,8.842105263,6.814814815,59.38947368,85.84615385,74.32941176,7.666666667,0
9/25/2016 0:00,13.07692308,15.4375,13.22222222,25.9,8.5,4,6.631578947,5.111111111,65.13684211,80.30769231,72.42352941,7.666666667,0
9/26/2016 0:00,31.38461538,29.25,26.44444444,38.5,22.525,16,21,23.85185185,75.67368421,69.23076923,81,19.16666667,0.026
9/27/2016 0:00,35.74358974,30.0625,23.33333333,46.2,19.125,14.66666667,29.84210526,23.85185185,76.63157895,72.92307692,87.67058824,23,0
9/28/2016 0:00,42.71794872,27.625,24.88888889,49.7,20.4,12,30.94736842,23.85185185,81.42105263,70.15384615,81,23.95833333,0
9/29/2016 0:00,45.33333333,30.0625,27.22222222,50.4,19.55,17.33333333,33.15789474,23,95.78947368,71.07692308,81.95294118,16.29166667,0
9/30/2016 0:00,41.84615385,30.0625,28,46.2,10.625,14.66666667,27.63157895,18.74074074,75.67368421,76.61538462,79.09411765,22.04166667,0.047
10/1/2016 0:00,28.09756098,14.28070175,15.69230769,37.45945946,11.76470588,4.888888889,10.18518519,5.133333333,59.50649351,89.67816092,78.1744186,6.571428571,0
10/2/2016 0:00,16.3902439,11.68421053,14.76923077,28.54054054,14.70588235,4.888888889,4.62962963,5.133333333,63.61038961,83,79.13953488,5.476190476,0
10/3/2016 0:00,43.31707317,27.9122807,35.07692308,67.78378378,20.58823529,20.77777778,22.22222222,22.73333333,82.07792208,78.22988506,87.8255814,15.33333333,46.24193548
10/4/2016 0:00,42.14634146,36.35087719,36,90.97297297,26.47058824,18.33333333,24.07407407,22.73333333,89.25974026,74.4137931,88.79069767,23,0
10/5/2016 0:00,45.65853659,29.21052632,35.07692308,94.54054054,39.70588235,20.77777778,26.85185185,23.46666667,83.1038961,76.32183908,93.61627907,19.71428571,24.25806452
10/6/2016 0:00,48,27.9122807,35.07692308,76.7027027,36.76470588,23.22222222,23.14814815,24.2,98.49350649,76.32183908,89.75581395,23,0
10/7/2016 0:00,37.46341463,26.61403509,36,71.35135135,30.88235294,13.44444444,21.2962963,20.53333333,79,79.18390805,83,12.04761905,0
10/8/2016 0:00,17.56097561,14.28070175,22.15384615,32.10810811,11.76470588,11,8.333333333,4.4,65.66233766,90.63218391,74.31395349,10.95238095,0
10/9/2016 0:00,23.41463415,9.087719298,14.76923077,33.89189189,10.29411765,4.888888889,4.62962963,4.4,59.50649351,85.86206897,76.24418605,3.285714286,0
10/10/2016 0:00,32.7804878,35.70175439,35.07692308,67.78378378,27.94117647,12.22222222,21.2962963,26.4,81.05194805,79.18390805,86.86046512,17.52380952,0
10/11/2016 0:00,46.82926829,56.47368421,37.84615385,78.48648649,41.17647059,18.33333333,26.85185185,40.33333333,84.12987013,78.22988506,88.79069767,20.80952381,0
